torneo,categoria,fecha_fixture,match_id,date,location,team,puntos,rebotes,asistencias,robos,fouls,triples,dobles,libres,score_global,dispersion_score_global,picture_bagde
TORNEO APERTURA 2026,PRIMERA A,Fecha 5,65,2026-03-30T21:08:00.000Z,CLARIDAD,LA JOTA,39,39,12,12,12,1,13,10,102,6.8044103344816,https://dum74chhmgug7.cloudfront.net/public/cXc8Nh22GJQPFRNfSCisjh.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 5,65,2026-03-30T21:08:00.000Z,CLARIDAD,LAST CHANCE,40,46,10,5,19,3,12,7,101,5.829420456369814,https://dum74chhmgug7.cloudfront.net/public/rvPA4w7RVJribb7yrpV2oD.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 6,67,sin fecha,sin lugar,CHICAGO BALLS,67,44,13,13,18,6,18,13,137,13.2496630684924,https://dum74chhmgug7.cloudfront.net/public/a3txUarbTTtL4pakXMB6EK.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 6,67,sin fecha,sin lugar,FLORIDA LEGENDS,43,42,5,6,23,3,14,6,96,6.1137368096588665,https://dum74chhmgug7.cloudfront.net/public/viqJ6U5dTvSZA7KLn4HTtT.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 6,68,2026-04-13T18:00:00.000Z,CLARIDAD,CLUTCH PLANET,54,35,6,12,8,7,13,7,107,7.600438583836242,https://dum74chhmgug7.cloudfront.net/public/iQmDDbKk27wLJPNn8mLj88.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 6,68,2026-04-13T18:00:00.000Z,CLARIDAD,TEMPUR A,56,40,5,3,14,6,18,2,104,9.983622953253356,https://dum74chhmgug7.cloudfront.net/public/apUUXFuNHKQ27SUTgPpPSK.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 6,69,2026-04-13T23:30:00.000Z,Claridad,FRIJOLEROS,41,35,12,2,14,2,14,7,90,6.928203230275509,https://dum74chhmgug7.cloudfront.net/public/6DX7vSE7H3AkL9tJT91cWj.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 6,69,2026-04-13T23:30:00.000Z,Claridad,HURACAN DE FERNET,68,37,16,8,11,10,14,10,129,13.02127380207372,https://dum74chhmgug7.cloudfront.net/public/9C7fx6paiACaqgvNAPRFWm.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 1,71,sin fecha,sin lugar,LADE,45,43,9,2,18,8,7,7,99,9.970492178709849,https://dum74chhmgug7.cloudfront.net/public/kt1rXNBieDRwYaJEiMgF3u.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 1,71,sin fecha,sin lugar,QUIMERA,66,47,13,7,10,7,20,5,133,10.980285363626333,https://dum74chhmgug7.cloudfront.net/public/8QUS5zGLf8YzHb7WFPrdee.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 1,72,2026-03-01T12:00:00.000Z,ISEF,CLUB CARLOS CASARES,47,44,3,7,17,3,13,12,101,10.86195851847828,https://dum74chhmgug7.cloudfront.net/public/iMyxo9BVjmakqKBtkdVz9y.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 1,72,2026-03-01T12:00:00.000Z,ISEF,TELEFONOS,43,35,4,10,22,7,8,6,92,5.12391895472064,https://dum74chhmgug7.cloudfront.net/public/kcTvPrJsQEF6LpzE1NkF4b.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 1,73,2026-03-01T13:30:00.000Z,UGAB,ARQUISHOWLEM,48,17,2,5,14,4,15,6,72,6.876691711054734,https://dum74chhmgug7.cloudfront.net/public/kCGKJo4fXnmNMmVDB7GB6s.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 1,73,2026-03-01T13:30:00.000Z,UGAB,CHARRUAS,59,38,1,3,13,6,17,7,101,7.806692285753579,https://dum74chhmgug7.cloudfront.net/public/cwuUHJgQU4QMzQFDe7fJe8.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 1,74,2026-03-01T19:30:00.000Z,UGAB,FIESTA GALLO,36,36,4,5,22,4,6,12,81,8.37257427557379,https://dum74chhmgug7.cloudfront.net/public/hNcWrYuBVQgENWyuhx2erb.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 1,74,2026-03-01T19:30:00.000Z,UGAB,RDB,38,41,5,8,19,4,11,4,92,6.4571235426035045,https://dum74chhmgug7.cloudfront.net/public/vz8gMVTPTVyRnCXV9Wripw.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 1,75,2026-03-02T15:00:00.000Z,UGAB,GORDOS STATE WARRIORS,52,31,2,6,21,6,7,20,91,7.615773105863909,https://dum74chhmgug7.cloudfront.net/public/uAeYRLaDND7vWaSCp8EEhK.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 1,75,2026-03-02T15:00:00.000Z,UGAB,TEKILA TEAM,63,45,2,8,24,6,18,9,118,8.379628978551604,https://dum74chhmgug7.cloudfront.net/public/tSkeqVnVrsydUBVUnn8BYr.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 1,76,2026-03-02T19:30:00.000Z,ISEF,CA PELEACHE,49,51,11,7,12,2,19,5,118,8.668497975016038,https://dum74chhmgug7.cloudfront.net/public/udLBcBGCaasbiasbzCzSFS.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 1,76,2026-03-02T19:30:00.000Z,ISEF,CHAD-STARS,68,44,19,12,11,7,19,9,143,11.730776236511849,https://dum74chhmgug7.cloudfront.net/public/eZCa4nSZtj6PJfDh9KodFg.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 1,77,2026-03-02T20:30:00.000Z,second chance,CLUB PRIMERA JUNTA,38,35,9,3,15,3,12,5,85,8.927285621700953,https://dum74chhmgug7.cloudfront.net/public/cs8ioRxyT2YNxSLKdKQCYw.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 1,77,2026-03-02T20:30:00.000Z,second chance,LA SUIT,51,42,13,7,13,2,18,9,113,7.349225204816567,https://dum74chhmgug7.cloudfront.net/public/11Us2hCuT8AbFm3amjAcTz.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 1,78,2026-03-02T23:00:00.000Z,second chance,FEDERAL,61,50,18,3,30,6,16,11,132,7.685484153042453,https://dum74chhmgug7.cloudfront.net/public/3nkwak2j7RdzTHJMUSfDTa.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 1,78,2026-03-02T23:00:00.000Z,second chance,MANGO JUICE,57,42,14,6,18,6,12,15,119,8.57633787980461,https://dum74chhmgug7.cloudfront.net/public/b8bj4t4rhhcMWKeGd6MTVq.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 1,79,2026-03-03T17:30:00.000Z,second chance,CA ESTUDION,68,58,9,8,15,6,17,16,143,10.954958288880478,https://dum74chhmgug7.cloudfront.net/public/emPKfbkyD7xSweUfw93Qbi.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 1,79,2026-03-03T17:30:00.000Z,second chance,GIUFFRA B,56,31,5,12,23,8,13,6,104,13.43461532344298,https://dum74chhmgug7.cloudfront.net/public/m8h9Bk3fghYSaDPC6jUP3b.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 1,80,2026-03-04T22:00:00.000Z,second chance,ASADO CUMPLE,63,52,12,12,11,7,16,10,139,9.029273380387691,https://dum74chhmgug7.cloudfront.net/public/3NrLntM4J8cRM1dMqfoene.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 1,80,2026-03-04T22:00:00.000Z,second chance,EL CAMPITO,40,42,11,8,14,3,14,3,101,3.4615231989895516,https://dum74chhmgug7.cloudfront.net/public/5X23sjfBqFwjZSbyz8Nx1F.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 1,81,sin fecha,UGAB,SOCIALES,45,46,3,1,12,1,20,2,95,7.145246353663773,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 1,81,sin fecha,UGAB,UGAB BASQUET,47,32,0,6,10,7,10,6,85,6.424778422465461,https://dum74chhmgug7.cloudfront.net/public/cx3yomz9kWiUxTj6r5HYrd.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 1,82,sin fecha,sin lugar,MDQ BASKET,77,30,12,6,16,11,17,10,125,9.96828303504002,https://dum74chhmgug7.cloudfront.net/public/4sYJbZ1BTQbSSMZRgE5gQx.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 1,82,sin fecha,sin lugar,VIVEZA CRIOLLA,94,54,23,6,20,12,24,10,177,9.17877987534291,https://dum74chhmgug7.cloudfront.net/public/rrH3mME168UUaqsvfm5mGH.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 2,83,sin fecha,UGAB,CHAD-STARS,51,55,2,9,23,2,20,5,117,6.9610024820822725,https://dum74chhmgug7.cloudfront.net/public/eZCa4nSZtj6PJfDh9KodFg.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 2,83,sin fecha,UGAB,MANGO JUICE,50,42,6,10,9,2,17,10,108,10.99090533122727,https://dum74chhmgug7.cloudfront.net/public/b8bj4t4rhhcMWKeGd6MTVq.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 2,84,sin fecha,UGAB,CA ESTUDION,46,43,2,9,9,5,12,7,100,9.26612708261176,https://dum74chhmgug7.cloudfront.net/public/emPKfbkyD7xSweUfw93Qbi.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 2,84,sin fecha,UGAB,CHARRUAS,23,37,0,10,11,1,9,2,70,5.32290647422377,https://dum74chhmgug7.cloudfront.net/public/cwuUHJgQU4QMzQFDe7fJe8.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 2,85,sin fecha,UGAB,MDQ BASKET,75,46,0,5,2,8,18,15,126,8.077747210701755,https://dum74chhmgug7.cloudfront.net/public/4sYJbZ1BTQbSSMZRgE5gQx.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 2,85,sin fecha,UGAB,UGAB BASQUET,67,40,1,7,19,11,16,2,115,8.814557763803501,https://dum74chhmgug7.cloudfront.net/public/cx3yomz9kWiUxTj6r5HYrd.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 2,86,sin fecha,sin lugar,RDB,69,53,14,16,19,1,30,6,152,5.902918298980975,https://dum74chhmgug7.cloudfront.net/public/vz8gMVTPTVyRnCXV9Wripw.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 2,86,sin fecha,sin lugar,SOCIALES,43,45,11,8,19,3,14,6,107,5.578729445153459,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 2,87,sin fecha,sin lugar,GORDOS STATE WARRIORS,45,31,8,8,11,7,9,6,92,7.607014306984486,https://dum74chhmgug7.cloudfront.net/public/uAeYRLaDND7vWaSCp8EEhK.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 2,87,sin fecha,sin lugar,QUIMERA,66,59,13,14,14,4,23,8,152,11.811482172492623,https://dum74chhmgug7.cloudfront.net/public/8QUS5zGLf8YzHb7WFPrdee.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 2,88,2026-03-09T12:00:00.000Z,UGAB,ASADO CUMPLE,44,48,6,5,24,7,8,7,103,5.76868943329226,https://dum74chhmgug7.cloudfront.net/public/3NrLntM4J8cRM1dMqfoene.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 2,88,2026-03-09T12:00:00.000Z,UGAB,LA SUIT,35,34,8,4,17,2,11,7,81,4.998888765404656,https://dum74chhmgug7.cloudfront.net/public/11Us2hCuT8AbFm3amjAcTz.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 2,89,2026-03-09T18:00:00.000Z,UGAB,EL CAMPITO,42,39,10,14,19,4,10,10,105,7.510706643566521,https://dum74chhmgug7.cloudfront.net/public/5X23sjfBqFwjZSbyz8Nx1F.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 2,89,2026-03-09T18:00:00.000Z,UGAB,GIUFFRA B,63,46,12,12,19,6,17,11,133,10.220350070107948,https://dum74chhmgug7.cloudfront.net/public/m8h9Bk3fghYSaDPC6jUP3b.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 2,90,2026-03-09T22:30:00.000Z,UGAB,CLUB PRIMERA JUNTA,50,40,7,4,18,6,8,16,101,9.132946637625466,https://dum74chhmgug7.cloudfront.net/public/cs8ioRxyT2YNxSLKdKQCYw.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 2,90,2026-03-09T22:30:00.000Z,UGAB,TEKILA TEAM,63,43,18,13,21,8,18,3,137,10.198583779677996,https://dum74chhmgug7.cloudfront.net/public/tSkeqVnVrsydUBVUnn8BYr.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 2,91,sin fecha,sin lugar,INTER,51,41,6,5,18,6,12,9,103,8.88718981777383,https://dum74chhmgug7.cloudfront.net/public/nQ9kkSu2SUqCqdDDAQA3c2.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 2,91,sin fecha,sin lugar,LADE,60,32,8,9,17,6,14,14,109,11.196477620712288,https://dum74chhmgug7.cloudfront.net/public/kt1rXNBieDRwYaJEiMgF3u.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 2,92,sin fecha,sin lugar,CLUB CARLOS CASARES,45,38,7,14,20,6,12,3,104,8.0718991294215,https://dum74chhmgug7.cloudfront.net/public/iMyxo9BVjmakqKBtkdVz9y.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 2,92,sin fecha,sin lugar,PM,53,42,6,13,16,9,9,8,114,8.46919551830472,https://dum74chhmgug7.cloudfront.net/public/sDRsnKr3iDBjJNrAK4u4Fj.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 2,93,2026-03-09T13:30:00.000Z,CLARIDAD,FIESTA GALLO,62,52,12,16,14,11,9,11,142,9.27198452164891,https://dum74chhmgug7.cloudfront.net/public/hNcWrYuBVQgENWyuhx2erb.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 2,93,2026-03-09T13:30:00.000Z,CLARIDAD,TELEFONOS,53,43,3,6,20,8,12,5,105,6.63496249218692,https://dum74chhmgug7.cloudfront.net/public/kcTvPrJsQEF6LpzE1NkF4b.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 2,94,2026-03-10T03:00:00.000Z,sin lugar,CA PELEACHE,68,36,14,10,12,6,21,8,128,13.561148989107151,https://dum74chhmgug7.cloudfront.net/public/udLBcBGCaasbiasbzCzSFS.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 2,94,2026-03-10T03:00:00.000Z,sin lugar,VIVEZA CRIOLLA,74,42,18,2,16,13,16,3,136,11.263087625386872,https://dum74chhmgug7.cloudfront.net/public/rrH3mME168UUaqsvfm5mGH.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 3,95,sin fecha,UGAB,CA PELEACHE,49,44,4,13,14,3,18,4,110,8.363279526862918,https://dum74chhmgug7.cloudfront.net/public/udLBcBGCaasbiasbzCzSFS.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 3,95,sin fecha,UGAB,FIESTA GALLO,58,50,2,14,11,4,18,10,124,7.515909052728677,https://dum74chhmgug7.cloudfront.net/public/hNcWrYuBVQgENWyuhx2erb.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 3,96,sin fecha,UGAB,MDQ BASKET,57,46,3,11,7,7,15,6,117,4.3728963196286985,https://dum74chhmgug7.cloudfront.net/public/4sYJbZ1BTQbSSMZRgE5gQx.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 3,96,sin fecha,UGAB,SOCIALES,55,48,4,8,9,4,20,3,115,10.211163358935021,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 3,97,2026-03-14T03:00:00.000Z,ISEF,ARQUISHOWLEM,64,41,5,10,22,3,23,9,120,9.7923903665504,https://dum74chhmgug7.cloudfront.net/public/kCGKJo4fXnmNMmVDB7GB6s.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 3,97,2026-03-14T03:00:00.000Z,ISEF,INTER,58,40,4,15,20,7,14,9,117,7.334090869963972,https://dum74chhmgug7.cloudfront.net/public/nQ9kkSu2SUqCqdDDAQA3c2.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 3,98,sin fecha,sin lugar,CHAD-STARS,55,35,7,16,16,2,19,11,113,10.967122584241402,https://dum74chhmgug7.cloudfront.net/public/eZCa4nSZtj6PJfDh9KodFg.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 3,98,sin fecha,sin lugar,PM,50,60,1,7,23,3,17,7,118,9.623834049804778,https://dum74chhmgug7.cloudfront.net/public/sDRsnKr3iDBjJNrAK4u4Fj.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 3,99,2026-03-15T03:00:00.000Z,ISEF,ASADO CUMPLE,46,33,7,5,15,5,11,9,91,5.917616227686771,https://dum74chhmgug7.cloudfront.net/public/3NrLntM4J8cRM1dMqfoene.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 3,99,2026-03-15T03:00:00.000Z,ISEF,TEKILA TEAM,36,31,5,2,21,1,16,1,74,5.763521650708169,https://dum74chhmgug7.cloudfront.net/public/tSkeqVnVrsydUBVUnn8BYr.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 3,100,2026-03-15T19:00:00.000Z,second chance,CLUB CARLOS CASARES,53,43,6,8,17,4,19,3,110,8.058811602491055,https://dum74chhmgug7.cloudfront.net/public/iMyxo9BVjmakqKBtkdVz9y.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 3,100,2026-03-15T19:00:00.000Z,second chance,VIVEZA CRIOLLA,82,37,19,8,18,15,14,9,146,3.3829638550307406,https://dum74chhmgug7.cloudfront.net/public/rrH3mME168UUaqsvfm5mGH.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 3,101,2026-03-16T13:30:00.000Z,CLARIDAD,MANGO JUICE,59,44,24,10,15,6,16,9,137,12.52806373516598,https://dum74chhmgug7.cloudfront.net/public/b8bj4t4rhhcMWKeGd6MTVq.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 3,101,2026-03-16T13:30:00.000Z,CLARIDAD,RDB,51,47,20,6,19,4,15,9,124,9.23008366400026,https://dum74chhmgug7.cloudfront.net/public/vz8gMVTPTVyRnCXV9Wripw.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 3,102,2026-03-16T18:00:00.000Z,ISEF,CLUB PRIMERA JUNTA,37,39,6,7,14,2,14,3,89,6.173419725817379,https://dum74chhmgug7.cloudfront.net/public/cs8ioRxyT2YNxSLKdKQCYw.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 3,102,2026-03-16T18:00:00.000Z,ISEF,QUIMERA,47,45,12,7,12,4,15,5,111,8.820970684087087,https://dum74chhmgug7.cloudfront.net/public/8QUS5zGLf8YzHb7WFPrdee.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 3,103,2026-03-16T19:30:00.000Z,CLARIDAD,CHARRUAS,33,32,15,5,5,2,11,5,85,5.192943930629973,https://dum74chhmgug7.cloudfront.net/public/cwuUHJgQU4QMzQFDe7fJe8.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 3,103,2026-03-16T19:30:00.000Z,CLARIDAD,EL CAMPITO,57,44,19,4,7,4,20,5,124,5.804691589089333,https://dum74chhmgug7.cloudfront.net/public/5X23sjfBqFwjZSbyz8Nx1F.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 3,104,2026-03-16T21:00:00.000Z,ISEF,GORDOS STATE WARRIORS,39,30,3,9,14,2,13,7,81,13.332291625973383,https://dum74chhmgug7.cloudfront.net/public/uAeYRLaDND7vWaSCp8EEhK.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 3,104,2026-03-16T21:00:00.000Z,ISEF,LADE,80,54,13,8,25,9,21,11,155,6.006940430313366,https://dum74chhmgug7.cloudfront.net/public/kt1rXNBieDRwYaJEiMgF3u.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 3,105,2026-03-16T21:00:00.000Z,CLARIDAD,GIUFFRA B,58,38,17,10,27,5,17,9,123,11.45842286466399,https://dum74chhmgug7.cloudfront.net/public/m8h9Bk3fghYSaDPC6jUP3b.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 3,105,2026-03-16T21:00:00.000Z,CLARIDAD,LA SUIT,58,49,20,11,15,4,16,14,138,7.681145747868609,https://dum74chhmgug7.cloudfront.net/public/11Us2hCuT8AbFm3amjAcTz.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 3,106,2026-03-17T19:30:00.000Z,UGAB,FEDERAL,61,47,4,18,16,5,20,6,130,5.033222956847166,https://dum74chhmgug7.cloudfront.net/public/3nkwak2j7RdzTHJMUSfDTa.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 3,106,2026-03-17T19:30:00.000Z,UGAB,TELEFONOS,37,35,0,3,9,3,12,4,75,5.902481318419036,https://dum74chhmgug7.cloudfront.net/public/kcTvPrJsQEF6LpzE1NkF4b.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 4,107,sin fecha,UGAB,FEDERAL,45,33,2,10,14,2,16,7,90,6.244997998398398,https://dum74chhmgug7.cloudfront.net/public/3nkwak2j7RdzTHJMUSfDTa.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 4,107,sin fecha,UGAB,UGAB BASQUET,53,41,3,3,13,5,14,10,100,6.641619615057091,https://dum74chhmgug7.cloudfront.net/public/cx3yomz9kWiUxTj6r5HYrd.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 4,108,sin fecha,UGAB,ARQUISHOWLEM,69,43,2,8,23,8,15,15,122,11.659998094148882,https://dum74chhmgug7.cloudfront.net/public/kCGKJo4fXnmNMmVDB7GB6s.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 4,108,sin fecha,UGAB,CA ESTUDION,76,53,6,13,25,9,20,9,148,10.63686312513502,https://dum74chhmgug7.cloudfront.net/public/emPKfbkyD7xSweUfw93Qbi.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 4,110,2026-03-22T19:30:00.000Z,ISEF,ASADO CUMPLE,58,32,7,6,12,9,10,11,103,4.915960401250875,https://dum74chhmgug7.cloudfront.net/public/3NrLntM4J8cRM1dMqfoene.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 4,110,2026-03-22T19:30:00.000Z,ISEF,QUIMERA,57,56,4,7,12,2,22,7,124,13.480144128097658,https://dum74chhmgug7.cloudfront.net/public/8QUS5zGLf8YzHb7WFPrdee.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 4,111,sin fecha,UGAB,MANGO JUICE,111,40,9,13,7,14,28,13,173,12.023043351355408,https://dum74chhmgug7.cloudfront.net/public/b8bj4t4rhhcMWKeGd6MTVq.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 4,111,sin fecha,UGAB,MDQ BASKET,47,39,3,5,18,6,9,11,94,5.570258322356135,https://dum74chhmgug7.cloudfront.net/public/4sYJbZ1BTQbSSMZRgE5gQx.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 4,112,2026-03-23T15:00:00.000Z,Pick,CLUB PRIMERA JUNTA,74,44,14,8,13,9,21,5,140,7.282017424984493,https://dum74chhmgug7.cloudfront.net/public/cs8ioRxyT2YNxSLKdKQCYw.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 4,112,2026-03-23T15:00:00.000Z,Pick,LADE,56,27,10,9,14,2,22,6,102,8.323804075404123,https://dum74chhmgug7.cloudfront.net/public/kt1rXNBieDRwYaJEiMgF3u.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 4,113,2026-03-23T17:30:00.000Z,SECOND CHANCE,PM,62,37,11,14,28,8,16,6,124,7.9330532163432075,https://dum74chhmgug7.cloudfront.net/public/sDRsnKr3iDBjJNrAK4u4Fj.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 4,113,2026-03-23T17:30:00.000Z,SECOND CHANCE,RDB,70,47,13,17,19,4,25,8,147,11.335784048754634,https://dum74chhmgug7.cloudfront.net/public/vz8gMVTPTVyRnCXV9Wripw.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 4,114,2026-03-23T23:30:00.000Z,SECOND CHANCE,CA PELEACHE,73,52,17,5,12,8,20,9,147,12.793227374930325,https://dum74chhmgug7.cloudfront.net/public/udLBcBGCaasbiasbzCzSFS.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 4,114,2026-03-23T23:30:00.000Z,SECOND CHANCE,TELEFONOS,55,38,9,13,24,5,18,4,115,7.6212422434491165,https://dum74chhmgug7.cloudfront.net/public/kcTvPrJsQEF6LpzE1NkF4b.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 4,115,2026-04-04T15:00:00.000Z,UGAB,CHAD-STARS,58,31,13,11,22,9,10,11,113,10.521237026672699,https://dum74chhmgug7.cloudfront.net/public/eZCa4nSZtj6PJfDh9KodFg.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 4,115,2026-04-04T15:00:00.000Z,UGAB,VIVEZA CRIOLLA,63,47,9,5,19,5,17,14,124,9.92831448793946,https://dum74chhmgug7.cloudfront.net/public/rrH3mME168UUaqsvfm5mGH.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 5,118,2026-03-28T03:00:00.000Z,ugab,CHAD-STARS,66,28,1,5,21,9,16,7,100,12.569805089976535,https://dum74chhmgug7.cloudfront.net/public/eZCa4nSZtj6PJfDh9KodFg.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 5,118,2026-03-28T03:00:00.000Z,ugab,FIESTA GALLO,63,36,6,6,15,8,17,5,111,8.12963154705729,https://dum74chhmgug7.cloudfront.net/public/hNcWrYuBVQgENWyuhx2erb.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 5,119,2026-03-28T03:00:00.000Z,UGAB,TELEFONOS,56,31,8,14,9,5,17,7,109,6.756889488185785,https://dum74chhmgug7.cloudfront.net/public/kcTvPrJsQEF6LpzE1NkF4b.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 5,119,2026-03-28T03:00:00.000Z,UGAB,UGAB BASQUET,48,40,4,12,16,4,15,6,104,4.47524052736585,https://dum74chhmgug7.cloudfront.net/public/cx3yomz9kWiUxTj6r5HYrd.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 5,120,2026-03-29T16:30:00.000Z,ISEF,CA ESTUDION,54,56,12,10,18,4,18,6,132,9.378462323619772,https://dum74chhmgug7.cloudfront.net/public/emPKfbkyD7xSweUfw93Qbi.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 5,120,2026-03-29T16:30:00.000Z,ISEF,INTER,41,52,1,11,10,7,8,4,105,4.766783215358364,https://dum74chhmgug7.cloudfront.net/public/nQ9kkSu2SUqCqdDDAQA3c2.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 5,121,2026-03-29T19:30:00.000Z,isef,ASADO CUMPLE,71,46,14,13,11,9,19,6,144,5.606119105813881,https://dum74chhmgug7.cloudfront.net/public/3NrLntM4J8cRM1dMqfoene.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 5,121,2026-03-29T19:30:00.000Z,isef,LADE,33,30,5,6,8,2,10,7,74,7.5687326736854885,https://dum74chhmgug7.cloudfront.net/public/kt1rXNBieDRwYaJEiMgF3u.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 5,122,2026-03-30T03:00:00.000Z,UGAB,GIUFFRA B,36,38,5,9,19,3,7,13,88,10.119288512538814,https://dum74chhmgug7.cloudfront.net/public/m8h9Bk3fghYSaDPC6jUP3b.png
TORNEO APERTURA 2026,PRIMERA B,Fecha 5,122,2026-03-30T03:00:00.000Z,UGAB,QUIMERA,43,52,6,4,21,3,12,10,105,7.54983443527075,https://dum74chhmgug7.cloudfront.net/public/8QUS5zGLf8YzHb7WFPrdee.png
