torneo,categoria,fecha_fixture,match_id,date,location,team,puntos,rebotes,asistencias,robos,fouls,triples,dobles,libres,score_global,dispersion_score_global,picture_bagde
TORNEO APERTURA 2026,PRIMERA D,Fecha 5,260,2026-03-29T03:00:00.000Z,isef,THE NETBALLERS,52,38,9,9,6,4,18,4,108,10.36822067666386,https://dum74chhmgug7.cloudfront.net/public/aqQW2PKWCJqsNb1ZXAwBjp.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 5,261,2026-03-29T14:30:00.000Z,CLARIDAD,BILLIKEN,51,41,2,8,9,5,14,8,102,14.093227012258321,https://dum74chhmgug7.cloudfront.net/public/szNAktT2Cp53agUiTSXvD3.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 5,261,2026-03-29T14:30:00.000Z,CLARIDAD,LA TOLANETA,29,40,1,3,13,1,11,4,73,5.348935511960404,https://dum74chhmgug7.cloudfront.net/public/rhUBz8RY3dSQYgGdpeE49z.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 5,262,sin fecha,sin lugar,BASKET GESTION,61,42,12,13,18,10,13,5,128,5.835627254592727,https://dum74chhmgug7.cloudfront.net/public/57R2iedXWuXGhsyGnDUwyQ.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 5,262,sin fecha,sin lugar,PM B,37,31,7,9,16,1,11,12,84,7.131237301797315,https://dum74chhmgug7.cloudfront.net/public/1fHJCsFoGn3xrhBBVpMDzb.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 5,263,sin fecha,sin lugar,ASOCIACION DE ATLETAS,49,42,13,11,11,3,19,2,115,8.399617338222702,https://dum74chhmgug7.cloudfront.net/public/iCZMwGZxzBJEkFVMawUeF6.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 5,263,sin fecha,sin lugar,FLAT WHITE WOLVES,38,41,6,11,13,1,16,3,96,7.954415583355403,https://dum74chhmgug7.cloudfront.net/public/12hfXBj9bYWSHrRWrhzKTp.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 5,264,2026-03-30T13:30:00.000Z,CLARIDAD,IBU 400,39,37,9,2,25,3,12,6,87,4.967673276069772,https://dum74chhmgug7.cloudfront.net/public/h4L9cCRUUWXx9HNeuNd2xj.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 5,264,2026-03-30T13:30:00.000Z,CLARIDAD,PAMPORDIA,50,41,9,7,11,5,12,11,107,11.086242010021335,https://dum74chhmgug7.cloudfront.net/public/xfBSDnXBAkro4YEj2cvdw4.jpeg
TORNEO APERTURA 2026,PRIMERA D,Fecha 5,265,2026-03-30T16:30:00.000Z,CLARIDAD,JK PHILOSOPHY,34,36,6,11,8,6,7,2,87,4.356850107261306,https://dum74chhmgug7.cloudfront.net/public/8iWE3aYy7s3oSwCZJhgna9.jpeg
TORNEO APERTURA 2026,PRIMERA D,Fecha 5,265,2026-03-30T16:30:00.000Z,CLARIDAD,UNION,40,42,10,13,9,3,15,1,105,6.186495556672394,https://dum74chhmgug7.cloudfront.net/public/nabWVX28hajW6PTjnA17oY.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 5,266,2026-03-31T15:00:00.000Z,CLARIDAD,HURLINGHAM RETURN,59,33,16,13,20,5,17,10,121,10.713439119992131,https://dum74chhmgug7.cloudfront.net/public/pRYBEYSjSpMFAesu6K4GDA.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 5,266,2026-03-31T15:00:00.000Z,CLARIDAD,LA PAMPA BASKET,65,39,14,7,24,8,17,7,125,7.961713941664124,https://dum74chhmgug7.cloudfront.net/public/xyQR2ZC22z7766rSpwkCF7.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 5,267,2026-04-01T19:30:00.000Z,CLARIDAD,VECCHIA SIGNORA,67,37,12,17,8,7,16,14,133,15.165750888103101,https://dum74chhmgug7.cloudfront.net/public/kn536bu8LahfC78kCPbXTo.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 5,267,2026-04-01T19:30:00.000Z,CLARIDAD,X-CLUTCH,63,36,16,13,24,9,17,2,128,9.21110440959413,https://dum74chhmgug7.cloudfront.net/public/3tHkuJ4QUFRQCGtdkSshoi.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 6,269,sin fecha,UGAB,LA HUMAREDA,56,33,3,10,20,4,18,8,102,9.558093055476226,https://dum74chhmgug7.cloudfront.net/public/pMYJYzANTQ7NyYqV5y8X3r.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 6,269,sin fecha,UGAB,PAMPORDIA,51,41,1,6,19,5,15,6,99,7.921489758877429,https://dum74chhmgug7.cloudfront.net/public/xfBSDnXBAkro4YEj2cvdw4.jpeg
TORNEO APERTURA 2026,PRIMERA D,Fecha 6,270,sin fecha,UGAB,IBU 400,59,32,3,12,14,9,12,8,106,7.309188903308111,https://dum74chhmgug7.cloudfront.net/public/h4L9cCRUUWXx9HNeuNd2xj.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 6,270,sin fecha,UGAB,SINGAPUR,57,42,2,9,18,7,13,10,110,10.38886766825776,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 6,271,2026-04-13T14:30:00.000Z,CLARIDAD,JABALLERS,23,31,0,2,18,1,10,0,56,5.214829282387338,https://dum74chhmgug7.cloudfront.net/public/gptiu76bNixcgc8sqNqe71.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 6,271,2026-04-13T14:30:00.000Z,CLARIDAD,LA TOLANETA,28,39,2,6,9,2,8,6,75,7.466592261534039,https://dum74chhmgug7.cloudfront.net/public/rhUBz8RY3dSQYgGdpeE49z.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 6,272,2026-04-12T20:30:00.000Z,Claridad,HEADS ACADEMY,32,34,3,12,17,1,12,5,81,5.361902647381804,https://dum74chhmgug7.cloudfront.net/public/eENydAzudLA2NtozudmqRJ.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 6,272,2026-04-12T20:30:00.000Z,Claridad,MONSTARS,45,52,10,10,10,2,18,3,117,7.890998488331952,https://dum74chhmgug7.cloudfront.net/public/amGgAudie9ZZdtrykMxgtt.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 6,273,2026-04-13T19:00:00.000Z,second chance,PM B,30,20,3,6,22,0,12,6,59,3.107338983045712,https://dum74chhmgug7.cloudfront.net/public/1fHJCsFoGn3xrhBBVpMDzb.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 6,273,2026-04-13T19:00:00.000Z,second chance,X-CLUTCH,54,38,9,6,20,5,15,9,107,7.389933092465122,https://dum74chhmgug7.cloudfront.net/public/3tHkuJ4QUFRQCGtdkSshoi.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 6,274,2026-04-13T21:00:00.000Z,CLARIDAD,CRUZADOS BC,53,38,2,7,18,4,15,11,100,7.139306476801299,https://dum74chhmgug7.cloudfront.net/public/efcXHdRCTP9zDZmw8rpvfr.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 6,274,2026-04-13T21:00:00.000Z,CLARIDAD,UNION,47,33,1,12,13,3,16,6,93,9.019115502334165,https://dum74chhmgug7.cloudfront.net/public/nabWVX28hajW6PTjnA17oY.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 6,275,2026-04-13T22:00:00.000Z,Claridad,ASOCIACION DE ATLETAS,52,40,15,2,11,3,20,3,109,10.47165486232026,https://dum74chhmgug7.cloudfront.net/public/iCZMwGZxzBJEkFVMawUeF6.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 6,275,2026-04-13T22:00:00.000Z,Claridad,VECCHIA SIGNORA,58,41,14,15,10,1,23,9,128,10.084366338270561,https://dum74chhmgug7.cloudfront.net/public/kn536bu8LahfC78kCPbXTo.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 6,276,2026-04-13T23:00:00.000Z,CLARIDAD,LA PAMPA BASKET,41,30,1,6,10,7,9,2,78,7.776643908280132,https://dum74chhmgug7.cloudfront.net/public/xyQR2ZC22z7766rSpwkCF7.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 6,276,2026-04-13T23:00:00.000Z,CLARIDAD,SLAM DUNK,49,46,4,7,11,2,20,3,106,9.453982112198954,https://dum74chhmgug7.cloudfront.net/public/bZPmHYyHHdXijs1GvQUdTe.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 6,278,2026-04-14T03:00:00.000Z,PICK,BASKET GESTION,70,37,8,15,18,7,20,9,130,10.25877303786492,https://dum74chhmgug7.cloudfront.net/public/57R2iedXWuXGhsyGnDUwyQ.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 6,278,2026-04-14T03:00:00.000Z,PICK,HURLINGHAM RETURN,53,32,8,7,18,7,11,10,100,8.931840671316175,https://dum74chhmgug7.cloudfront.net/public/pRYBEYSjSpMFAesu6K4GDA.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 7,279,2026-04-20T03:00:00.000Z,UGAB,LA TOLANETA,48,48,5,7,14,7,9,9,108,11.313708498984761,https://dum74chhmgug7.cloudfront.net/public/rhUBz8RY3dSQYgGdpeE49z.png
TORNEO APERTURA 2026,PRIMERA D,Fecha 7,279,2026-04-20T03:00:00.000Z,UGAB,TORTUGOS,38,32,7,12,19,3,13,3,89,9.452833469709525,https://dum74chhmgug7.cloudfront.net/public/5HdQWRGzqwfQkBbxhqQ1SD.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 1,282,2026-03-02T13:30:00.000Z,CLARIDAD,FLAMINGO STAR,0,0,0,0,0,0,0,0,0,0.0,https://dum74chhmgug7.cloudfront.net/public/x6hspyUZ8uk4i4xJV1BSbR.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 1,284,2026-03-02T12:00:00.000Z,CLARIDAD,CATAPULTA,29,40,6,4,14,1,12,2,79,5.124953806148063,https://dum74chhmgug7.cloudfront.net/public/fBJFFPkWKYN9yEXKwNVCW9.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 1,284,2026-03-02T12:00:00.000Z,CLARIDAD,CRUZADOS FLEX,38,33,5,20,10,2,11,10,96,6.915361322607968,https://dum74chhmgug7.cloudfront.net/public/8gJhpyoJdQu3yyw6bX7zuK.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 1,285,2026-03-02T16:30:00.000Z,CLARIDAD,ALMAGRO PHANTOMS,56,49,6,10,11,5,20,1,121,11.789068786682979,https://dum74chhmgug7.cloudfront.net/public/xcasMGoiJr5ugEQT5fkkrd.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 1,285,2026-03-02T16:30:00.000Z,CLARIDAD,BAZOOKA,67,46,9,10,4,4,25,5,132,10.954451150103322,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 2,287,2026-03-09T12:00:00.000Z,ISEF,FLAMINGO STAR,54,24,5,9,5,4,18,6,92,8.933617621631441,https://dum74chhmgug7.cloudfront.net/public/x6hspyUZ8uk4i4xJV1BSbR.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 2,287,2026-03-09T12:00:00.000Z,ISEF,NIGHTMARE TEAM,26,22,1,0,9,2,10,0,49,4.27525177946022,https://dum74chhmgug7.cloudfront.net/public/iiedR6JDykWWtxEFx6WF6W.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 2,288,2026-03-09T21:00:00.000Z,UGAB,CRUZADOS FLEX,32,41,7,9,23,6,6,2,89,5.801340841181076,https://dum74chhmgug7.cloudfront.net/public/8gJhpyoJdQu3yyw6bX7zuK.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 2,288,2026-03-09T21:00:00.000Z,UGAB,SAN MARTEAM,30,40,4,12,12,2,8,8,86,4.671426144361293,https://dum74chhmgug7.cloudfront.net/public/jarZM1K9bVgYvGmSakQcBX.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 2,289,2026-03-09T21:00:00.000Z,CLARIDAD,CATAPULTA,19,34,5,10,14,0,8,3,68,4.238353024894972,https://dum74chhmgug7.cloudfront.net/public/fBJFFPkWKYN9yEXKwNVCW9.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 2,289,2026-03-09T21:00:00.000Z,CLARIDAD,FLORIDA CITY,29,40,10,13,11,2,9,5,92,7.992420652017001,https://dum74chhmgug7.cloudfront.net/public/7EM64Eac8g4jV2mQYa4zuz.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 2,290,2026-03-10T03:00:00.000Z,sin lugar,DEL PARQUE,66,51,5,7,24,0,26,14,129,8.887569346502389,https://dum74chhmgug7.cloudfront.net/public/a1ucwHPxvtsZNz66ffY2mZ.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 2,290,2026-03-10T03:00:00.000Z,sin lugar,UNDERSHOW,63,47,9,18,25,6,15,15,137,8.35397443669113,https://dum74chhmgug7.cloudfront.net/public/qkhoyt431Wetw2prTwaAdd.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 2,291,2026-03-10T13:30:00.000Z,ISEF,BAZOOKA,44,23,6,14,23,1,16,9,87,6.0,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 2,291,2026-03-10T13:30:00.000Z,ISEF,BIRRA RAPTORS,33,26,2,7,17,2,10,7,68,7.177405625652734,https://dum74chhmgug7.cloudfront.net/public/kBh3d6h6Y74NTjQ4h52ZTs.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 3,293,sin fecha,sin lugar,ALMAGRO PHANTOMS,39,39,12,13,17,2,15,3,103,9.523467255754523,https://dum74chhmgug7.cloudfront.net/public/xcasMGoiJr5ugEQT5fkkrd.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 3,293,sin fecha,sin lugar,FLAMINGO STAR,32,46,4,11,15,2,12,2,93,5.869885480616769,https://dum74chhmgug7.cloudfront.net/public/x6hspyUZ8uk4i4xJV1BSbR.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 3,294,2026-03-15T16:00:00.000Z,second chance,BAZOOKA,78,41,15,12,5,8,25,4,146,11.616080807799735,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 3,294,2026-03-15T16:00:00.000Z,second chance,DEL PARQUE,61,37,14,5,14,9,16,2,117,11.185420705705994,https://dum74chhmgug7.cloudfront.net/public/a1ucwHPxvtsZNz66ffY2mZ.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 3,295,2026-03-16T15:00:00.000Z,CLARIDAD,FLORIDA CITY,34,44,6,11,9,5,9,1,95,10.048987155785545,https://dum74chhmgug7.cloudfront.net/public/7EM64Eac8g4jV2mQYa4zuz.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 3,295,2026-03-16T15:00:00.000Z,CLARIDAD,SAN MARTEAM,43,37,8,4,10,7,10,2,92,7.612124831112824,https://dum74chhmgug7.cloudfront.net/public/jarZM1K9bVgYvGmSakQcBX.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 3,296,2026-03-16T16:30:00.000Z,CLARIDAD,BIRRA RAPTORS,49,42,19,9,4,5,17,0,119,9.586527794332792,https://dum74chhmgug7.cloudfront.net/public/kBh3d6h6Y74NTjQ4h52ZTs.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 3,296,2026-03-16T16:30:00.000Z,CLARIDAD,LA FAMILIA LIBERTARIA,29,30,9,5,5,1,13,0,73,8.23407554009556,https://dum74chhmgug7.cloudfront.net/public/ogQ4LNQ5gavSU8ehZ2GatC.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 3,297,2026-03-16T17:30:00.000Z,second chance,CASANOVA CITY,65,42,12,12,1,2,29,1,131,10.169105874447089,https://dum74chhmgug7.cloudfront.net/public/vabxmshcZZyTo1NHNcytXh.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 3,297,2026-03-16T17:30:00.000Z,second chance,NIGHTMARE TEAM,29,29,6,6,5,3,10,0,70,4.737556801183965,https://dum74chhmgug7.cloudfront.net/public/iiedR6JDykWWtxEFx6WF6W.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 4,299,2026-03-23T13:30:00.000Z,ugab,ALMAGRO PHANTOMS,54,44,2,5,15,3,20,5,105,6.833739825307955,https://dum74chhmgug7.cloudfront.net/public/xcasMGoiJr5ugEQT5fkkrd.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 4,299,2026-03-23T13:30:00.000Z,ugab,UNDERSHOW,55,28,9,8,13,4,20,3,100,10.198039027185569,https://dum74chhmgug7.cloudfront.net/public/qkhoyt431Wetw2prTwaAdd.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 4,300,2026-03-23T15:00:00.000Z,ugab,LA FAMILIA LIBERTARIA,44,36,6,7,5,3,15,5,93,9.013217807092827,https://dum74chhmgug7.cloudfront.net/public/ogQ4LNQ5gavSU8ehZ2GatC.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 4,300,2026-03-23T15:00:00.000Z,ugab,NIGHTMARE TEAM,32,34,3,3,14,1,13,3,72,5.391913136608125,https://dum74chhmgug7.cloudfront.net/public/iiedR6JDykWWtxEFx6WF6W.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 4,301,sin fecha,sin lugar,BAZOOKA,66,36,12,20,17,1,25,13,134,7.944250191875324,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 4,301,sin fecha,sin lugar,FLAMINGO STAR,27,31,4,7,14,3,5,8,69,6.2091522310675735,https://dum74chhmgug7.cloudfront.net/public/x6hspyUZ8uk4i4xJV1BSbR.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 4,302,2026-03-23T20:30:00.000Z,SECOND CHANCE,CASANOVA CITY,63,29,14,21,7,7,18,6,127,5.583389868551399,https://dum74chhmgug7.cloudfront.net/public/vabxmshcZZyTo1NHNcytXh.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 4,302,2026-03-23T20:30:00.000Z,SECOND CHANCE,CATAPULTA,24,38,4,10,15,2,9,0,76,6.56928881657334,https://dum74chhmgug7.cloudfront.net/public/fBJFFPkWKYN9yEXKwNVCW9.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 4,303,2026-03-23T21:00:00.000Z,CLARIDAD ,BIRRA RAPTORS,37,36,0,7,21,5,7,8,80,7.969639359164974,https://dum74chhmgug7.cloudfront.net/public/kBh3d6h6Y74NTjQ4h52ZTs.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 4,303,2026-03-23T21:00:00.000Z,CLARIDAD ,FLORIDA CITY,52,32,4,5,20,6,11,12,93,7.775317071062475,https://dum74chhmgug7.cloudfront.net/public/7EM64Eac8g4jV2mQYa4zuz.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 5,305,2026-03-30T16:00:00.000Z,CLARIDAD ,DEL PARQUE,36,28,5,10,10,3,12,3,79,7.809106405802321,https://dum74chhmgug7.cloudfront.net/public/a1ucwHPxvtsZNz66ffY2mZ.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 5,305,2026-03-30T16:00:00.000Z,CLARIDAD ,FLAMINGO STAR,51,37,3,15,16,4,17,5,106,10.268614533832908,https://dum74chhmgug7.cloudfront.net/public/x6hspyUZ8uk4i4xJV1BSbR.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 5,306,2026-04-26T03:00:00.000Z,isef,ALMAGRO PHANTOMS,41,29,4,7,15,4,10,9,81,6.373307431706682,https://dum74chhmgug7.cloudfront.net/public/xcasMGoiJr5ugEQT5fkkrd.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 5,306,2026-04-26T03:00:00.000Z,isef,BIRRA RAPTORS,37,31,7,6,15,6,8,3,81,7.0710678118654755,https://dum74chhmgug7.cloudfront.net/public/kBh3d6h6Y74NTjQ4h52ZTs.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 5,307,sin fecha,sin lugar,CATAPULTA,32,25,6,9,12,0,15,2,72,4.46147530585589,https://dum74chhmgug7.cloudfront.net/public/fBJFFPkWKYN9yEXKwNVCW9.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 5,307,sin fecha,sin lugar,LA FAMILIA LIBERTARIA,44,43,6,10,4,2,17,4,103,9.567015092377442,https://dum74chhmgug7.cloudfront.net/public/ogQ4LNQ5gavSU8ehZ2GatC.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 5,308,2026-03-31T18:00:00.000Z,CLARIDAD,BAZOOKA,57,52,16,12,11,8,13,7,137,10.453980786557544,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 5,308,2026-03-31T18:00:00.000Z,CLARIDAD,SAN MARTEAM,31,29,5,5,9,4,6,7,70,5.59057648678072,https://dum74chhmgug7.cloudfront.net/public/jarZM1K9bVgYvGmSakQcBX.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 6,309,2026-04-13T13:00:00.000Z,CLARIDAD,ALMAGRO PHANTOMS,55,27,8,3,10,9,12,4,93,11.375883011252984,https://dum74chhmgug7.cloudfront.net/public/xcasMGoiJr5ugEQT5fkkrd.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 6,309,2026-04-13T13:00:00.000Z,CLARIDAD,NIGHTMARE TEAM,46,34,1,5,4,1,18,7,86,7.0898989179442236,https://dum74chhmgug7.cloudfront.net/public/iiedR6JDykWWtxEFx6WF6W.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 6,310,2026-04-13T21:30:00.000Z,CLARIDAD,CASANOVA CITY,50,33,3,4,12,2,15,14,90,11.135528725660043,https://dum74chhmgug7.cloudfront.net/public/vabxmshcZZyTo1NHNcytXh.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 6,310,2026-04-13T21:30:00.000Z,CLARIDAD,CRUZADOS FLEX,39,20,1,4,25,3,12,6,64,5.193235693640042,https://dum74chhmgug7.cloudfront.net/public/8gJhpyoJdQu3yyw6bX7zuK.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 6,311,sin fecha,sin lugar,BIRRA RAPTORS,45,33,7,12,20,2,15,9,97,8.423991711987636,https://dum74chhmgug7.cloudfront.net/public/kBh3d6h6Y74NTjQ4h52ZTs.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 6,311,sin fecha,sin lugar,FLAMINGO STAR,41,25,2,9,18,3,11,10,77,7.160850352980279,https://dum74chhmgug7.cloudfront.net/public/x6hspyUZ8uk4i4xJV1BSbR.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 6,313,sin fecha,UGAB,BAZOOKA,88,47,2,10,3,16,17,6,147,16.80082906117603,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 6,313,sin fecha,UGAB,CATAPULTA,30,28,0,8,13,1,13,1,66,8.366600265340756,https://dum74chhmgug7.cloudfront.net/public/fBJFFPkWKYN9yEXKwNVCW9.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 7,314,2026-04-20T03:00:00.000Z,UGAB,FLORIDA CITY,52,43,6,16,12,6,14,6,117,7.832269431297958,https://dum74chhmgug7.cloudfront.net/public/7EM64Eac8g4jV2mQYa4zuz.png
TORNEO APERTURA 2026,PRIMERA E,Fecha 7,314,2026-04-20T03:00:00.000Z,UGAB,NIGHTMARE TEAM,32,47,3,15,10,2,9,8,97,6.057593948462083,https://dum74chhmgug7.cloudfront.net/public/iiedR6JDykWWtxEFx6WF6W.png
