Jugador,puntos,asistencias,rebotes,libres,dobles,triples,robos,score_global,Partidos_Jugados,Rank_puntos_Total,Rank_asistencias_Total,Rank_rebotes_Total,Rank_libres_Total,Rank_dobles_Total,Rank_triples_Total,Rank_robos_Total,Rank_score_global_Total,Torneo,picture
RODRIGUEZ RICAGNO WALTER NICOLAS,6.666666666666667,2.6666666666666665,4.0,2.3333333333333335,0.6666666666666666,1.0,0.3333333333333333,13.666666666666666,3,126,12,108,21,116,44,84,153,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
"RODRIGUEZ, JOSE",4.0,1.0,3.25,0.25,1.5,0.25,1.125,9.375,6,176,52,133,82,89,78,53,223,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
ROMAN CALANDRELLI,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.6666666666666666,2.0,3,246,81,185,89,133,86,72,331,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/97k6oPzL5CKuqnvaZtvUhC.jpg
ROMAN GALIMIDI,2.3333333333333335,1.3333333333333333,2.0,0.3333333333333333,1.0,0.0,1.3333333333333333,7.0,3,208,35,168,77,109,86,44,258,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/5KA5WUB9gUwEyTYEfwDkig.jpg
ROMAN GIUNTA,1.5,1.0,5.0,0.5,0.5,0.0,0.5,8.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
ROSENDE FACUNDO,4.333333333333333,1.1666666666666667,4.666666666666667,0.5,0.6666666666666666,0.8333333333333334,0.16666666666666666,10.333333333333334,6,171,45,91,72,116,49,91,206,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/dRyrMZSTJ29nsKfMXs8EKd.jpg
ROSI MARIANO,2.0,0.3333333333333333,3.6666666666666665,1.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,6.333333333333333,3,215,81,122,45,124,86,84,269,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
"ROSOCHAKI, TADEO",0.6666666666666666,0.0,3.6666666666666665,0.0,0.3333333333333333,0.0,0.3333333333333333,4.666666666666667,3,238,89,122,89,124,86,84,300,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
ROTUNDO JUAN MARTIN,2.25,0.25,3.25,0.0,0.0,0.75,0.5,6.25,4,209,83,133,89,133,55,77,270,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/46NqHZ2yvzpDUPunRBC2Rg.jpg
"RUCCI, FEDERICO",13.2,1.0,9.0,2.0,2.6,2.0,0.4,23.6,5,45,52,29,28,56,21,82,47,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
RUSSO MARIANO,8.0,2.0,4.666666666666667,2.0,2.5,0.3333333333333333,1.8333333333333333,16.5,6,106,22,91,28,58,75,27,115,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/dRyrMZSTJ29nsKfMXs8EKd.jpg
SALVADOR FLORIN,10.0,1.0,4.0,4.0,3.0,0.0,1.0,16.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SALVADOR NISI,8.5,1.0,3.5,1.0,3.0,0.5,3.0,16.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/rDiqbX2ZsKKV4z2gMr8bYK.jpg
SALVADOR ROMANO,2.0,2.0,5.0,1.0,0.5,0.0,0.5,9.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SAMUEL ARAGON,4.0,0.3333333333333333,6.333333333333333,0.6666666666666666,1.6666666666666667,0.0,0.6666666666666666,11.333333333333334,3,176,81,65,65,84,86,72,188,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANCHEZ JOSE EMANUEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,246,89,197,89,133,86,95,345,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
"SANCHEZ SANDA, MATIAS",0.5,0.0,2.0,0.0,0.25,0.0,0.5,3.0,3,241,89,168,89,128,86,77,319,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO	SETA ZUVIRI,0.6666666666666666,0.0,2.0,0.0,0.3333333333333333,0.0,0.3333333333333333,3.0,3,238,89,168,89,124,86,84,319,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO ALEJANDRO,6.4,0.2,5.8,0.8,2.8,0.0,1.4,13.8,5,132,84,71,61,51,86,42,150,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/4TA4RPJjJQ1ju2xcM8QDvE.jpg
SANTIAGO ALGARIN,8.6,1.4,5.6,1.0,3.8,0.0,2.0,17.6,5,99,32,74,57,36,86,25,103,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/fqif7UMhiyXsGXBBoEsWxA.jpg
SANTIAGO ALVAREZ,4.666666666666667,0.7,1.8666666666666667,0.5,1.8333333333333333,0.16666666666666666,0.9666666666666666,8.2,8,164,65,171,72,80,80,58,242,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/2sbP7pUErEQhNnEpzukCd5.jpg
SANTIAGO ARIEL CORBALAN,1.0,0.5,5.0,0.0,0.5,0.0,0.0,6.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO BARROS,5.75,0.5,3.0,0.5,0.75,1.25,0.5,9.75,4,144,74,142,72,114,38,77,216,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO BOSCH,9.5,1.0,8.5,0.5,1.5,2.0,1.0,20.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/iLvwd3nFxbDp93ZgxSpdMP.jpg
SANTIAGO BOSIO,3.25,0.75,4.75,0.0,1.25,0.25,0.5,9.25,4,190,63,90,89,100,78,77,227,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO CRESPO,1.5,0.3333333333333333,1.5,0.0,0.5,0.16666666666666666,0.16666666666666666,3.5,4,222,81,179,89,120,80,91,315,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO DE LA CRUZ TOMM,5.0,0.0,3.75,0.75,1.0,0.75,1.25,10.0,4,159,89,119,62,109,55,47,211,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO DEGLEVE,4.0,0.0,4.0,0.0,2.0,0.0,0.0,8.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO DEL PUP,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO DIAZ,2.3333333333333335,0.6666666666666666,5.666666666666667,0.0,0.6666666666666666,0.3333333333333333,2.6666666666666665,11.333333333333334,3,208,66,73,89,116,75,15,188,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO ESTREMERO,2.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,3,215,89,142,89,109,86,95,295,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO FERNANDEZ,5.375,0.375,3.875,1.25,1.5,0.375,1.0,10.625,5,149,79,112,47,89,73,57,200,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/1cqZEsJMkWEdehzonNsiBS.jpg
SANTIAGO FERNANDEZ BENETTI,4.0,0.0,3.0,0.0,2.0,0.0,0.0,7.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO FERRONI,1.0,0.0,2.5,0.0,0.5,0.0,0.0,3.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/4KPYRhYA5TV5QYxKw2MuAz.jpg
SANTIAGO GIANCRISTIANO,12.2,1.2,3.0,0.0,1.0,3.4,0.8,17.2,5,53,43,142,89,109,7,66,109,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO GISSARA,2.0,0.0,8.0,0.0,1.0,0.0,1.0,11.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO GOMES,6.0,0.0,2.0,1.0,1.0,1.0,0.0,8.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/m1kjtXenaWTb2obUKa1Azf.JPG
SANTIAGO GONZALEZ,3.3333333333333335,0.3333333333333333,3.0,0.6666666666666666,1.3333333333333333,0.0,0.3333333333333333,7.0,3,189,81,142,65,97,86,84,258,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO GONZALEZ RAFFO,2.0,0.0,5.0,0.0,1.0,0.0,1.0,8.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO HERNAN BRITEZ,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/c6giixsiwLUuKyd1AzPXq3.jpg
SANTIAGO HIRSCH,2.25,0.125,2.25,0.0,1.125,0.0,0.125,4.75,5,209,86,163,89,104,86,92,299,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/bfFyzw71V1TDnZUyWhM3y4.jpg
SANTIAGO IGLESIAS LOPEZ,8.666666666666666,1.0,9.166666666666666,1.3333333333333333,2.666666666666667,0.6666666666666666,1.5,20.333333333333332,4,98,52,28,45,53,57,36,77,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/k41z6HSJFcqa9oJeKj2HEV.jpg
SANTIAGO INFANTE,19.75,1.75,7.25,3.75,5.75,1.5,2.25,31.0,4,9,26,49,7,11,32,21,14,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO JARATZ,9.75,1.5,5.5,0.25,1.75,2.0,0.75,17.5,4,85,30,77,82,83,21,67,105,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/gfdZu1Vc8fV119YUiN5Xbn.JPG
SANTIAGO KENNY,12.333333333333334,2.3333333333333335,6.0,1.3333333333333333,5.0,0.3333333333333333,2.6666666666666665,23.333333333333332,3,51,17,68,45,18,75,15,50,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/5N6WmqPPoaSfxABFLnD98U.jpg
SANTIAGO LARROCA,6.2,3.0,12.8,1.4,2.4,0.0,2.0,24.0,5,135,8,4,42,60,86,25,44,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO LEVIN,0.0,5.0,3.0,0.0,0.0,0.0,0.0,8.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO LUCAS MORALES CENTELLAS,1.25,0.5,2.0,0.0,0.25,0.25,0.5,4.25,4,228,74,168,89,128,78,77,307,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO MANUEL ZARATE,5.666666666666667,0.3333333333333333,3.6666666666666665,0.6666666666666666,2.0,0.3333333333333333,1.0,10.666666666666666,3,145,81,122,65,75,75,57,199,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/6gWTpLC5Hs5FCmdtoY1cEr.jpg
SANTIAGO MARCO ROMERO OTTAVIANO,5.0,0.0,4.0,0.0,1.0,1.0,1.0,10.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/wXpy5xLfYJQUPrL4ozH56j.JPG
SANTIAGO MARINO,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO MENDIZABAL,2.0,0.3333333333333333,5.333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,7.666666666666667,3,215,81,79,65,116,86,95,249,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO MONTENEGRO,5.0,0.3333333333333333,3.6666666666666665,0.5,2.0,0.16666666666666666,1.3333333333333333,10.333333333333334,6,159,81,122,72,75,80,44,206,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO NICOLAS PENA BRIZUELA,14.333333333333334,1.6666666666666667,4.666666666666667,1.6666666666666667,6.333333333333333,0.0,1.3333333333333333,22.0,3,36,28,91,34,7,86,44,59,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO NICOLAS ZOCCHI,20.0,6.0,9.0,1.0,2.0,5.0,1.0,36.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO NUCERA,10.0,1.0,5.0,1.0,0.0,3.0,2.0,18.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO PADIN,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO PERILLI,2.0,1.0,3.0,0.0,1.0,0.0,0.0,6.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO RODRIGUEZ GREGORI,9.0,0.0,7.5,1.0,2.5,1.0,0.5,17.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO RONDINA,0.75,0.5,2.25,0.0,0.0,0.25,1.0,4.5,4,237,74,163,89,133,78,57,302,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO SALAZAR,3.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO SCALABRINI,32.0,2.0,11.0,11.0,6.0,3.0,4.0,49.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/oCy2puwDyXiGr74G9XQVR8.jpg
SANTIAGO SECCO,0.0,0.6666666666666666,1.6666666666666667,0.0,0.0,0.0,0.0,2.3333333333333335,3,246,66,176,89,133,86,95,329,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO SERRANO,2.5,0.0,2.5,0.5,1.0,0.0,1.0,6.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO SILA,2.5,1.0,1.5,0.0,0.5,0.5,0.0,5.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO STANICIO,7.8,0.2,3.8,1.0,1.0,1.6,1.6,13.4,5,108,84,117,57,109,30,33,159,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/vkVVUJmQV1y8DHHQRJHZBk.jpg
SANTIAGO SUAREZ ROSS,5.0,1.0,2.0,1.0,2.0,0.0,2.0,10.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO TOMAS GARCIA,8.714285714285714,0.5714285714285714,3.5714285714285716,0.2857142857142857,1.8571428571428572,1.5714285714285714,0.7142857142857143,13.571428571428571,7,96,72,125,79,79,31,68,155,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO TOMAS GOMEZ,1.0,0.0,5.0,1.0,0.0,0.0,0.0,6.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO VILLAVER,2.8,0.2,4.4,0.4,1.2,0.0,0.0,7.4,5,196,84,98,75,101,86,95,253,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO WAINSTEIN,7.0,0.0,1.0,1.0,3.0,0.0,0.0,8.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO WAISMAN,2.0,1.0,5.5,0.0,1.0,0.0,0.5,9.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTIAGO WU,3.0,0.25,4.0,0.0,0.75,0.5,1.25,8.5,4,193,83,108,89,114,65,47,237,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTINO ANGEL SPATARO,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTINO BATTAGLIA,0.6666666666666666,0.0,1.6666666666666667,0.0,0.3333333333333333,0.0,0.3333333333333333,2.6666666666666665,3,238,89,176,89,124,86,84,324,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTINO BENJAMIN PERALTA,2.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTINO MELO PIGNATARO,6.75,0.25,2.75,2.25,1.5,0.5,0.25,10.0,4,124,83,149,22,89,65,89,211,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTINO PAULETTI,2.0,2.0,5.0,0.0,1.0,0.0,0.0,9.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTINO SARLI,4.25,0.75,5.0,0.0,1.75,0.25,0.0,10.0,4,173,63,85,89,83,78,95,211,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SANTINO SIRONI,1.5,0.16666666666666666,2.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,3.8333333333333335,6,222,85,168,77,124,80,91,310,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
"SANTOS, JUAN MANUEL",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SARQUIS JOAQUIN,11.0,1.5,11.0,2.5,3.5,0.5,1.0,24.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SARTI LEANDRO,2.625,0.5,2.5,1.0,0.25,0.375,0.5,6.125,5,202,74,156,57,128,73,77,274,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SCHITTINO MATIAS,5.75,0.25,2.75,0.25,1.25,1.0,0.25,9.0,4,144,83,149,82,100,44,89,229,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/9nevt7GBfaYxqn5MRA5wWJ.jpg
SEBA GALMARINI,14.2,1.4,10.4,2.0,4.0,1.4,1.8,27.8,5,38,32,15,28,35,34,28,24,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/dRyrMZSTJ29nsKfMXs8EKd.jpg
SEBASTIAN ACOSTA,3.375,0.125,5.5,0.625,0.625,0.5,1.25,10.25,6,188,86,77,67,118,65,47,208,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/omaaYsca6ivDgRhuLCoanJ.jpg
SEBASTIAN BARRIOS CENTENO,6.333333333333333,1.3333333333333333,4.333333333333333,1.0,2.6666666666666665,0.0,1.6666666666666667,13.666666666666666,3,133,35,102,57,54,86,31,153,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SEBASTIAN DANIEL LOPEZ,5.0,0.0,3.0,0.0,1.0,1.0,0.0,8.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SEBASTIAN DI MURO,1.5,2.0,3.0,0.5,0.5,0.0,0.5,7.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SEBASTIAN FONTEIRIZ,5.5,1.5,5.0,1.5,0.5,1.0,0.0,12.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SEBASTIAN LEAL,0.0,1.5,2.5,0.0,0.0,0.0,0.0,4.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SEBASTIAN LOSADA,4.375,0.65,3.375,0.575,1.9,0.0,0.9,9.3,9,169,67,130,69,77,86,61,225,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/wdvNgF3t5zP1MG3ZY5TRXD.jpg
SEBASTIAN MAZZA,8.5,1.5,4.5,0.6666666666666666,1.6666666666666667,1.5,0.8333333333333334,15.333333333333334,6,100,30,96,65,84,32,63,130,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/eZymfVPVvAHKPseznuvRLU.jpg
SEBASTIAN ORIO,1.5,0.25,3.0,0.0,0.75,0.0,0.875,5.625,6,222,83,142,89,114,86,62,284,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SEBASTIAN SALAS,1.6666666666666667,0.8333333333333333,2.75,0.0,0.8333333333333334,0.0,1.1666666666666665,6.416666666666667,5,219,61,149,89,112,86,50,267,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SEBASTIAN SIRLIN,7.166666666666667,0.8888888888888888,4.055555555555555,1.2777777777777777,1.7777777777777777,0.7777777777777778,1.4444444444444444,13.555555555555555,10,120,56,107,46,82,53,40,156,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SEBASTIAN WAIS,7.666666666666667,1.3333333333333333,2.6666666666666665,0.6666666666666666,2.0,1.0,2.0,13.666666666666666,3,110,35,151,65,75,44,25,153,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/u7NQfsL8gteZ3T7CaSF1oJ.jpg
SEBASTIAN ZALCMAN,0.5,0.0,0.0,0.0,0.25,0.0,0.25,0.75,3,241,89,197,89,128,86,89,341,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SEGOVIA ENZO,5.5,0.5,2.0,0.0,2.0,0.5,1.5,9.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SEGURA NAZARENO,4.0,0.0,3.0,2.0,1.0,0.0,4.0,11.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SERGIO EMANUEL HEILI,4.0,0.5,7.25,0.0,2.0,0.0,0.75,12.5,4,176,74,49,89,75,86,67,171,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SERGIO ESTEBAN FERNANDEZ,8.2,1.8,4.8,1.6,1.8,1.0,1.4,16.2,5,105,25,89,37,81,44,42,119,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SERGIO EZEQUIEL VARGAS,7.333333333333333,1.0,3.3333333333333335,1.3333333333333333,0.0,2.0,0.3333333333333333,12.0,3,117,52,131,45,133,21,84,178,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SERGIO FERNANDEZ,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SERGIO MALTI,7.166666666666667,1.0,2.0,0.6666666666666666,2.5,0.5,1.6666666666666667,11.833333333333334,6,120,52,168,65,58,65,31,180,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/6QV31pFsT22KUbnV4QcLvH.jpg
SERGIO MARTIN	ROLDAN,3.25,1.0,6.75,1.0,0.75,0.25,0.5,11.5,4,190,52,57,57,114,78,77,186,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SERGIO MARTIN ROLDAN,4.75,0.5,5.75,1.0,0.75,0.75,1.25,12.25,4,162,74,72,57,114,55,47,174,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SILA SANTIAGO,0.0,2.0,1.0,0.0,0.0,0.0,2.0,5.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/3Ppik2BhSaLwgAive1uSnL.jpg
SILVA JUSTO ENRIQUE,3.6666666666666665,0.0,5.0,0.6666666666666666,1.0,0.3333333333333333,1.0,9.666666666666666,3,182,89,85,65,109,75,57,217,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SIMON GOLIA,6.5,1.75,9.0,0.5,3.0,0.0,1.25,18.5,4,131,26,29,72,49,86,47,93,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SIMON PAGANI,11.5,1.5,7.0,0.5,5.5,0.0,1.5,21.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SIN NOMBRE,0.0,0.5,1.5,0.0,0.0,0.0,1.0,3.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,sin foto
"SIOLI, FERMIN",6.0,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,10.0,3,138,66,160,45,97,57,57,211,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/nrrJfTHnhcRZVhKEv2Wh2N.jpg
