torneo,categoria,fecha_fixture,match_id,date,location,team,picture_bagde,Jugador,puntos,rebotes,asistencias,robos,fouls,triples,dobles,libres,status,picture
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,36,2026-02-08T23:00:00.000Z,pick,OOZMA KAPPA,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Augusto Trimarco,7,9,2,5,2,1,2,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,36,2026-02-08T23:00:00.000Z,pick,OOZMA KAPPA,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Bruno Argañaraz	,19,15,4,6,3,1,5,6,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,36,2026-02-08T23:00:00.000Z,pick,OOZMA KAPPA,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Andres Quirelli 	,25,5,1,4,2,2,6,7,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,36,2026-02-08T23:00:00.000Z,pick,OOZMA KAPPA,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Diego Sebastián Segat	,4,2,1,2,0,0,2,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,36,2026-02-08T23:00:00.000Z,pick,OOZMA KAPPA,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Julián Huss	,0,3,0,1,0,0,0,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,36,2026-02-08T23:00:00.000Z,pick,OOZMA KAPPA,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Juan Martín Huss	,10,8,5,5,2,1,2,3,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,36,2026-02-08T23:00:00.000Z,pick,OOZMA KAPPA,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Marcos Agustín Molina,5,2,1,3,3,0,2,1,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,37,2026-02-10T19:30:00.000Z,PICK,DON CORLEONE,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Manuel Silva	,6,2,1,1,2,0,3,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,37,2026-02-10T19:30:00.000Z,PICK,DON CORLEONE,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Joaquin Rodas 	,2,2,0,1,0,0,1,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,37,2026-02-10T19:30:00.000Z,PICK,DON CORLEONE,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Mateo Vazquez	,4,3,1,0,0,0,2,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,37,2026-02-10T19:30:00.000Z,PICK,DON CORLEONE,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Agustín Cason	,6,2,2,4,3,0,2,2,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,37,2026-02-10T19:30:00.000Z,PICK,DON CORLEONE,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Agustín bidone	,0,0,0,0,0,0,0,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,37,2026-02-10T19:30:00.000Z,PICK,DON CORLEONE,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Agustin Silva	,11,2,0,0,0,1,4,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,37,2026-02-10T19:30:00.000Z,PICK,DON CORLEONE,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Emir Lautaro Labora	,0,0,0,0,0,0,0,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,37,2026-02-10T19:30:00.000Z,PICK,DON CORLEONE,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Joaquin Paya	,5,8,0,2,1,0,2,1,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,37,2026-02-10T19:30:00.000Z,PICK,SINGAPUR,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Emmanuel Ajata 	,0,1,1,0,3,0,0,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,37,2026-02-10T19:30:00.000Z,PICK,SINGAPUR,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Emanuel Carlos Alegre	,0,1,0,0,0,0,0,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,37,2026-02-10T19:30:00.000Z,PICK,SINGAPUR,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Leoneo Andres Condori	,8,2,0,0,0,2,0,2,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,37,2026-02-10T19:30:00.000Z,PICK,SINGAPUR,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Tomar Alejandro Ramón 	,0,0,0,0,1,0,0,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,37,2026-02-10T19:30:00.000Z,PICK,SINGAPUR,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Ignacio Gonzales	,2,2,0,0,0,0,1,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,37,2026-02-10T19:30:00.000Z,PICK,SINGAPUR,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Alvaro Nataniel condori	,0,2,0,0,1,0,0,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,37,2026-02-10T19:30:00.000Z,PICK,SINGAPUR,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Brian Chipana 	,3,0,0,0,1,1,0,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,37,2026-02-10T19:30:00.000Z,PICK,SINGAPUR,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Giuliano Mazurra	,0,1,0,0,1,0,0,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,37,2026-02-10T19:30:00.000Z,PICK,SINGAPUR,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Miguel Serrudo 	,5,0,0,1,0,1,1,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,37,2026-02-10T19:30:00.000Z,PICK,SINGAPUR,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Franco Caballero Burgos	,8,9,0,0,3,0,4,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,37,2026-02-10T19:30:00.000Z,PICK,SINGAPUR,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Luciano Gabriel Robledo 	,2,2,1,1,1,0,1,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 5,37,2026-02-10T19:30:00.000Z,PICK,SINGAPUR,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Alejandro Rafael Mayora Villanueva	,14,5,0,1,2,1,5,1,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 6,38,2026-02-24T00:30:00.000Z,PICK,OOZMA KAPPA,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Baltasar Delpueche	,14,1,2,1,1,2,4,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 6,38,2026-02-24T00:30:00.000Z,PICK,OOZMA KAPPA,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Bruno Argañaraz	,19,10,3,1,2,0,7,5,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 6,38,2026-02-24T00:30:00.000Z,PICK,OOZMA KAPPA,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Javier Emiliano Gallo	,4,2,0,0,2,0,2,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 6,38,2026-02-24T00:30:00.000Z,PICK,OOZMA KAPPA,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Diego Sebastián Segat	,0,1,0,0,1,0,0,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 6,38,2026-02-24T00:30:00.000Z,PICK,OOZMA KAPPA,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Sebastián Acosta	,2,9,0,3,2,0,1,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 6,38,2026-02-24T00:30:00.000Z,PICK,OOZMA KAPPA,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Rodrigo Exequiel Heredia	,0,2,1,2,3,0,0,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 6,38,2026-02-24T00:30:00.000Z,PICK,OOZMA KAPPA,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Elías Bonini 	,10,3,2,1,4,1,2,3,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 6,38,2026-02-24T00:30:00.000Z,PICK,OOZMA KAPPA,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Joaquin Pillado ,19,6,0,2,2,3,5,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 6,38,2026-02-24T00:30:00.000Z,PICK,OOZMA KAPPA,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Tobias Joaquin Mai,5,0,0,0,1,1,1,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 6,38,2026-02-24T00:30:00.000Z,PICK,DON CORLEONE,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Joaquin Rodas 	,2,2,0,2,3,0,1,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 6,38,2026-02-24T00:30:00.000Z,PICK,DON CORLEONE,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Agustín Cason	,2,7,1,0,1,0,1,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 6,38,2026-02-24T00:30:00.000Z,PICK,DON CORLEONE,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Nicolás Silva	,8,6,0,1,3,0,3,2,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 6,38,2026-02-24T00:30:00.000Z,PICK,DON CORLEONE,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Agustín bidone	,2,3,0,0,0,0,1,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 6,38,2026-02-24T00:30:00.000Z,PICK,DON CORLEONE,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Agustin Silva	,14,3,0,0,1,4,1,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 6,38,2026-02-24T00:30:00.000Z,PICK,DON CORLEONE,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Emiliano Martin Ortega	,5,2,0,1,2,1,1,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 6,38,2026-02-24T00:30:00.000Z,PICK,DON CORLEONE,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Emir Lautaro Labora	,0,2,0,0,2,0,0,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
SUMMER LEAGUE 2026,PRIMERA B,Fecha 6,38,2026-02-24T00:30:00.000Z,PICK,DON CORLEONE,https://dum74chhmgug7.cloudfront.net/public/defaultBadge.png,Joaquin Paya	,14,10,1,1,3,0,6,2,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,41,sin fecha,UGAB,LAST CHANCE,https://dum74chhmgug7.cloudfront.net/public/rvPA4w7RVJribb7yrpV2oD.png,Martin Jose Monteverde,2,2,0,1,3,0,1,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,41,sin fecha,UGAB,LAST CHANCE,https://dum74chhmgug7.cloudfront.net/public/rvPA4w7RVJribb7yrpV2oD.png,Facundo Ivan Migliasso,6,10,0,1,3,0,3,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,41,sin fecha,UGAB,LAST CHANCE,https://dum74chhmgug7.cloudfront.net/public/rvPA4w7RVJribb7yrpV2oD.png,Damian Soloaga,0,7,0,0,1,0,0,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,41,sin fecha,UGAB,LAST CHANCE,https://dum74chhmgug7.cloudfront.net/public/rvPA4w7RVJribb7yrpV2oD.png,Alan Benduya,19,10,0,1,4,0,4,11,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,41,sin fecha,UGAB,LAST CHANCE,https://dum74chhmgug7.cloudfront.net/public/rvPA4w7RVJribb7yrpV2oD.png,Facundo Taffarel,0,5,0,0,0,0,0,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,41,sin fecha,UGAB,LAST CHANCE,https://dum74chhmgug7.cloudfront.net/public/rvPA4w7RVJribb7yrpV2oD.png,Lucas Martin Ghizzoni,0,2,1,1,3,0,0,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,41,sin fecha,UGAB,LAST CHANCE,https://dum74chhmgug7.cloudfront.net/public/rvPA4w7RVJribb7yrpV2oD.png,Comte Juan Pablo,5,3,1,2,0,1,1,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,41,sin fecha,UGAB,LAST CHANCE,https://dum74chhmgug7.cloudfront.net/public/rvPA4w7RVJribb7yrpV2oD.png,Santiago Gonzalez Raffo,2,5,0,1,2,0,1,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,41,sin fecha,UGAB,LAST CHANCE,https://dum74chhmgug7.cloudfront.net/public/rvPA4w7RVJribb7yrpV2oD.png,Carlo Rafael Garcia Palavecino,11,4,0,0,5,2,2,1,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,41,sin fecha,UGAB,LAST CHANCE,https://dum74chhmgug7.cloudfront.net/public/rvPA4w7RVJribb7yrpV2oD.png,Gonzalo Villar,0,2,0,0,1,0,0,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,41,sin fecha,UGAB,CLUTCH PLANET,https://dum74chhmgug7.cloudfront.net/public/iQmDDbKk27wLJPNn8mLj88.png,Francisco Porres,0,5,0,0,5,0,0,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,41,sin fecha,UGAB,CLUTCH PLANET,https://dum74chhmgug7.cloudfront.net/public/iQmDDbKk27wLJPNn8mLj88.png,Lucas Daniel Andrada,0,2,0,0,4,0,0,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,41,sin fecha,UGAB,CLUTCH PLANET,https://dum74chhmgug7.cloudfront.net/public/iQmDDbKk27wLJPNn8mLj88.png,Agustin Capurro,0,1,0,0,0,0,0,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,41,sin fecha,UGAB,CLUTCH PLANET,https://dum74chhmgug7.cloudfront.net/public/iQmDDbKk27wLJPNn8mLj88.png,Iván Exequiel Candotti,0,7,0,0,1,0,0,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,41,sin fecha,UGAB,CLUTCH PLANET,https://dum74chhmgug7.cloudfront.net/public/iQmDDbKk27wLJPNn8mLj88.png,Mauricio Pruzzo,8,6,0,0,5,2,1,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,41,sin fecha,UGAB,CLUTCH PLANET,https://dum74chhmgug7.cloudfront.net/public/iQmDDbKk27wLJPNn8mLj88.png,Rodrigo Alejandro Perez,9,6,1,3,2,1,2,2,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,41,sin fecha,UGAB,CLUTCH PLANET,https://dum74chhmgug7.cloudfront.net/public/iQmDDbKk27wLJPNn8mLj88.png,Franco Levington,4,5,0,0,4,0,2,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,41,sin fecha,UGAB,CLUTCH PLANET,https://dum74chhmgug7.cloudfront.net/public/iQmDDbKk27wLJPNn8mLj88.png,Juan Esteban Chen,15,10,1,3,3,0,5,5,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,42,2026-02-28T03:00:00.000Z,ISEF,TEMPUR A,https://dum74chhmgug7.cloudfront.net/public/apUUXFuNHKQ27SUTgPpPSK.png,Mariano Lorea,3,5,0,1,1,1,0,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,42,2026-02-28T03:00:00.000Z,ISEF,TEMPUR A,https://dum74chhmgug7.cloudfront.net/public/apUUXFuNHKQ27SUTgPpPSK.png,Sebastian Sirlin,27,11,2,3,4,2,8,5,ok,https://dum74chhmgug7.cloudfront.net/public/pjVat3tsZvw71cyT5v83W7.jpg
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,42,2026-02-28T03:00:00.000Z,ISEF,TEMPUR A,https://dum74chhmgug7.cloudfront.net/public/apUUXFuNHKQ27SUTgPpPSK.png,Matias Landsberg,0,0,0,0,1,0,0,0,ok,https://dum74chhmgug7.cloudfront.net/public/vMoJBsQ73kBbFbPNuFNJiN.jpg
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,42,2026-02-28T03:00:00.000Z,ISEF,TEMPUR A,https://dum74chhmgug7.cloudfront.net/public/apUUXFuNHKQ27SUTgPpPSK.png,Alan Berman,3,1,0,1,1,1,0,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,42,2026-02-28T03:00:00.000Z,ISEF,TEMPUR A,https://dum74chhmgug7.cloudfront.net/public/apUUXFuNHKQ27SUTgPpPSK.png,Tomas Kobrinsky,2,1,0,0,2,0,1,0,ok,https://dum74chhmgug7.cloudfront.net/public/jS6sbPo99feLiX95WTfoX8.jpg
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,42,2026-02-28T03:00:00.000Z,ISEF,TEMPUR A,https://dum74chhmgug7.cloudfront.net/public/apUUXFuNHKQ27SUTgPpPSK.png,Nicolas Leigborin,1,7,1,0,5,0,0,1,ok,https://dum74chhmgug7.cloudfront.net/public/6BsPBrU9jFB7HruzoNbJ27.jpg
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,42,2026-02-28T03:00:00.000Z,ISEF,TEMPUR A,https://dum74chhmgug7.cloudfront.net/public/apUUXFuNHKQ27SUTgPpPSK.png,Federico Teper,10,6,0,1,2,2,2,0,ok,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,42,2026-02-28T03:00:00.000Z,ISEF,TEMPUR A,https://dum74chhmgug7.cloudfront.net/public/apUUXFuNHKQ27SUTgPpPSK.png,Nicolás Chamo,2,2,0,0,1,0,1,0,ok,https://dum74chhmgug7.cloudfront.net/public/gGTNJWasmHGt5sXNqtU2Yj.jpg
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,42,2026-02-28T03:00:00.000Z,ISEF,TEMPUR A,https://dum74chhmgug7.cloudfront.net/public/apUUXFuNHKQ27SUTgPpPSK.png,Gonzalo Boudet,11,6,0,1,3,0,4,3,ok,https://dum74chhmgug7.cloudfront.net/public/vnHnk4mRJpiHpkU4CbXaWn.jpg
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,42,2026-02-28T03:00:00.000Z,ISEF,LITTLE HORSE,https://dum74chhmgug7.cloudfront.net/public/jummf6R7pdzoT2zfC1EM4X.png,"BENAGHI, GUIDO",2,7,0,0,4,0,1,0,ok,https://dum74chhmgug7.cloudfront.net/public/vnHnk4mRJpiHpkU4CbXaWn.jpg
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,42,2026-02-28T03:00:00.000Z,ISEF,LITTLE HORSE,https://dum74chhmgug7.cloudfront.net/public/jummf6R7pdzoT2zfC1EM4X.png,"BOB LEHMANN, JUAN IGNACIO",6,0,0,0,0,2,0,0,ok,https://dum74chhmgug7.cloudfront.net/public/vnHnk4mRJpiHpkU4CbXaWn.jpg
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,42,2026-02-28T03:00:00.000Z,ISEF,LITTLE HORSE,https://dum74chhmgug7.cloudfront.net/public/jummf6R7pdzoT2zfC1EM4X.png,"BRUZZONE, MATÍAS",3,2,1,1,2,0,1,1,ok,https://dum74chhmgug7.cloudfront.net/public/vnHnk4mRJpiHpkU4CbXaWn.jpg
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,42,2026-02-28T03:00:00.000Z,ISEF,LITTLE HORSE,https://dum74chhmgug7.cloudfront.net/public/jummf6R7pdzoT2zfC1EM4X.png,"DÍAZ BENÍTEZ, TEO",0,1,1,1,0,0,0,0,ok,https://dum74chhmgug7.cloudfront.net/public/vnHnk4mRJpiHpkU4CbXaWn.jpg
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,42,2026-02-28T03:00:00.000Z,ISEF,LITTLE HORSE,https://dum74chhmgug7.cloudfront.net/public/jummf6R7pdzoT2zfC1EM4X.png,"GALMARINI, FEDERICO",13,2,0,0,0,2,3,1,ok,https://dum74chhmgug7.cloudfront.net/public/vnHnk4mRJpiHpkU4CbXaWn.jpg
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,42,2026-02-28T03:00:00.000Z,ISEF,LITTLE HORSE,https://dum74chhmgug7.cloudfront.net/public/jummf6R7pdzoT2zfC1EM4X.png,"LAGOS, MATEO",20,3,0,2,2,2,5,4,ok,https://dum74chhmgug7.cloudfront.net/public/vnHnk4mRJpiHpkU4CbXaWn.jpg
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,42,2026-02-28T03:00:00.000Z,ISEF,LITTLE HORSE,https://dum74chhmgug7.cloudfront.net/public/jummf6R7pdzoT2zfC1EM4X.png,"LÓPEZ, ULISES",5,1,0,1,0,1,1,0,ok,https://dum74chhmgug7.cloudfront.net/public/vnHnk4mRJpiHpkU4CbXaWn.jpg
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,42,2026-02-28T03:00:00.000Z,ISEF,LITTLE HORSE,https://dum74chhmgug7.cloudfront.net/public/jummf6R7pdzoT2zfC1EM4X.png,"NATALE, THIAGO",7,3,0,0,2,1,2,0,ok,https://dum74chhmgug7.cloudfront.net/public/vnHnk4mRJpiHpkU4CbXaWn.jpg
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,42,2026-02-28T03:00:00.000Z,ISEF,LITTLE HORSE,https://dum74chhmgug7.cloudfront.net/public/jummf6R7pdzoT2zfC1EM4X.png,"SLUCKA, IVÁN",0,6,0,1,5,0,0,0,ok,https://dum74chhmgug7.cloudfront.net/public/vnHnk4mRJpiHpkU4CbXaWn.jpg
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,42,2026-02-28T03:00:00.000Z,ISEF,LITTLE HORSE,https://dum74chhmgug7.cloudfront.net/public/jummf6R7pdzoT2zfC1EM4X.png,"SPERONE, IVO",7,4,0,1,1,1,2,0,ok,https://dum74chhmgug7.cloudfront.net/public/vnHnk4mRJpiHpkU4CbXaWn.jpg
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,43,2026-03-01T21:30:00.000Z,ISEF,HURACAN DE FERNET,https://dum74chhmgug7.cloudfront.net/public/9C7fx6paiACaqgvNAPRFWm.png,Homero Iturria,5,1,0,1,2,0,2,1,ok,https://dum74chhmgug7.cloudfront.net/public/mmSsTByPjbd1tLyK823VGw.jpg
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,43,2026-03-01T21:30:00.000Z,ISEF,HURACAN DE FERNET,https://dum74chhmgug7.cloudfront.net/public/9C7fx6paiACaqgvNAPRFWm.png,Pedro Capaccioni,10,3,0,3,2,2,2,0,ok,https://dum74chhmgug7.cloudfront.net/public/uUavUY25Nh2kQcQmrpCt2R.jpg
TORNEO APERTURA 2026,PRIMERA A,Fecha 1,43,2026-03-01T21:30:00.000Z,ISEF,HURACAN DE FERNET,https://dum74chhmgug7.cloudfront.net/public/9C7fx6paiACaqgvNAPRFWm.png,Bautista Nuñez,7,1,1,1,3,0,3,1,ok,https://dum74chhmgug7.cloudfront.net/public/dfiEYh6juAtsgGyDK67HjA.jpg
