categoria,Jugador,puntos,asistencias,rebotes,libres,dobles,triples,robos,score_global,Partidos_Jugados,Rank_puntos_Categoria,Rank_asistencias_Categoria,Rank_rebotes_Categoria,Rank_libres_Categoria,Rank_dobles_Categoria,Rank_triples_Categoria,Rank_robos_Categoria,Rank_score_global_Categoria,Torneo,picture
PRIMERA C,GONZALO MAYO,9.5,1.5,3.5,2.0,1.5,1.5,0.0,14.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,GONZALO MENDEZ,5.0,1.0,4.0,0.0,1.0,1.0,1.0,11.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,GONZALO OBERTELLO,10.5,2.0,5.5,2.5,2.5,1.0,3.0,21.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,GONZALO TRIBERTI,0.3333333333333333,1.0,3.6666666666666665,0.3333333333333333,0.0,0.0,1.0,6.0,3,105,22,56,31,56,32,24,114,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,GRASSELLI ANTONIO,4.0,0.8,5.2,0.8,1.6,0.0,0.2,10.2,5,74,24,41,24,38,32,34,85,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/34exbrGuiavPhVCyz2hEv1.jpg
PRIMERA C,GUIDO BIGNONE,2.0,1.3333333333333333,2.0,0.0,1.0,0.0,0.6666666666666666,6.0,3,90,18,74,36,44,32,28,114,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/aPSZuTH1wTSg46ooXELoQq.jpg
PRIMERA C,GUIDO CALVANI,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,2.0,3,99,32,80,36,56,27,36,134,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,GUIDO DEBENEDETTI,26.0,1.0,15.0,6.0,7.0,2.0,2.0,44.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/eFFbuXtiJ5ZFd3KnXA1Xgx.jpg
PRIMERA C,GUIDO DI TOMASO,6.8,2.6,3.8,1.4,1.8,0.6,1.4,14.6,5,52,6,53,18,35,23,17,54,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,GUIDO VIZIOLI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,GUILLERMO GOLIA,0.0,0.3333333333333333,3.6666666666666665,0.0,0.0,0.0,0.6666666666666666,4.666666666666667,3,106,32,56,36,56,32,28,122,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,GUILLERMO RUSSO,2.1666666666666665,0.5,1.1666666666666667,0.0,0.8333333333333334,0.16666666666666666,0.16666666666666666,4.0,6,89,30,79,36,46,30,35,125,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/dRyrMZSTJ29nsKfMXs8EKd.jpg
PRIMERA C,HERNAN CLAUDIO COYANIS,0.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/c6giixsiwLUuKyd1AzPXq3.jpg
PRIMERA C,HERNAN FELDMAN,0.0,1.0,5.333333333333333,0.0,0.0,0.0,0.6666666666666666,7.0,3,106,22,39,36,56,32,28,106,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,HERNAN PACHECO,13.5,1.5,9.25,1.25,4.25,1.25,0.5,24.75,4,17,16,10,20,12,16,30,13,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,HERNAN TONELETTO,0.5,0.75,2.25,0.0,0.25,0.0,0.5,4.0,4,103,25,72,36,54,32,30,125,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,IAGO FRANCISCO NEER,1.25,0.25,3.5,0.0,0.25,0.25,0.25,5.25,4,97,33,59,36,54,28,33,119,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,IAN BURGOS,4.0,1.0,5.333333333333333,1.0,1.0,0.3333333333333333,1.3333333333333333,11.666666666666666,3,74,22,39,22,44,27,18,76,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/6gWTpLC5Hs5FCmdtoY1cEr.jpg
PRIMERA C,IAN CERINO,8.0,2.5,10.5,0.0,4.0,0.0,1.5,22.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,IAN RODRIGUES,5.4,0.4,6.0,0.6,2.4,0.0,0.2,12.0,5,63,31,32,27,27,32,34,74,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/6gWTpLC5Hs5FCmdtoY1cEr.jpg
PRIMERA C,"IANOTTI, AGUSTIN",0.6,1.0,5.2,0.0,0.0,0.2,0.6,7.4,5,102,22,41,36,56,29,29,102,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,IGNACIO AGUSTIN OLIVERA,4.5,1.6666666666666667,5.5,0.0,1.0,0.8333333333333334,0.3333333333333333,12.0,6,70,14,37,36,44,19,32,74,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/5Z1ktVTubcKoH8hBNFukHn.jpg
PRIMERA C,IGNACIO ALTHABE,3.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,IGNACIO AVILA,0.0,1.0,1.0,0.0,0.0,0.0,0.5,2.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/sHwyHkcQBCzMpRutKKgEuF.jpg
PRIMERA C,IGNACIO ETCHEGOYEN,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.0,0.3333333333333333,0.0,0.6666666666666666,4.333333333333333,3,101,27,71,36,53,32,28,124,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,IGNACIO FEFER,2.0,1.0,6.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,10.0,3,90,22,32,31,53,27,24,86,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/w4J44CV5sSiwxF1GwRsUxP.jpg
PRIMERA C,IGNACIO VARGAS,16.0,1.6666666666666667,5.666666666666667,0.0,6.0,1.3333333333333333,1.3333333333333333,24.666666666666668,3,8,14,35,36,4,15,18,14,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/gxyLwPpZ5kNMg1tHe2fDCA.jpg
PRIMERA C,ILAN CORRADINI,15.0,0.5,5.0,0.5,2.0,3.5,2.0,22.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,INAKI BARCELONNA,3.8,1.0,4.8,0.0,0.4,1.0,0.8,10.4,5,75,22,44,36,52,18,25,83,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/2KqWDLTP8ANWaZteMNna7H.jpg
PRIMERA C,INAKI VALENCIA,8.0,0.75,5.25,0.75,3.25,0.25,3.25,17.25,4,44,25,40,25,20,28,2,40,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,IVAN SEPAG,7.8,2.2,12.6,0.8,2.0,1.0,1.6,24.2,5,45,10,2,24,33,18,15,16,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/82Nrk9PeGNUHymeqzWUJVN.jpg
PRIMERA C,IVO MATIAS AVILA,5.0,1.0,3.5,0.5,0.75,1.0,3.25,12.75,4,67,22,59,29,48,18,2,69,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,"JACKSON, AGUSTIN",1.6666666666666667,0.0,3.3333333333333335,0.3333333333333333,0.6666666666666666,0.0,0.0,5.0,3,93,36,61,31,49,32,36,120,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,"JACQUET, ALEJO",2.0,2.0,2.0,0.0,1.0,0.0,0.0,6.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/c6giixsiwLUuKyd1AzPXq3.jpg
PRIMERA C,"JAUREGUI, JUAN MANUEL",1.75,0.0,3.25,0.25,0.75,0.0,0.75,5.75,4,92,36,62,33,48,32,26,115,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,JERONIMO LUBRANO,0.0,0.0,2.3333333333333335,0.0,0.0,0.0,0.6666666666666666,3.0,3,106,36,71,36,56,32,28,128,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/u7NQfsL8gteZ3T7CaSF1oJ.jpg
PRIMERA C,JERONIMO ORIANA,4.2,1.0,2.4,0.0,0.6,1.0,0.8,8.4,5,73,22,70,36,50,18,25,96,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,JEYFRY SEVERINO,2.3333333333333335,0.0,2.3333333333333335,0.3333333333333333,1.0,0.0,1.0,5.666666666666667,3,86,36,71,31,44,32,24,116,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/6gWTpLC5Hs5FCmdtoY1cEr.jpg
PRIMERA C,JOAN PRACHAS,4.0,1.0,6.5,0.0,0.5,1.0,1.0,12.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,JOAQUIN BASUALDO,8.0,4.0,5.0,0.0,4.0,0.0,1.0,18.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/gxyLwPpZ5kNMg1tHe2fDCA.jpg
PRIMERA C,JOAQUIN GARCIA,3.0,0.3333333333333333,3.3333333333333335,0.0,1.0,0.3333333333333333,2.0,8.666666666666666,3,82,32,61,36,44,27,10,93,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,JOAQUIN MORERA,10.0,1.3333333333333333,5.333333333333333,1.0,2.0,1.6666666666666667,1.0,17.666666666666668,3,30,18,39,22,33,10,24,37,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,JOAQUIN PAYA,7.333333333333333,3.6666666666666665,13.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,2.0,26.0,3,49,3,1,26,28,22,10,11,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,JOAQUIN PLANES,3.5,0.75,2.25,0.25,1.25,0.25,0.75,7.25,4,79,25,72,33,42,28,26,104,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,JOAQUIN RODAS,1.5,0.75,4.0,0.0,0.75,0.0,0.5,6.75,4,94,25,51,36,48,32,30,108,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,JOAQUIN ROSAS,1.3333333333333333,0.6666666666666666,3.3333333333333335,0.0,0.6666666666666666,0.0,1.0,6.333333333333333,3,96,27,61,36,49,32,24,112,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,JOAQUIN SALGADO,22.0,1.0,3.0,1.0,4.5,4.0,1.0,27.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,JONAS SCHIEBELDEIN,15.0,2.0,2.0,6.0,0.0,3.0,1.0,20.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,JORGE SERRANO,9.5,1.0,2.5,0.5,1.5,2.0,2.5,15.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,"JORGENSEN, NIELS",9.5,3.0,7.5,0.5,1.5,2.0,0.0,20.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,JUAN CRUZ ACTIS,6.0,2.3333333333333335,2.6666666666666665,0.0,3.0,0.0,0.3333333333333333,11.333333333333334,3,59,8,67,36,21,32,32,78,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,JUAN CRUZ CAAMANO,1.8,0.6,2.0,0.0,0.6,0.2,1.8,6.2,5,91,28,74,36,50,29,12,113,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,JUAN EZEQUIEL DIAZ,1.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,JUAN GALDOS,18.0,2.0,11.0,1.5,7.5,0.5,1.5,32.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/6QyYPfmmZtzVyyhs2KJp3M.jpg
PRIMERA C,JUAN IGNACIO LOPEZ,3.8,0.4,2.0,0.2,1.2,0.4,1.0,7.2,5,75,31,74,34,43,26,24,105,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,JUAN IGNACIO MORALES VEGA,6.0,1.0,3.0,2.0,2.0,0.0,1.0,11.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,JUAN LOUREIRO,11.8,1.0,3.0,1.4,2.8,1.6,0.0,15.8,5,24,22,65,18,22,11,36,46,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,JUAN MANUEL SCHITTINO,7.25,0.75,10.0,1.25,2.25,0.5,1.5,19.5,4,50,25,7,20,29,24,16,29,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/6gWTpLC5Hs5FCmdtoY1cEr.jpg
PRIMERA C,JUAN MARTIN HUSS,8.2,1.6,6.4,0.8,2.2,1.0,2.4,18.6,5,43,15,28,24,30,18,6,33,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/ddK51zcfWrGcGxNYJhwDuw.jpg
PRIMERA C,JUAN RICCI,6.4,0.2,5.4,0.8,2.2,0.4,2.2,14.2,5,56,34,38,24,30,26,9,58,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,JUAN ROSSI,1.6666666666666667,1.3333333333333333,3.3333333333333335,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.666666666666667,3,93,18,61,36,53,27,32,109,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,JUAN VALENTIN VALES,3.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,JULEN ERVITI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,JULIAN FERNANDEZ,3.0,2.0,3.6666666666666665,0.0,1.0,0.3333333333333333,0.3333333333333333,9.0,3,82,11,56,36,44,27,32,91,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/rEzrrLRrGZSgs47HsBa5U5.jpg
PRIMERA C,JULIAN HUSS,3.8,0.6,3.6,0.2,0.6,0.8,0.8,8.8,5,75,28,57,34,50,20,25,92,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/hw6hyyHhTUbsdxHAQLqimy.jpg
PRIMERA C,JULIAN SILA,0.5,0.75,3.75,0.0,0.25,0.0,0.0,5.0,4,103,25,54,36,54,32,36,120,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,JULIAN SIMKIN,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/u7BMcrg4etpAkbN3467v6b.jpg
PRIMERA C,JULIAN SMITH,2.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/kkkALDYfoFwFsFG3qM8W28.jpg
PRIMERA C,JULIO CIRO FERRARI,11.0,0.5,6.0,3.0,4.0,0.0,0.0,17.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,LAUTARO BERNADET,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/i7ubrXdxyP7nd2aWjWgeeZ.jpg
PRIMERA C,LAUTARO CUCCO,2.3333333333333335,0.3333333333333333,7.333333333333333,0.0,0.6666666666666666,0.3333333333333333,1.0,11.0,3,86,32,22,36,49,27,24,79,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/u7NQfsL8gteZ3T7CaSF1oJ.jpg
PRIMERA C,LAUTARO LEZCANO,8.0,0.0,4.5,0.5,3.0,0.5,0.5,13.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,LAUTARO LOVAGNINI,12.0,1.0,1.75,0.25,2.5,2.25,0.75,15.5,4,23,22,75,33,26,6,26,47,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,LAVRUSHOV KONSTANTINI,6.75,1.0,7.75,0.0,0.75,1.75,0.75,16.25,4,53,22,19,36,48,9,26,44,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,LEANDRO AVRUJ,3.3333333333333335,0.0,6.666666666666667,0.0,1.6666666666666667,0.0,0.3333333333333333,10.333333333333334,3,80,36,25,36,37,32,32,84,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/xya1ZTcmMHszBkN9nMV8h6.jpg
PRIMERA C,LEANDRO EVANGELISTA,9.75,1.25,5.75,1.5,1.5,1.75,1.5,18.25,4,33,19,34,17,39,9,16,36,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,LEANDRO LAUTARO SANCHEZ,6.75,0.5,2.0,1.0,2.5,0.25,0.75,10.0,4,53,30,74,22,26,28,26,86,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/mUuS9Y9DKYcQ3HC376qzPq.jpg
PRIMERA C,LENNY MONDRIK,8.4,1.6,4.4,0.0,2.4,1.2,0.4,14.8,5,41,15,48,36,27,17,31,52,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/japqUQEeBivThpzubXGi6e.jpg
PRIMERA C,LEON ALEJANDRO ZEIDA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,LISANDRO NADIN,0.0,0.0,3.0,0.0,0.0,0.0,2.0,5.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,LORENZO FALCON,12.333333333333334,1.0,5.0,3.3333333333333335,4.0,0.3333333333333333,1.0,19.333333333333332,3,22,22,43,6,14,27,24,30,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,LUCA VIZIOLI,4.6,0.6,3.8,1.0,1.2,0.4,1.6,10.6,5,69,28,53,22,43,26,15,82,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,LUCAS CHEISTWER,8.333333333333334,2.0,7.333333333333333,2.0,2.6666666666666665,0.3333333333333333,0.6666666666666666,18.333333333333332,3,42,11,22,14,24,27,28,35,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/b3NeE7qahC7ptFewq3juoq.jpg
PRIMERA C,LUCAS FAILDE,3.6666666666666665,0.6666666666666666,1.6666666666666667,0.0,0.3333333333333333,1.0,1.6666666666666667,7.666666666666667,3,77,27,76,36,53,18,14,101,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/7jamP9EynAz47DuSfJqPJz.jpg
PRIMERA C,LUCAS FERNANDEZ,4.666666666666667,1.3333333333333333,4.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,10.333333333333334,3,68,18,51,31,49,18,32,84,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,LUCAS GABRIEL FLOSSI,13.25,1.25,6.0,3.25,2.0,2.0,1.0,21.5,4,18,19,32,7,33,8,24,24,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/mUuS9Y9DKYcQ3HC376qzPq.jpg
PRIMERA C,LUCAS JOEL SZLAIEN,10.0,1.5,5.75,0.0,2.75,1.5,0.25,17.5,4,30,16,34,36,23,13,33,38,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,LUCAS ROSA,3.0,0.0,7.0,1.0,1.0,0.0,0.0,10.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/kkkALDYfoFwFsFG3qM8W28.jpg
PRIMERA C,LUCAS SUSPERREGUY,11.666666666666666,2.0,3.0,3.0,1.3333333333333333,2.0,0.6666666666666666,17.333333333333332,3,25,11,65,8,41,8,28,39,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,LUCIANO MASSON,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,3,106,36,81,36,56,32,36,137,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/owBuUYgdXYixerdcdqu8Jg.jpg
PRIMERA C,LUCIO BENEVENTO,13.0,2.0,5.2,0.8,4.6,1.0,1.6,21.8,5,20,11,41,24,9,18,15,22,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,LUCIO GIORDANO,1.5,0.5,3.25,0.5,0.5,0.0,0.25,5.5,4,94,30,62,29,51,32,33,118,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/c6giixsiwLUuKyd1AzPXq3.jpg
PRIMERA C,LUIGI GARAY,7.0,1.0,4.0,2.0,1.0,1.0,2.0,14.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/rpracwrdDh1XwZ9FFA2N9g.jpg
PRIMERA C,MANUEL AGUSTIN ROMPANI,9.8,1.6,3.2,1.4,3.6,0.4,0.6,15.2,5,32,15,63,18,17,26,29,49,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,MANUEL ALVAREZ,4.0,1.25,5.75,0.0,1.25,0.5,1.75,12.75,4,74,19,34,36,42,24,13,69,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,MANUEL MARKOWICZ,1.3333333333333333,0.0,3.3333333333333335,0.0,0.6666666666666666,0.0,0.3333333333333333,5.0,3,96,36,61,36,49,32,32,120,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,MANUEL ROCCIA STEIN,3.5,0.75,3.0,0.75,1.0,0.25,1.0,8.25,4,79,25,65,25,44,28,24,98,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/pJMphcieqbAocYjN5A7YHc.jpg
PRIMERA C,MANUEL SILVA,6.0,1.0,1.3333333333333333,0.0,2.0,0.6666666666666666,1.6666666666666667,10.0,3,59,22,78,36,33,22,14,86,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,MARCO PETRUCCELLI,1.0,0.0,1.0,0.0,0.5,0.0,0.0,2.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,MARCOS MOLINA,8.0,0.0,2.0,1.0,2.0,1.0,0.0,10.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,MARCOS SANCHEZ SOPENA,14.0,1.0,6.0,2.0,3.0,2.0,2.0,23.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/dzwBzh42v5Y4GTdunCuxCP.jpg
PRIMERA C,MARCOS SERRANO,3.0,0.0,2.3333333333333335,0.0,1.0,0.3333333333333333,0.6666666666666666,6.0,3,82,36,71,36,44,27,28,114,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/bKXwbqkxNDVVULJC8oqCxz.jpg
PRIMERA C,MARIANO LOREA,3.0,0.0,2.0,1.0,1.0,0.0,0.0,5.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/7kLwy1t4AVogoU1dkQ8t74.jpg
PRIMERA C,MARIANO VILA,10.5,0.5,3.5,1.0,1.0,2.5,0.5,15.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/gxyLwPpZ5kNMg1tHe2fDCA.jpg
PRIMERA C,MARKO MILINKOVIC,2.5,0.0,4.0,0.5,1.0,0.0,2.0,8.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA C,MARLON STIVEN ROJAS REYES,4.0,0.0,13.0,2.0,1.0,0.0,1.0,18.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
