categoria,Jugador,puntos,asistencias,rebotes,libres,dobles,triples,robos,score_global,Partidos_Jugados,Rank_puntos_Categoria,Rank_asistencias_Categoria,Rank_rebotes_Categoria,Rank_libres_Categoria,Rank_dobles_Categoria,Rank_triples_Categoria,Rank_robos_Categoria,Rank_score_global_Categoria,Torneo,picture
PRIMERA A,",JOSE ANTONIO ESCALANTE",0.0,0.25,1.75,0.0,0.0,0.0,0.0,2.0,4,86,26,62,37,45,29,30,98,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,AARON PRZYBYTEK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/jhPVtZgPMDrAsA2WV9MbS4.jpg
PRIMERA A,ABRAHAM JORGE,3.0,0.0,5.0,1.0,1.0,0.0,0.0,8.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,AGUSTIN ARIEL BATTO,5.0,1.5,8.5,1.5,1.0,0.5,1.0,16.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/cFZ3XQpyAR3r6iVaLReiMP.jpg
PRIMERA A,AGUSTIN BARROS,0.6666666666666666,0.0,5.333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,6.333333333333333,3,80,30,30,37,41,29,26,80,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,AGUSTIN CAPURRO,5.5,0.25,2.25,0.75,1.25,0.75,0.75,8.75,4,49,26,58,28,32,18,21,63,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/5fRMX3zQWCCi7jSdq1fxDA.jpg
PRIMERA A,AGUSTIN NADAL,2.3333333333333335,2.0,3.6666666666666665,1.0,0.6666666666666666,0.0,2.3333333333333335,10.333333333333334,3,67,5,44,26,38,29,6,53,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,AGUSTIN NEHUEN MARTINEZ,0.2,0.4,3.4,0.2,0.0,0.0,0.0,4.0,5,85,23,46,36,45,29,30,89,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/mUuS9Y9DKYcQ3HC376qzPq.jpg
PRIMERA A,AGUSTIN SAMOS,3.25,1.0,4.0,1.25,1.0,0.0,1.25,9.5,4,61,15,40,23,33,29,14,59,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,ALAN AGUSTIN SIO LOPEZ,10.4,0.6,3.4,0.6,2.8,1.4,1.2,15.6,5,17,21,46,30,15,13,15,30,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/mUuS9Y9DKYcQ3HC376qzPq.jpg
PRIMERA A,ALAN BENDUYA,12.0,0.3333333333333333,5.666666666666667,6.333333333333333,2.3333333333333335,0.3333333333333333,0.6666666666666666,18.666666666666668,3,11,25,27,2,20,23,22,18,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,ALAN BERLINER,3.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,ALAN BERMAN,5.0,0.0,1.5,0.0,1.0,1.0,1.0,7.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,ALAN GUILLERMO AARON GODOY,3.25,0.5,4.25,0.0,1.25,0.25,0.25,8.25,4,61,22,39,37,32,25,27,68,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,ALBERTO NICOLAS MENDEZ,4.0,0.0,2.5,0.0,2.0,0.0,0.0,6.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,ALEJO LOPEZ,10.75,0.25,4.75,2.0,3.25,0.75,0.25,16.0,4,14,26,34,14,12,18,27,28,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/inbJiMpBtjobkqXKrD37bZ.JPG
PRIMERA A,ALEJO SAHAGUN,1.0,1.3333333333333333,3.3333333333333335,0.0,0.0,0.3333333333333333,0.0,5.666666666666667,3,78,12,47,37,45,23,30,84,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,ALVARO MANUEL MENDOZA,14.0,3.0,4.0,5.0,3.0,1.0,2.0,23.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,AMBROSIO ARIZU,3.0,1.0,7.0,1.0,1.0,0.0,1.0,12.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/pGTdagFXsiXQbhLYsEBA7m.jpg
PRIMERA A,ANTU LIMA PAGLIOTTO,8.333333333333334,0.0,6.666666666666667,1.6666666666666667,3.3333333333333335,0.0,1.0,16.0,3,27,30,19,18,11,29,18,28,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,ARIEL MARCONI,3.0,0.3333333333333333,3.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,7.333333333333333,3,63,25,50,29,38,23,18,74,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,ARRESE LEMOS MATIAS,6.0,0.0,3.5,0.5,0.5,1.5,0.0,9.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,ATILIO COCCO,3.0,0.5,4.5,0.0,0.0,1.0,1.0,9.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/bD1tkXGVTR4UgMcg2mJPd4.jpg
PRIMERA A,AUGUSTO EL ZOOR,2.5,0.0,4.0,0.0,1.25,0.0,0.25,6.75,4,66,30,40,37,32,29,27,77,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,AUGUSTO FORTUNATO,2.3333333333333335,0.0,4.333333333333333,0.3333333333333333,1.0,0.0,0.3333333333333333,7.0,3,67,30,38,34,33,29,26,76,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,AXEL SCHENKELMAN,9.0,0.0,8.0,1.0,4.0,0.0,1.5,18.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/gnc4QSV5yRQT9YqiXzYrQZ.jpg
PRIMERA A,BASUALDO TELLO PABLO,2.0,0.0,1.0,0.0,1.0,0.0,0.5,3.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,BAUTISTA NUNEZ,2.3333333333333335,2.0,2.0,0.3333333333333333,1.0,0.0,0.3333333333333333,6.666666666666667,3,67,5,60,34,33,29,26,78,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,BAUTISTA ZAPATA,2.0,1.5,3.0,0.0,1.0,0.0,0.5,7.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,"BELLINI, LUCIANO",9.666666666666666,2.0,5.666666666666667,4.0,2.3333333333333335,0.3333333333333333,0.0,17.333333333333332,3,21,5,27,3,20,23,30,23,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,BELLISOMI MARCO,2.0,0.5,0.5,0.5,0.0,0.5,0.5,3.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,"BENAGHI, GUIDO",7.0,0.75,8.25,0.75,2.75,0.25,0.75,16.75,4,35,18,11,28,16,25,21,24,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,BENEDETTI AUGUSTO,4.5,1.0,2.5,2.0,0.5,0.5,1.0,9.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,BENJAMIN SCARAFIA,5.0,0.0,1.0,0.0,1.0,1.0,0.0,6.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/bD1tkXGVTR4UgMcg2mJPd4.jpg
PRIMERA A,BERN ZOHORE,6.25,1.0,6.5,1.25,2.5,0.0,0.25,14.0,4,42,15,21,23,18,29,27,39,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,"BOB LEHMANN, JUAN IGNACIO",4.5,1.0,1.25,0.0,0.0,1.5,0.0,6.75,4,56,15,67,37,45,12,30,77,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,"BORDON, BRUNO",8.666666666666666,1.0,5.666666666666667,1.0,2.3333333333333335,1.0,1.0,16.333333333333332,3,25,15,27,26,20,17,18,26,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,BOTTAZZI FACUNDO,1.0,0.0,3.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,4.333333333333333,3,78,30,50,34,41,29,26,88,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,BRIAN MATHIAS CORAZA EUSTACE,2.5,0.5,3.0,0.0,0.5,0.5,0.5,6.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,"BRUZZONE, MATIAS",3.75,1.0,2.0,0.25,1.75,0.0,0.75,7.5,4,59,15,60,35,25,29,21,72,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,BURGOS IAN MATIAS,4.0,1.2857142857142858,5.0,1.0,1.2857142857142858,0.14285714285714285,1.0,11.285714285714286,7,58,13,32,26,31,28,18,49,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,CAMILO FAJARDO LEMOS,1.0,0.0,5.0,0.0,0.5,0.0,0.5,6.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,CARLO RAFAEL GARCIA PALAVECINO,6.75,0.5,4.75,0.5,2.0,0.75,0.25,12.25,4,37,22,34,31,23,18,27,45,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,CATRIEL REBON,1.5,0.5,4.0,0.5,0.5,0.0,0.0,6.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,CHAPARRO FACUNDO,3.0,0.5,5.0,0.0,1.5,0.0,1.0,9.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,COMTE JUAN PABLO,4.0,1.5,3.0,0.5,1.0,0.5,2.5,11.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,CORDOBA MATIAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,CORDOBA NICOLAS,7.375,0.875,8.125,0.375,3.5,0.0,1.75,18.125,8,33,16,12,33,10,29,10,19,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,CORRADINI ILAN,6.0,0.0,5.0,0.0,3.0,0.0,2.0,13.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,CORRADINI ILAN GENARO,5.333333333333333,0.6666666666666666,4.333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,10.666666666666666,3,51,19,38,34,33,17,26,51,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,CRISTIAN,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/8jMgx9V4429JD55yQddqU5.jpg
PRIMERA A,CRISTIAN EZEQUIEL BASSI,1.0,0.0,6.0,1.0,0.0,0.0,1.0,8.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/mUuS9Y9DKYcQ3HC376qzPq.jpg
PRIMERA A,D'ARCANGELO GENARO,1.5,0.5,2.5,0.0,0.0,0.5,0.0,4.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,DAMIAN SOLOAGA,0.75,0.5,7.0,0.0,0.0,0.25,0.25,8.5,4,79,22,17,37,45,25,27,66,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,DARIO CUEVAS,5.0,1.0,3.3333333333333335,1.0,2.0,0.0,0.3333333333333333,9.666666666666666,3,52,15,47,26,23,29,26,58,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,DE LEON SANTIAGO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,"DEL VALLE, LUCAS",4.0,0.5,2.0,0.0,0.5,1.0,0.5,7.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/9Kh443waCQ1ye3pEFa7GfL.jpg
PRIMERA A,"DENDI LOPEZ, BRUNO",1.5,0.0,1.5,0.0,0.75,0.0,0.0,3.0,4,73,30,65,37,37,29,30,94,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,"DIAZ BENITEZ, TEO",1.5,0.5,2.5,0.0,0.0,0.5,1.5,6.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,DONOSO MATIAS EZEQUIEL,2.0,0.0,1.3333333333333333,0.0,0.0,0.6666666666666666,0.0,3.3333333333333335,3,69,30,66,37,45,19,30,92,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,DYLAN SUVALSKI,2.0,0.0,4.5,0.0,1.0,0.0,0.0,6.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,ELIAS NAHUEL MAURO,3.5,2.0,2.5,0.0,1.0,0.5,1.5,9.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/mUuS9Y9DKYcQ3HC376qzPq.jpg
PRIMERA A,EMANUEL PAZ CALVO,3.0,0.0,3.5,0.0,1.5,0.0,0.5,7.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,EMILIANO ARMENGOT,8.333333333333334,1.3333333333333333,5.333333333333333,0.3333333333333333,4.0,0.0,1.3333333333333333,16.333333333333332,3,27,12,30,34,7,29,13,26,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,EMILIANO PALUMBO,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/bD1tkXGVTR4UgMcg2mJPd4.jpg
PRIMERA A,EMILIANO VEGA,2.0,1.0,3.0,0.0,1.0,0.0,1.0,7.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/bD1tkXGVTR4UgMcg2mJPd4.jpg
PRIMERA A,EMILIANO VILAS,5.75,0.75,8.0,0.25,2.75,0.0,0.5,15.0,4,47,18,14,35,16,29,24,33,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,ERNESTO FERNANDEZ,1.5,0.16666666666666666,2.8333333333333335,0.0,0.0,0.5,0.0,4.5,6,73,28,51,37,45,21,30,86,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,ESTEBAN TRUJILLO,12.5,1.5,5.0,1.5,1.0,3.0,4.0,23.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/eZymfVPVvAHKPseznuvRLU.jpg
PRIMERA A,EZEQUIEL BRAUCH,0.0,0.0,2.5,0.0,0.0,0.0,0.0,2.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/bD1tkXGVTR4UgMcg2mJPd4.jpg
PRIMERA A,EZEQUIEL JEDVABNIK,0.6666666666666666,0.0,1.6666666666666667,0.0,0.3333333333333333,0.0,0.0,2.3333333333333335,3,80,30,63,37,41,29,30,97,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,EZEQUIEL MAHMUD,2.0,0.5,1.75,0.0,0.25,0.5,2.0,6.25,4,69,22,62,37,42,21,8,81,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,EZEQUIEL OLGUIN,14.333333333333334,0.0,3.3333333333333335,1.6666666666666667,2.3333333333333335,2.6666666666666665,1.0,18.666666666666668,3,5,30,47,18,20,2,18,18,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,EZEQUIEL ROZENFARB,8.5,0.5,5.75,1.5,1.25,1.5,1.25,16.0,4,26,22,26,20,32,12,14,28,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,FACUNDO ARAOZ,2.0,0.0,3.0,0.0,1.0,0.0,1.0,6.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,FACUNDO EMILIANO RODRIGUEZ,17.5,2.5,4.5,5.5,3.0,2.0,0.0,24.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,FACUNDO GASTON DEL VALLE,8.2,2.0,5.0,0.8,2.8,0.6,0.8,16.0,5,28,5,32,27,15,20,20,28,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/mUuS9Y9DKYcQ3HC376qzPq.jpg
PRIMERA A,FACUNDO IVAN MIGLIASSO,3.6666666666666665,0.3333333333333333,8.666666666666666,0.3333333333333333,1.6666666666666667,0.0,1.0,13.666666666666666,3,60,25,9,34,26,29,18,41,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,FACUNDO PEREZ,6.0,2.0,3.0,2.0,2.0,0.0,0.0,11.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,FACUNDO TAFFAREL,1.0,0.25,2.75,0.0,0.5,0.0,0.5,4.5,4,78,26,53,37,40,29,24,86,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,FACUNDO TORRES,5.5,0.25,6.75,1.5,2.0,0.0,0.0,12.5,4,49,26,18,20,23,29,30,44,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/2dtUKYSSBbfHvXCQSVPCz6.jpg
PRIMERA A,FARRUGGIA GONZALO,19.0,1.6666666666666667,12.0,2.6666666666666665,5.666666666666667,1.6666666666666667,3.0,35.666666666666664,3,2,9,3,8,2,9,2,1,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,FEDERICO ACOSTA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,FEDERICO BERRUTTI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,FEDERICO CARREIRA,1.6666666666666667,0.3333333333333333,4.333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,6.666666666666667,3,71,25,38,34,38,29,26,78,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,FEDERICO FRANZESE,6.5,0.5,8.5,2.0,1.5,0.5,1.0,16.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/jmQou394sWdiQ3YKs2o3T1.jpg
PRIMERA A,FEDERICO GASTON ALE,0.75,2.0,4.75,0.0,0.0,0.25,0.25,7.75,4,79,5,34,37,45,25,27,70,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/mUuS9Y9DKYcQ3HC376qzPq.jpg
PRIMERA A,FEDERICO LIPSICH,0.6666666666666666,0.3333333333333333,2.3333333333333335,0.0,0.3333333333333333,0.0,0.0,3.3333333333333335,3,80,25,57,37,41,29,30,92,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/ccuZw4yvabmB8tsT8PfXZs.jpg
PRIMERA A,FEDERICO MARTINEZ,4.333333333333333,0.3333333333333333,3.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.6666666666666666,8.333333333333334,3,57,25,50,18,41,19,22,67,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/jAv7KwdDga5c51hBD6xj5F.JPG
PRIMERA A,FEDERICO SORAIDE,0.75,0.25,1.75,0.25,0.25,0.0,0.0,2.75,4,79,26,62,35,42,29,30,95,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,FEDERICO SURIANI,7.375,0.625,3.875,0.75,0.875,1.625,0.125,12.0,8,33,20,41,28,34,10,29,46,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,FEDERICO TEPER,2.5,0.375,4.5,0.0,0.5,0.5,1.125,8.5,8,66,24,36,37,40,21,17,66,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,FEDERICO VILLALBA,5.5,1.5,4.0,1.0,1.5,0.5,0.0,11.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/4FGZ6JigsSmc7PdFCzxVDo.jpg
PRIMERA A,FELIX SCARAFIA,10.666666666666666,1.3333333333333333,5.333333333333333,1.0,2.3333333333333335,1.6666666666666667,2.0,19.333333333333332,3,15,12,30,26,20,9,8,15,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/bD1tkXGVTR4UgMcg2mJPd4.jpg
PRIMERA A,FERRANTE IGNACIO,4.0,0.0,3.0,0.0,2.0,0.0,1.0,8.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,FRANCISCO CHARADIA,7.0,1.0,8.0,0.5,2.5,0.5,2.0,18.0,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/wXjc7dzhGf1eBBY5CbFytS.jpg
PRIMERA A,FRANCISCO DENIS,2.5,0.25,2.75,0.0,1.25,0.0,0.25,5.75,4,66,26,53,37,32,29,27,83,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,FRANCISCO MATIAS MIE LURASCHI,1.2,0.6,2.2,0.0,0.6,0.0,0.0,4.0,5,76,21,59,37,39,29,30,89,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,FRANCISCO PORRES,0.4,0.6,5.0,0.0,0.2,0.0,0.6,6.6,5,82,21,32,37,43,29,23,79,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/5PLGX1Qe9fE8wVs1CZ6gRm.jpg
PRIMERA A,FRANCISCO RAMOS,4.0,0.6,2.6,0.2,1.6,0.2,1.4,8.6,5,58,21,55,36,27,26,12,65,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,FRANCO GIORDANO,4.0,0.0,1.0,0.0,2.0,0.0,1.0,6.0,1,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,FRANCO LEVINGTON,2.6666666666666665,0.3333333333333333,4.333333333333333,0.0,1.3333333333333333,0.0,0.0,7.333333333333333,3,65,25,38,37,30,29,30,74,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,GABRIEL MARCELO BERAGUA,5.0,1.5,4.5,0.0,1.0,1.0,0.5,11.5,2,0,0,0,0,0,0,0,0,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,GABRIEL PAULON,6.333333333333333,1.0,2.0,0.0,1.6666666666666667,1.0,1.3333333333333333,10.666666666666666,3,41,15,60,37,26,17,13,51,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
PRIMERA A,"GALMARINI, FEDERICO",11.75,2.75,1.5,1.5,2.5,1.75,0.75,16.75,4,12,3,65,20,18,8,21,24,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/4kSmfZNeg6Tt6HqCVsL6T8.jpg
PRIMERA A,GASTON WINIAR,6.857142857142857,0.14285714285714285,6.285714285714286,1.0,2.2857142857142856,0.42857142857142855,0.8571428571428571,14.142857142857142,7,36,29,23,26,21,22,19,38,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/aWaf6uqVePQd1KfqZMLk1H.jpg
PRIMERA A,GERARDO LINEIRO,2.0,0.2,5.0,0.4,0.8,0.0,0.2,7.4,5,69,27,32,32,36,29,28,73,TORNEO APERTURA 2026,https://dum74chhmgug7.cloudfront.net/public/defaultPlayer.png
