player,puntos_totales,puntos_por_partido,rebotes_totales,rebotes_por_partido,asistencias_totales,asistencias_por_partido,robos_totales,robos_por_partido,faltas_totales,faltas_por_partido,triples_totales,triples_por_partido,dobles_totales,dobles_por_partido,libres_totales,libres_por_partido,score_global,score_global_por_partido,partidos_jugados,participacion_ofensiva_promedio,participacion_defensiva_promedio
Juan Agustin Suarez Seifert,14,4.666666666666667,15,5.0,2,0.6666666666666666,3,1.0,5,1.6666666666666667,1,0.3333333333333333,5,1.6666666666666667,1,0.3333333333333333,34,11.333333333333334,3,0.1365396249243799,0.12653457653457653
Juan Bautista Baez Ibañez ,17,8.5,10,5.0,4,2.0,5,2.5,6,3.0,1,0.5,5,2.5,4,2.0,36,18.0,2,0.29343501326259946,0.15374808771035187
Juan Bautista Urquiza,6,6.0,5,5.0,2,2.0,1,1.0,3,3.0,0,0.0,3,3.0,0,0.0,14,14.0,1,0.27586206896551724,0.17142857142857143
Juan Cruz Actis,18,6.0,8,2.6666666666666665,7,2.3333333333333335,1,0.3333333333333333,0,0.0,0,0.0,9,3.0,0,0.0,34,11.333333333333334,3,0.14235055724417425,0.05968419527741562
Juan Cruz Aldunate,32,10.666666666666666,9,3.0,1,0.3333333333333333,2,0.6666666666666666,3,1.0,0,0.0,13,4.333333333333333,6,2.0,44,14.666666666666666,3,0.2589626239511823,0.10715222359596867
Juan Cruz Arias,11,5.5,5,2.5,2,1.0,2,1.0,1,0.5,0,0.0,5,2.5,1,0.5,20,10.0,2,0.27858439201451907,0.07954545454545454
Juan Cruz Caamaño,4,1.3333333333333333,7,2.3333333333333335,2,0.6666666666666666,4,1.3333333333333333,1,0.3333333333333333,0,0.0,2,0.6666666666666666,0,0.0,17,5.666666666666667,3,0.03139329805996472,0.0742283079239601
Juan Cruz Ferreiro,10,2.5,6,1.5,1,0.25,1,0.25,2,0.5,2,0.5,2,0.5,0,0.0,18,4.5,4,0.04980107985223074,0.0297305128948131
Juan Cruz Freire,44,11.0,32,8.0,2,0.5,4,1.0,14,3.5,1,0.25,19,4.75,3,0.75,82,20.5,4,0.20009358434449293,0.1529338304230634
Juan Cruz Guittard,4,1.0,12,3.0,1,0.25,1,0.25,3,0.75,0,0.0,2,0.5,0,0.0,18,4.5,4,0.020478054235392784,0.05642283675289919
Juan Cruz Lorenzo,18,6.0,15,5.0,10,3.3333333333333335,6,2.0,8,2.6666666666666665,0,0.0,6,2.0,6,2.0,49,16.333333333333332,3,0.17154712762297905,0.13110791162302918
Juan Cruz Murad,32,8.0,14,3.5,1,0.25,3,0.75,11,2.75,0,0.0,14,3.5,4,1.0,50,12.5,4,0.13640376432367535,0.08502718922935028
Juan Cruz Traverso,21,5.25,13,3.25,3,0.75,5,1.25,5,1.25,2,0.5,4,1.0,7,1.75,42,10.5,4,0.11537418129674844,0.08610123456967445
Juan Desch,8,2.0,5,1.25,0,0.0,0,0.0,4,1.0,2,0.5,1,0.25,0,0.0,13,3.25,4,0.03266812465828321,0.027441860465116277
Juan Diego Bellocchio,2,0.5,7,1.75,0,0.0,1,0.25,5,1.25,0,0.0,1,0.25,0,0.0,10,2.5,4,0.009433962264150943,0.03963989441930618
Juan Eslaiman,7,2.3333333333333335,15,5.0,0,0.0,3,1.0,6,2.0,0,0.0,2,0.6666666666666666,3,1.0,25,8.333333333333334,3,0.06828678087143848,0.1436046511627907
Juan Esteban Balestretti,0,0.0,0,0.0,1,1.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,1,0.023809523809523808,0.0
Juan Esteban Chen,35,11.666666666666666,22,7.333333333333333,2,0.6666666666666666,3,1.0,4,1.3333333333333333,1,0.3333333333333333,12,4.0,8,2.6666666666666665,62,20.666666666666668,3,0.2955789781876738,0.16511648745519714
Juan Ezequiel Diaz,1,1.0,2,2.0,0,0.0,0,0.0,5,5.0,0,0.0,0,0.0,1,1.0,3,3.0,1,0.01818181818181818,0.03278688524590164
Juan Facundo Dominguez	,32,8.0,19,4.75,4,1.0,1,0.25,6,1.5,2,0.5,10,2.5,6,1.5,56,14.0,4,0.22747560562686614,0.10696328596037899
Juan Fayer,14,4.666666666666667,16,5.333333333333333,4,1.3333333333333333,3,1.0,8,2.6666666666666665,0,0.0,6,2.0,2,0.6666666666666666,37,12.333333333333334,3,0.12309726522187821,0.11909872198226061
Juan Francisco Zavidowski,14,3.5,23,5.75,6,1.5,3,0.75,5,1.25,0,0.0,7,1.75,0,0.0,46,11.5,4,0.1742570326678766,0.1484792780748663
Juan Galdos	,19,19.0,13,13.0,3,3.0,1,1.0,1,1.0,1,1.0,7,7.0,2,2.0,36,36.0,1,0.41509433962264153,0.2978723404255319
Juan Guido Fabian Zaccagnini Vazquez,12,6.0,4,2.0,0,0.0,2,1.0,0,0.0,2,1.0,3,1.5,0,0.0,18,9.0,2,0.06521739130434782,0.05061179087875417
Juan Ignacio Bassi,0,0.0,2,2.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,4,4.0,1,0.024390243902439025,0.06
Juan Ignacio Charles,13,6.5,17,8.5,8,4.0,0,0.0,5,2.5,0,0.0,5,2.5,3,1.5,38,19.0,2,0.19168356997971603,0.15476190476190477
Juan Ignacio Contrera,2,0.5,12,3.0,0,0.0,1,0.25,3,0.75,0,0.0,1,0.25,0,0.0,15,3.75,4,0.006756756756756757,0.060385453616474835
Juan Ignacio Lopez,11,3.6666666666666665,5,1.6666666666666667,2,0.6666666666666666,2,0.6666666666666666,4,1.3333333333333333,2,0.6666666666666666,2,0.6666666666666666,1,0.3333333333333333,20,6.666666666666667,3,0.08435897435897437,0.05352856732701694
Juan Ignacio Medina,14,7.0,7,3.5,1,0.5,3,1.5,1,0.5,2,1.0,4,2.0,0,0.0,25,12.5,2,0.1521089958939903,0.10586124401913875
Juan Ignacio Molina,0,0.0,3,3.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,4,4.0,1,0.0,0.07142857142857142
Juan Ignacio Morales Vega,6,6.0,3,3.0,1,1.0,1,1.0,2,2.0,0,0.0,2,2.0,2,2.0,11,11.0,1,0.12280701754385964,0.06451612903225806
Juan Ignacio Regiroli,1,1.0,5,5.0,1,1.0,0,0.0,2,2.0,0,0.0,0,0.0,1,1.0,7,7.0,1,0.03508771929824561,0.08771929824561403
Juan Ignacio Vellani,38,9.5,30,7.5,10,2.5,4,1.0,7,1.75,1,0.25,14,3.5,7,1.75,82,20.5,4,0.2163425767605192,0.1596961497273324
Juan Ignacio Vitkauskas,11,3.6666666666666665,4,1.3333333333333333,1,0.3333333333333333,3,1.0,9,3.0,2,0.6666666666666666,2,0.6666666666666666,1,0.3333333333333333,19,6.333333333333333,3,0.13652188328912465,0.07126477126477127
Juan Ignacio Viviano,17,8.5,4,2.0,0,0.0,2,1.0,0,0.0,2,1.0,4,2.0,3,1.5,23,11.5,2,0.15521978021978022,0.06503014642549526
Juan Laprovittola,36,12.0,22,7.333333333333333,2,0.6666666666666666,6,2.0,4,1.3333333333333333,5,1.6666666666666667,8,2.6666666666666665,5,1.6666666666666667,66,22.0,3,0.20846796263926407,0.1652077497665733
Juan Lucas Bumbica,0,0.0,0,0.0,0,0.0,0,0.0,3,3.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0.0
Juan Lucas Gonzalez,20,10.0,13,6.5,3,1.5,3,1.5,5,2.5,2,1.0,4,2.0,6,3.0,39,19.5,2,0.22154150197628458,0.1464516129032258
Juan Manuel Carballeiro,51,8.5,22,3.6666666666666665,5,0.8333333333333334,4,0.6666666666666666,11,1.8333333333333333,11,1.8333333333333333,6,1.0,6,1.0,82,13.666666666666666,6,0.23436990403080826,0.08895150290425381
Juan Manuel Gavilan	,5,2.5,9,4.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0,0.0,16,8.0,2,0.08163265306122448,0.10917312661498708
Juan Manuel Marangon,0,0.0,6,6.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,6,6.0,1,0.0,0.11320754716981132
Juan Manuel Martínez Monasterio	,5,5.0,17,17.0,2,2.0,1,1.0,3,3.0,0,0.0,1,1.0,3,3.0,25,25.0,1,0.1794871794871795,0.35294117647058826
Juan Manuel Rovatti,4,4.0,4,4.0,0,0.0,0,0.0,1,1.0,0,0.0,1,1.0,2,2.0,8,8.0,1,0.08695652173913043,0.07692307692307693
Juan Manuel Sanchez,24,6.0,16,4.0,1,0.25,4,1.0,5,1.25,2,0.5,8,2.0,2,0.5,45,11.25,4,0.22158678286129266,0.1377642825011246
Juan Manuel Schittino,22,7.333333333333333,26,8.666666666666666,3,1.0,3,1.0,5,1.6666666666666667,2,0.6666666666666666,6,2.0,4,1.3333333333333333,54,18.0,3,0.13166502604487101,0.1703364969801553
Juan Manuel Torre,90,22.5,18,4.5,10,2.5,7,1.75,9,2.25,11,2.75,24,6.0,9,2.25,125,31.25,4,0.4182268417260359,0.11758594387017017
Juan Martin Zamar,0,0.0,2,0.6666666666666666,0,0.0,0,0.0,4,1.3333333333333333,0,0.0,0,0.0,0,0.0,2,0.6666666666666666,3,0.0,0.016390318277110728
Juan Martiniano Delrio,6,2.0,7,2.3333333333333335,0,0.0,0,0.0,3,1.0,0,0.0,3,1.0,0,0.0,13,4.333333333333333,3,0.045504385964912276,0.04477283634618461
Juan Martín Huss,26,8.666666666666666,18,6.0,3,1.0,7,2.3333333333333335,10,3.3333333333333335,3,1.0,7,2.3333333333333335,3,1.0,54,18.0,3,0.17148579456892613,0.15495137046861185
Juan Martín Huss	,64,12.8,39,7.8,14,2.8,13,2.6,9,1.8,2,0.4,17,3.4,24,4.8,130,26.0,5,0.26171096458078136,0.21731200793269762
Juan Martín Nogueira,6,1.2,9,1.8,3,0.6,0,0.0,8,1.6,0,0.0,3,0.6,0,0.0,18,3.6,5,0.05095025715204114,0.03380764163372859
Juan Montenegro,50,12.5,34,8.5,14,3.5,4,1.0,13,3.25,7,1.75,11,2.75,7,1.75,102,25.5,4,0.33861456800035683,0.18919683257918551
Juan Pablo ESMORIS RIMMAUDO,14,4.666666666666667,10,3.3333333333333335,3,1.0,0,0.0,6,2.0,1,0.3333333333333333,5,1.6666666666666667,1,0.3333333333333333,27,9.0,3,0.10912855910267472,0.07428473781857241
Juan Pablo Esmoris,23,7.666666666666667,12,4.0,6,2.0,2,0.6666666666666666,5,1.6666666666666667,1,0.3333333333333333,9,3.0,2,0.6666666666666666,43,14.333333333333334,3,0.25888192267502613,0.10799222716730396
Juan Pablo Sileone,3,1.0,4,1.3333333333333333,4,1.3333333333333333,2,0.6666666666666666,3,1.0,1,0.3333333333333333,0,0.0,0,0.0,13,4.333333333333333,3,0.028765029250080842,0.042816555202630446
Juan Pedro Ibarguren,2,2.0,9,9.0,3,3.0,0,0.0,5,5.0,0,0.0,1,1.0,0,0.0,14,14.0,1,0.10416666666666667,0.17307692307692307
Juan Pedro Sinclair,6,2.0,17,5.666666666666667,0,0.0,0,0.0,10,3.3333333333333335,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,23,7.666666666666667,3,0.031746031746031744,0.12361825805222032
Juan Pereiro,8,4.0,5,2.5,0,0.0,0,0.0,1,0.5,2,1.0,1,0.5,0,0.0,13,6.5,2,0.11145833333333333,0.07045454545454546
Juan Rossi,3,1.5,7,3.5,2,1.0,0,0.0,2,1.0,1,0.5,0,0.0,0,0.0,12,6.0,2,0.03289473684210526,0.07439024390243903
Juan Ruiz Grasso,83,16.6,24,4.8,6,1.2,10,2.0,12,2.4,8,1.6,25,5.0,9,1.8,123,24.6,5,0.2682660984695196,0.12781572139213498
Juan Schiaffi,27,6.75,10,2.5,1,0.25,4,1.0,0,0.0,3,0.75,9,2.25,0,0.0,42,10.5,4,0.1284495871360278,0.0654017024812759
Juan Valentin Vales,3,3.0,1,1.0,1,1.0,0,0.0,3,3.0,1,1.0,0,0.0,0,0.0,5,5.0,1,0.08163265306122448,0.0196078431372549
Juan de Marco Fontana,0,0.0,1,1.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,1,0.0,0.03773584905660377
Juan loureiro,44,11.0,12,3.0,3,0.75,0,0.0,11,2.75,6,1.5,11,2.75,4,1.0,59,14.75,4,0.192924819319584,0.05432765368011942
Julian Boscato,9,9.0,7,7.0,0,0.0,2,2.0,4,4.0,0,0.0,2,2.0,5,5.0,18,18.0,1,0.17307692307692307,0.24324324324324326
Julian Canteli,0,0.0,2,1.0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,2,1.0,2,0.0,0.02040816326530612
Julian Fernandez,28,9.333333333333334,15,5.0,0,0.0,7,2.3333333333333335,5,1.6666666666666667,3,1.0,4,1.3333333333333333,11,3.6666666666666665,50,16.666666666666668,3,0.22819962819962822,0.15279312122551184
Julian Fullone,50,12.5,23,5.75,9,2.25,11,2.75,13,3.25,5,1.25,14,3.5,7,1.75,93,23.25,4,0.3218153160435094,0.16313131313131313
Julian Jamele,2,1.0,2,1.0,0,0.0,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0,4,2.0,2,0.022222222222222223,0.02654569892473118
Julian Marega,7,1.75,6,1.5,1,0.25,6,1.5,3,0.75,1,0.25,2,0.5,0,0.0,20,5.0,4,0.0756578947368421,0.07726158645276293
Julian Ostrosky,2,1.0,4,2.0,1,0.5,0,0.0,3,1.5,0,0.0,1,0.5,0,0.0,7,3.5,2,0.041666666666666664,0.04878048780487805
Julian Porto Pettinicchi,19,6.333333333333333,11,3.6666666666666665,4,1.3333333333333333,7,2.3333333333333335,7,2.3333333333333335,4,1.3333333333333333,2,0.6666666666666666,3,1.0,41,13.666666666666666,3,0.15615586080786226,0.13889779443800504
Julian Sila,2,0.6666666666666666,13,4.333333333333333,3,1.0,0,0.0,3,1.0,0,0.0,1,0.3333333333333333,0,0.0,18,6.0,3,0.031695906432748534,0.08239698285000167
Julian Simkin,0,0.0,8,4.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,8,4.0,2,0.0,0.08336951801997394
Julian Smith,2,2.0,3,3.0,0,0.0,0,0.0,1,1.0,0,0.0,1,1.0,0,0.0,5,5.0,1,0.0425531914893617,0.06521739130434782
Julian Zylber,0,0.0,2,1.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,2,1.0,2,0.0,0.02702702702702703
Julieta Zappino,7,7.0,5,5.0,0,0.0,3,3.0,2,2.0,0,0.0,2,2.0,3,3.0,15,15.0,1,0.1111111111111111,0.12307692307692308
Julio Ciro Ferrari	,22,11.0,12,6.0,1,0.5,0,0.0,8,4.0,0,0.0,8,4.0,6,3.0,35,17.5,2,0.21628232005590495,0.13475609756097562
Julio Patin,0,0.0,11,11.0,0,0.0,0,0.0,2,2.0,0,0.0,0,0.0,0,0.0,11,11.0,1,0.0,0.22916666666666666
Julián Fernández,9,9.0,2,2.0,2,2.0,0,0.0,1,1.0,1,1.0,3,3.0,0,0.0,13,13.0,1,0.21568627450980393,0.03636363636363636
Julián Fernández	,5,1.6666666666666667,10,3.3333333333333335,0,0.0,0,0.0,7,2.3333333333333335,1,0.3333333333333333,1,0.3333333333333333,0,0.0,15,5.0,3,0.021645021645021644,0.08585444027517197
Julián Huss,9,3.0,11,3.6666666666666665,2,0.6666666666666666,3,1.0,2,0.6666666666666666,1,0.3333333333333333,3,1.0,0,0.0,25,8.333333333333334,3,0.06885139492080573,0.08642793987621573
Julián Huss	,5,1.6666666666666667,8,2.6666666666666665,3,1.0,3,1.0,5,1.6666666666666667,0,0.0,2,0.6666666666666666,1,0.3333333333333333,19,6.333333333333333,3,0.04009892245186363,0.05313131313131313
Julián Karim Mafut,0,0.0,8,8.0,2,2.0,1,1.0,2,2.0,0,0.0,0,0.0,0,0.0,11,11.0,1,0.04081632653061224,0.15517241379310345
Julián Magariños,0,0.0,1,0.5,0,0.0,0,0.0,4,2.0,0,0.0,0,0.0,0,0.0,1,0.5,2,0.0,0.009433962264150943
"KOVACHEVICH, FRANCISCO",2,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.0,2,2.0,1,0.04878048780487805,0.0
"KVITKO, AGUSTIN",15,3.0,12,2.4,0,0.0,2,0.4,5,1.0,3,0.6,3,0.6,0,0.0,29,5.8,5,0.06985207505100861,0.052807635401849726
Kemmerer Agustín,23,5.75,22,5.5,2,0.5,1,0.25,11,2.75,0,0.0,10,2.5,3,0.75,48,12.0,4,0.1580662393162393,0.13622994652406417
Kevin Acosta Diaz	,5,2.5,2,1.0,0,0.0,0,0.0,5,2.5,1,0.5,1,0.5,0,0.0,7,3.5,2,0.03968253968253968,0.027777777777777776
Kevin Acosta diaz,3,1.0,3,1.0,0,0.0,1,0.3333333333333333,3,1.0,1,0.3333333333333333,0,0.0,0,0.0,7,2.3333333333333335,3,0.020833333333333332,0.034759358288770054
Kevin Greco	,11,3.6666666666666665,14,4.666666666666667,2,0.6666666666666666,5,1.6666666666666667,1,0.3333333333333333,2,0.6666666666666666,2,0.6666666666666666,1,0.3333333333333333,32,10.666666666666666,3,0.11721263649245645,0.1523838428429533
Kevin Stambulsuy,11,2.75,8,2.0,4,1.0,9,2.25,4,1.0,0,0.0,5,1.25,1,0.25,32,8.0,4,0.09403329661950352,0.08532200616095495
Kevin Ybarra,5,1.6666666666666667,3,1.0,0,0.0,1,0.3333333333333333,3,1.0,1,0.3333333333333333,1,0.3333333333333333,0,0.0,9,3.0,3,0.03782051282051282,0.0345679012345679
Kramar Facundo	,10,10.0,0,0.0,4,4.0,3,3.0,3,3.0,0,0.0,4,4.0,2,2.0,17,17.0,1,0.3181818181818182,0.08108108108108109
"Kübler, Lucas",2,0.6666666666666666,7,2.3333333333333335,4,1.3333333333333333,2,0.6666666666666666,3,1.0,0,0.0,1,0.3333333333333333,0,0.0,15,5.0,3,0.04868742368742368,0.05465015210777923
"LAGOS, MATEO",32,16.0,15,7.5,4,2.0,2,1.0,5,2.5,3,1.5,8,4.0,7,3.5,53,26.5,2,0.3096735549565738,0.19189342403628118
LISANDRO NADIN,48,12.0,38,9.5,4,1.0,6,1.5,10,2.5,3,0.75,14,3.5,11,2.75,96,24.0,4,0.21924564796905222,0.22726370851370853
LORENZO AVERSENTE	,4,4.0,3,3.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,0,0.0,7,7.0,1,0.08,0.06382978723404255
LUCA VIZIOLI,47,5.875,26,3.25,5,0.625,6,0.75,13,1.625,7,0.875,10,1.25,6,0.75,84,10.5,8,0.1384400303342152,0.08582630471082969
LUCAS ROMEO,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,0.012987012987012988,0.0
LUCIANO PAMELLI,62,12.4,27,5.4,10,2.0,14,2.8,11,2.2,11,2.2,8,1.6,13,2.6,113,22.6,5,0.27153302675585284,0.18524791119480105
"Ladines, simon",6,6.0,4,4.0,0,0.0,0,0.0,2,2.0,0,0.0,3,3.0,0,0.0,10,10.0,1,0.10714285714285714,0.06779661016949153
"Ladines, simon	",10,5.0,15,7.5,1,0.5,1,0.5,2,1.0,0,0.0,5,2.5,0,0.0,27,13.5,2,0.09365867913500876,0.14174107142857142
Lagrave Tomás,5,1.25,11,2.75,2,0.5,8,2.0,9,2.25,0,0.0,2,0.5,1,0.25,26,6.5,4,0.03758894362342638,0.09413795882522956
"Lalueza, Marcos",3,1.0,14,4.666666666666667,5,1.6666666666666667,4,1.3333333333333333,4,1.3333333333333333,0,0.0,1,0.3333333333333333,1,0.3333333333333333,26,8.666666666666666,3,0.0573213156230234,0.1386194440773534
Laureano Buffarini,12,12.0,5,5.0,0,0.0,1,1.0,1,1.0,4,4.0,0,0.0,0,0.0,18,18.0,1,0.19047619047619047,0.11320754716981132
Laureano Ruffino Jenks,6,1.5,19,4.75,3,0.75,3,0.75,8,2.0,0,0.0,2,0.5,2,0.5,31,7.75,4,0.04988548273431995,0.10862220878278686
Lautaro Bernadet,0,0.0,5,5.0,0,0.0,0,0.0,3,3.0,0,0.0,0,0.0,0,0.0,5,5.0,1,0.0,0.09615384615384616
Lautaro Cucco,7,1.4,28,5.6,1,0.2,4,0.8,4,0.8,1,0.2,2,0.4,0,0.0,40,8.0,5,0.027681827289120414,0.13385868368919215
Lautaro Fonteiriz,44,11.0,16,4.0,10,2.5,7,1.75,9,2.25,3,0.75,15,3.75,5,1.25,77,19.25,4,0.23938042036036383,0.09335637326095328
Lautaro Lezcano,16,8.0,9,4.5,0,0.0,1,0.5,1,0.5,1,0.5,6,3.0,1,0.5,26,13.0,2,0.18152680652680653,0.1154862579281184
Lautaro Lovagnini,69,13.8,7,1.4,4,0.8,2,0.4,7,1.4,13,2.6,12,2.4,6,1.2,82,16.4,5,0.2677181282117761,0.04044551540532679
Lautaro Matías Olmedo,13,13.0,5,5.0,1,1.0,2,2.0,0,0.0,1,1.0,5,5.0,0,0.0,21,21.0,1,0.4,0.1590909090909091
Lautaro Ramirez,21,5.25,7,1.75,0,0.0,0,0.0,8,2.0,4,1.0,4,1.0,1,0.25,28,7.0,4,0.08431412337662338,0.038834089882322564
Lautaro Varela D'Amico,24,12.0,4,2.0,1,0.5,1,0.5,1,0.5,2,1.0,8,4.0,2,1.0,30,15.0,2,0.4051724137931034,0.06988416988416989
Lavrushov Konstantini,27,6.75,31,7.75,4,1.0,3,0.75,8,2.0,7,1.75,3,0.75,0,0.0,65,16.25,4,0.1618324157726332,0.15792658186399777
Layoneel Castañeda	,10,5.0,9,4.5,0,0.0,1,0.5,3,1.5,2,1.0,2,1.0,0,0.0,20,10.0,2,0.0847457627118644,0.1076388888888889
Leandro Avruj,4,2.0,16,8.0,0,0.0,1,0.5,8,4.0,0,0.0,2,1.0,0,0.0,21,10.5,2,0.041056910569105695,0.15763546798029557
Leandro Bobbio,30,10.0,12,4.0,4,1.3333333333333333,6,2.0,3,1.0,3,1.0,7,2.3333333333333335,7,2.3333333333333335,52,17.333333333333332,3,0.23397985662136608,0.13777845332792893
Leandro Burgos,47,15.666666666666666,36,12.0,9,3.0,5,1.6666666666666667,2,0.6666666666666666,2,0.6666666666666666,13,4.333333333333333,15,5.0,97,32.333333333333336,3,0.28012520995571843,0.2574584744396065
Leandro Ezequiel Gatti,2,2.0,9,9.0,0,0.0,1,1.0,2,2.0,0,0.0,1,1.0,0,0.0,12,12.0,1,0.0625,0.19607843137254902
Leandro Fischman,2,1.0,3,1.5,0,0.0,0,0.0,4,2.0,0,0.0,1,0.5,0,0.0,5,2.5,2,0.041666666666666664,0.039705882352941174
Leandro Gabriel Patané,15,5.0,6,2.0,1,0.3333333333333333,4,1.3333333333333333,6,2.0,1,0.3333333333333333,5,1.6666666666666667,2,0.6666666666666666,26,8.666666666666666,3,0.15203694686674635,0.07926356589147286
Leandro Lautaro Sanchez,49,6.125,19,2.375,9,1.125,6,0.75,22,2.75,4,0.5,12,1.5,13,1.625,83,10.375,8,0.1363058712984369,0.07589271623610519
Leandro Luca Gonzales Llanos,0,0.0,1,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333333333333333,3,0.0,0.005649717514124294
Leandro Luca Gonzales Llanos 	,4,2.0,3,1.5,0,0.0,0,0.0,1,0.5,0,0.0,2,1.0,0,0.0,7,3.5,2,0.043478260869565216,0.036901595744680854
Leandro evangelista,39,9.75,23,5.75,5,1.25,6,1.5,12,3.0,7,1.75,6,1.5,6,1.5,73,18.25,4,0.18082584170632823,0.1396401242620261
Leguizamon Ezequiel,6,2.0,13,4.333333333333333,1,0.3333333333333333,0,0.0,3,1.0,0,0.0,3,1.0,0,0.0,20,6.666666666666667,3,0.043159591674968134,0.08648758648758648
"Lemble, Tomas Alejo",0,0.0,5,5.0,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,0,0.0,6,6.0,1,0.0,0.1276595744680851
Lenny Mondrik,34,8.5,17,4.25,6,1.5,1,0.25,0,0.0,4,1.0,11,2.75,0,0.0,58,14.5,4,0.2014423076923077,0.10160657327693953
"Leon, Juan Ignacio",47,11.75,14,3.5,7,1.75,7,1.75,10,2.5,9,2.25,4,1.0,12,3.0,75,18.75,4,0.27438132511068947,0.12074226995596099
Leonardo Calabresi,66,16.5,48,12.0,0,0.0,4,1.0,6,1.5,0,0.0,31,7.75,4,1.0,118,29.5,4,0.3174793468111883,0.2294697189220516
Leonardo Dorta,11,5.5,13,6.5,3,1.5,1,0.5,3,1.5,1,0.5,3,1.5,2,1.0,28,14.0,2,0.10282651072124756,0.10606060606060605
Leonardo Iglesias,7,3.5,2,1.0,0,0.0,1,0.5,4,2.0,1,0.5,2,1.0,0,0.0,10,5.0,2,0.08974358974358974,0.03607632677400119
Leonardo Novillo,2,0.6666666666666666,4,1.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,5,1.6666666666666667,0,0.0,1,0.3333333333333333,0,0.0,8,2.6666666666666665,3,0.03605769230769231,0.06398736398736399
Leonardo Sanfurgo,14,7.0,5,2.5,1,0.5,2,1.0,7,3.5,0,0.0,7,3.5,0,0.0,22,11.0,2,0.175,0.08139534883720931
Leonardo Sebastían Monge,21,10.5,5,2.5,2,1.0,5,2.5,5,2.5,2,1.0,6,3.0,3,1.5,33,16.5,2,0.22115384615384615,0.0875
Leonel Andres Condori,0,0.0,2,2.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,2,2.0,1,0.0,0.02857142857142857
Leonel Belincow,13,4.333333333333333,4,1.3333333333333333,3,1.0,1,0.3333333333333333,3,1.0,3,1.0,2,0.6666666666666666,0,0.0,21,7.0,3,0.1512708787218591,0.041684397163120564
Leoneo Andres Condori	,10,3.3333333333333335,4,1.3333333333333333,0,0.0,0,0.0,0,0.0,2,0.6666666666666666,1,0.3333333333333333,2,0.6666666666666666,14,4.666666666666667,3,0.07899593946105574,0.037993920972644375
Lisandro Ricardo Luques	,14,4.666666666666667,13,4.333333333333333,4,1.3333333333333333,3,1.0,3,1.0,3,1.0,2,0.6666666666666666,1,0.3333333333333333,34,11.333333333333334,3,0.15343573326766605,0.1194229112833764
Llanos Erik	,5,2.5,5,2.5,1,0.5,2,1.0,0,0.0,1,0.5,1,0.5,0,0.0,13,6.5,2,0.04713064713064713,0.06777777777777777
Lopez Dylan Nahuel,4,4.0,0,0.0,1,1.0,2,2.0,0,0.0,0,0.0,2,2.0,0,0.0,7,7.0,1,0.07936507936507936,0.04
Lopez Facundo Agustín,8,4.0,8,4.0,0,0.0,2,1.0,2,1.0,0,0.0,4,2.0,0,0.0,18,9.0,2,0.10625,0.11658717541070482
Lopez Juan Manuel,39,9.75,11,2.75,3,0.75,9,2.25,7,1.75,7,1.75,5,1.25,8,2.0,62,15.5,4,0.22059018567639258,0.1260133120598237
Lorena Palavecino,0,0.0,3,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,3,0.0,0.026470588235294117
Lorenzo Aversente,17,2.125,24,3.0,1,0.125,1,0.125,6,0.75,1,0.125,5,0.625,4,0.5,43,5.375,8,0.048571080502335384,0.06615980914348225
Lorenzo Falcón,21,10.5,11,5.5,2,1.0,1,0.5,4,2.0,1,0.5,5,2.5,8,4.0,35,17.5,2,0.18782051282051282,0.12721186035389764
Lorenzo Guarda Garcia,12,6.0,8,4.0,1,0.5,3,1.5,2,1.0,0,0.0,5,2.5,2,1.0,24,12.0,2,0.14772727272727273,0.11913119789381307
Luan Benito Ristau,9,2.25,12,3.0,5,1.25,3,0.75,7,1.75,1,0.25,2,0.5,2,0.5,29,7.25,4,0.06732489084925598,0.08183210436755531
