player,puntos_totales,puntos_por_partido,rebotes_totales,rebotes_por_partido,asistencias_totales,asistencias_por_partido,robos_totales,robos_por_partido,faltas_totales,faltas_por_partido,triples_totales,triples_por_partido,dobles_totales,dobles_por_partido,libres_totales,libres_por_partido,score_global,score_global_por_partido,partidos_jugados,participacion_ofensiva_promedio,participacion_defensiva_promedio
Ezequiel Fernández Navone	,14,7.0,10,5.0,0,0.0,0,0.0,4,2.0,1,0.5,5,2.5,1,0.5,24,12.0,2,0.09406565656565657,0.11163227016885553
Ezequiel Gómez,49,16.333333333333332,12,4.0,7,2.3333333333333335,0,0.0,3,1.0,1,0.3333333333333333,17,5.666666666666667,12,4.0,68,22.666666666666668,3,0.33567004191239197,0.06878306878306878
Ezequiel Ilan Litvak,4,1.0,11,2.75,3,0.75,4,1.0,4,1.0,0,0.0,2,0.5,0,0.0,22,5.5,4,0.048182528825483684,0.0915919529720543
Ezequiel Jedvabnik,4,2.0,5,2.5,1,0.5,0,0.0,2,1.0,0,0.0,2,1.0,0,0.0,10,5.0,2,0.052083333333333336,0.053664302600472814
Ezequiel Lopez Amalfara,3,3.0,1,1.0,0,0.0,1,1.0,2,2.0,1,1.0,0,0.0,0,0.0,5,5.0,1,0.05454545454545454,0.0392156862745098
Ezequiel Mahmud,8,2.0,7,1.75,2,0.5,8,2.0,9,2.25,2,0.5,1,0.25,0,0.0,25,6.25,4,0.0478988603988604,0.08374811463046758
Ezequiel Masson,0,0.0,8,4.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,8,4.0,2,0.0,0.06614897900488928
Ezequiel Olguin,104,14.857142857142858,17,2.4285714285714284,2,0.2857142857142857,9,1.2857142857142858,11,1.5714285714285714,20,2.857142857142857,17,2.4285714285714284,10,1.4285714285714286,132,18.857142857142858,7,0.2398460581748811,0.0851509975705711
Ezequiel Pérez Guntin,36,9.0,19,4.75,5,1.25,2,0.5,5,1.25,3,0.75,10,2.5,7,1.75,62,15.5,4,0.16127438243983178,0.12269756387403447
Ezequiel Rozenfarb,16,5.333333333333333,11,3.6666666666666665,6,2.0,5,1.6666666666666667,3,1.0,1,0.3333333333333333,6,2.0,1,0.3333333333333333,38,12.666666666666666,3,0.1625,0.1065565640033725
Ezequiel Rozenfarb	,34,8.5,23,5.75,2,0.5,5,1.25,3,0.75,6,1.5,5,1.25,6,1.5,64,16.0,4,0.1994294528694618,0.14370701697829358
Ezequiel Villafañe,24,6.0,12,3.0,6,1.5,5,1.25,5,1.25,6,1.5,2,0.5,2,0.5,47,11.75,4,0.12169471153846154,0.07537580536516865
Ezequiel Villagran,8,2.0,13,3.25,1,0.25,4,1.0,6,1.5,0,0.0,3,0.75,2,0.5,26,6.5,4,0.04017857142857143,0.09070175438596491
FABIAN FLORENTIN,16,4.0,17,4.25,5,1.25,7,1.75,6,1.5,0,0.0,7,1.75,2,0.5,45,11.25,4,0.0822762033288349,0.1283275994522195
FACUNDO APKARIAN,9,4.5,10,5.0,2,1.0,0,0.0,2,1.0,1,0.5,3,1.5,0,0.0,21,10.5,2,0.12217319360176503,0.10533515731874145
FACUNDO ARAOZ,2,2.0,3,3.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,0,0.0,6,6.0,1,0.038461538461538464,0.0975609756097561
FACUNDO LUONI,14,4.666666666666667,27,9.0,6,2.0,3,1.0,6,2.0,0,0.0,7,2.3333333333333335,0,0.0,50,16.666666666666668,3,0.16137101851387567,0.2528946058357823
FEDERICO RUGGIERO,4,2.0,6,3.0,0,0.0,2,1.0,1,0.5,0,0.0,1,0.5,2,1.0,12,6.0,2,0.04878048780487805,0.09302325581395349
FRANCO AMÉNDOLA,1,0.5,4,2.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,1,0.5,5,2.5,2,0.007142857142857143,0.04304029304029304
FRANCO GIORDANO,4,4.0,1,1.0,0,0.0,1,1.0,0,0.0,0,0.0,2,2.0,0,0.0,6,6.0,1,0.05194805194805195,0.03571428571428571
Fabian Fonteiriz,0,0.0,6,3.0,0,0.0,2,1.0,1,0.5,0,0.0,0,0.0,0,0.0,8,4.0,2,0.0,0.08163265306122448
Fabricio Medina,9,2.25,14,3.5,2,0.5,1,0.25,2,0.5,1,0.25,2,0.5,2,0.5,26,6.5,4,0.05345555908681604,0.07255425035868006
Fabrizio Duro,18,9.0,2,1.0,0,0.0,1,0.5,5,2.5,3,1.5,4,2.0,1,0.5,21,10.5,2,0.18127250900360142,0.03758169934640523
Facuando Haddad,22,7.333333333333333,42,14.0,6,2.0,3,1.0,2,0.6666666666666666,1,0.3333333333333333,8,2.6666666666666665,3,1.0,73,24.333333333333332,3,0.25130616509926856,0.348160220648154
Facundo Agustin Naveira Torrado,33,8.25,30,7.5,2,0.5,9,2.25,9,2.25,1,0.25,15,3.75,0,0.0,74,18.5,4,0.19553667262969587,0.21736658802381756
Facundo Alem,59,14.75,48,12.0,8,2.0,5,1.25,4,1.0,5,1.25,16,4.0,12,3.0,120,30.0,4,0.3067056627426579,0.2263709841140943
Facundo Bulla,1,1.0,0,0.0,0,0.0,1,1.0,1,1.0,0,0.0,0,0.0,1,1.0,2,2.0,1,0.030303030303030304,0.03333333333333333
Facundo Bustamante,10,3.3333333333333335,10,3.3333333333333335,0,0.0,1,0.3333333333333333,2,0.6666666666666666,3,1.0,0,0.0,1,0.3333333333333333,21,7.0,3,0.08322635857937527,0.08817829457364341
Facundo Castets,17,5.666666666666667,35,11.666666666666666,4,1.3333333333333333,10,3.3333333333333335,4,1.3333333333333333,0,0.0,7,2.3333333333333335,3,1.0,66,22.0,3,0.18380402558901543,0.3160632330443651
Facundo Davis,1,0.5,2,1.0,1,0.5,1,0.5,2,1.0,0,0.0,0,0.0,1,0.5,5,2.5,2,0.014705882352941176,0.022727272727272728
Facundo Demian Sgro,10,10.0,6,6.0,3,3.0,2,2.0,0,0.0,2,2.0,2,2.0,0,0.0,21,21.0,1,0.18055555555555555,0.11428571428571428
Facundo Duarte Arauz,43,10.75,18,4.5,1,0.25,4,1.0,8,2.0,6,1.5,5,1.25,15,3.75,66,16.5,4,0.18168920592119744,0.1223162231353398
Facundo Díaz Kozak,4,2.0,12,6.0,1,0.5,1,0.5,4,2.0,0,0.0,2,1.0,0,0.0,18,9.0,2,0.03676470588235294,0.13081617086193745
Facundo Echevarria,11,3.6666666666666665,20,6.666666666666667,2,0.6666666666666666,2,0.6666666666666666,7,2.3333333333333335,0,0.0,5,1.6666666666666667,1,0.3333333333333333,35,11.666666666666666,3,0.07880995749848209,0.13406689843723632
Facundo Emiliano Rodríguez	,35,17.5,9,4.5,5,2.5,0,0.0,8,4.0,4,2.0,6,3.0,11,5.5,49,24.5,2,0.31560891938250424,0.11843238587424634
Facundo Galarza,40,13.333333333333334,15,5.0,4,1.3333333333333333,1,0.3333333333333333,2,0.6666666666666666,6,2.0,8,2.6666666666666665,6,2.0,60,20.0,3,0.22107707078641878,0.10774313805489555
Facundo Gaston Del Valle,41,8.2,25,5.0,10,2.0,4,0.8,9,1.8,3,0.6,14,2.8,4,0.8,80,16.0,5,0.18970685111989458,0.12876177970914812
Facundo Golceker	,8,2.6666666666666665,10,3.3333333333333335,1,0.3333333333333333,1,0.3333333333333333,7,2.3333333333333335,1,0.3333333333333333,2,0.6666666666666666,1,0.3333333333333333,20,6.666666666666667,3,0.05461185193382393,0.08415110725141121
Facundo González,15,3.75,10,2.5,3,0.75,1,0.25,1,0.25,2,0.5,3,0.75,3,0.75,29,7.25,4,0.07036645611620419,0.05456079929073177
Facundo Guzmán,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,,
Facundo Ivan Migliasso,11,3.6666666666666665,26,8.666666666666666,1,0.3333333333333333,3,1.0,9,3.0,0,0.0,5,1.6666666666666667,1,0.3333333333333333,41,13.666666666666666,3,0.09474747474747475,0.1963390907959777
Facundo Lorenzo,12,12.0,5,5.0,2,2.0,2,2.0,4,4.0,1,1.0,4,4.0,1,1.0,21,21.0,1,0.35,0.18421052631578946
Facundo Mariño,83,20.75,36,9.0,2,0.5,11,2.75,10,2.5,3,0.75,31,7.75,12,3.0,132,33.0,4,0.3544287152949153,0.1923076923076923
Facundo Meerfeld,4,1.3333333333333333,15,5.0,1,0.3333333333333333,1,0.3333333333333333,0,0.0,0,0.0,2,0.6666666666666666,0,0.0,21,7.0,3,0.03031342942118508,0.11304436304436305
Facundo Nicolas Chain,10,10.0,4,4.0,1,1.0,4,4.0,2,2.0,0,0.0,4,4.0,2,2.0,19,19.0,1,0.15942028985507245,0.11594202898550725
Facundo PASSEGGI,57,14.25,32,8.0,9,2.25,5,1.25,7,1.75,5,1.25,14,3.5,14,3.5,103,25.75,4,0.3576458036984353,0.21159747003568513
Facundo Parra Aizpitarte,4,4.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,2,2.0,5,5.0,1,0.10256410256410256,0.020833333333333332
Facundo Pontillo,0,0.0,4,2.0,1,0.5,1,0.5,2,1.0,0,0.0,0,0.0,0,0.0,6,3.0,2,0.008064516129032258,0.04586834733893558
Facundo Sgro,21,7.0,9,3.0,7,2.3333333333333335,6,2.0,6,2.0,4,1.3333333333333333,2,0.6666666666666666,5,1.6666666666666667,43,14.333333333333334,3,0.12849183389202676,0.09481313501856421
Facundo Taffarel,4,1.0,11,2.75,1,0.25,2,0.5,5,1.25,0,0.0,2,0.5,0,0.0,18,4.5,4,0.0275,0.0635396019346352
Facundo Torres,47,9.4,41,8.2,7,1.4,0,0.0,7,1.4,0,0.0,22,4.4,3,0.6,95,19.0,5,0.23755813953488372,0.16810597404736305
Facundo Torres	,20,6.666666666666667,23,7.666666666666667,1,0.3333333333333333,0,0.0,4,1.3333333333333333,0,0.0,7,2.3333333333333335,6,2.0,44,14.666666666666666,3,0.16973684210526316,0.15429472025216706
Facundo Varela,8,4.0,8,4.0,2,1.0,2,1.0,3,1.5,0,0.0,1,0.5,6,3.0,20,10.0,2,0.09696342305037957,0.09950657894736842
Facundo Vera Ocampo,4,0.8,4,0.8,1,0.2,2,0.4,2,0.4,0,0.0,2,0.4,0,0.0,11,2.2,5,0.021932367149758453,0.03218313289123674
Facundo hernan Badariotti,11,2.75,7,1.75,2,0.5,1,0.25,5,1.25,1,0.25,4,1.0,0,0.0,21,5.25,4,0.05457427536231884,0.04784982174688057
Facundo Álvarez,32,6.4,17,3.4,4,0.8,8,1.6,10,2.0,4,0.8,8,1.6,4,0.8,61,12.2,5,0.12129686025836542,0.09669927036170535
Farruggia Gonzalo,148,16.444444444444443,77,8.555555555555555,13,1.4444444444444444,18,2.0,14,1.5555555555555556,13,1.4444444444444444,38,4.222222222222222,33,3.6666666666666665,256,28.444444444444443,9,0.3579121814753999,0.20961726727138183
Federico Acosta	,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0,1,0.0,0.017241379310344827
Federico Adrián Albanese,3,1.5,4,2.0,1,0.5,1,0.5,2,1.0,1,0.5,0,0.0,0,0.0,9,4.5,2,0.029411764705882353,0.05117388114453411
Federico Agustin Frutos,19,9.5,10,5.0,2,1.0,1,0.5,3,1.5,2,1.0,3,1.5,7,3.5,32,16.0,2,0.23076923076923078,0.10625000000000001
Federico Barrau Maceira,0,0.0,4,1.3333333333333333,0,0.0,3,1.0,3,1.0,0,0.0,0,0.0,0,0.0,7,2.3333333333333335,3,0.0,0.037077819633600566
Federico Bava,26,6.5,14,3.5,2,0.5,6,1.5,9,2.25,2,0.5,8,2.0,4,1.0,48,12.0,4,0.13980170767329514,0.13590389784946236
Federico Berrutti,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0.0
Federico Bredeston,5,5.0,1,1.0,1,1.0,1,1.0,2,2.0,1,1.0,1,1.0,0,0.0,8,8.0,1,0.09375,0.05405405405405406
Federico Carreira	,5,1.6666666666666667,13,4.333333333333333,1,0.3333333333333333,1,0.3333333333333333,4,1.3333333333333333,0,0.0,2,0.6666666666666666,1,0.3333333333333333,20,6.666666666666667,3,0.04205740267121341,0.09922902494331065
Federico Cassina,11,5.5,10,5.0,2,1.0,0,0.0,3,1.5,1,0.5,3,1.5,2,1.0,23,11.5,2,0.15635074145712444,0.12608695652173912
Federico Collasius,7,2.3333333333333335,8,2.6666666666666665,1,0.3333333333333333,1,0.3333333333333333,4,1.3333333333333333,0,0.0,3,1.0,1,0.3333333333333333,17,5.666666666666667,3,0.08181203515889114,0.06112836678874415
Federico Fasano,17,5.666666666666667,3,1.0,0,0.0,5,1.6666666666666667,6,2.0,3,1.0,2,0.6666666666666666,4,1.3333333333333333,25,8.333333333333334,3,0.1587104193410355,0.0570983432132543
Federico Fernandez,2,0.6666666666666666,4,1.3333333333333333,0,0.0,0,0.0,5,1.6666666666666667,0,0.0,1,0.3333333333333333,0,0.0,6,2.0,3,0.014814814814814815,0.026426596279537456
Federico Fonteiriz,0,0.0,2,2.0,0,0.0,0,0.0,4,4.0,0,0.0,0,0.0,0,0.0,2,2.0,1,0.0,0.04081632653061224
Federico Franzese,13,6.5,17,8.5,1,0.5,2,1.0,6,3.0,1,0.5,3,1.5,4,2.0,33,16.5,2,0.1444285031085605,0.18929450369155046
Federico Gabriel Alvarez Rouco,14,4.666666666666667,24,8.0,0,0.0,0,0.0,3,1.0,0,0.0,7,2.3333333333333335,0,0.0,38,12.666666666666666,3,0.06803482587064676,0.1539426523297491
Federico Gaston Ale,8,1.1428571428571428,27,3.857142857142857,12,1.7142857142857142,6,0.8571428571428571,10,1.4285714285714286,2,0.2857142857142857,1,0.14285714285714285,0,0.0,53,7.571428571428571,7,0.055257499997040604,0.10497469905685566
Federico Gastón Marino,17,17.0,10,10.0,0,0.0,1,1.0,0,0.0,2,2.0,5,5.0,1,1.0,28,28.0,1,0.38636363636363635,0.20754716981132076
Federico Gestal,24,6.0,13,3.25,3,0.75,1,0.25,3,0.75,5,1.25,4,1.0,1,0.25,41,10.25,4,0.14766482185675878,0.06719077568134171
Federico Graffigna,6,6.0,5,5.0,2,2.0,2,2.0,1,1.0,1,1.0,1,1.0,1,1.0,15,15.0,1,0.1951219512195122,0.13725490196078433
Federico Jara Samaniego,28,7.0,30,7.5,4,1.0,3,0.75,6,1.5,7,1.75,3,0.75,1,0.25,65,16.25,4,0.1506578947368421,0.17202580868323272
Federico Laprovittola,33,11.0,24,8.0,3,1.0,5,1.6666666666666667,5,1.6666666666666667,6,2.0,5,1.6666666666666667,5,1.6666666666666667,65,21.666666666666668,3,0.1940368781303153,0.16281512605042017
Federico Lichtmaier,23,7.666666666666667,16,5.333333333333333,2,0.6666666666666666,6,2.0,2,0.6666666666666666,4,1.3333333333333333,5,1.6666666666666667,1,0.3333333333333333,47,15.666666666666666,3,0.20768018137697716,0.15080481036077706
Federico Lipsich,2,0.4,7,1.4,1,0.2,0,0.0,4,0.8,0,0.0,1,0.2,0,0.0,10,2.0,5,0.00947945205479452,0.022921545667447307
Federico Majul,37,9.25,14,3.5,6,1.5,1,0.25,12,3.0,2,0.5,15,3.75,1,0.25,58,14.5,4,0.17608036994590884,0.08285688665710186
Federico Martinez,2,0.5,4,1.0,0,0.0,1,0.25,0,0.0,0,0.0,1,0.25,0,0.0,7,1.75,4,0.008064516129032258,0.02206359506813757
Federico Martinez	,13,4.333333333333333,9,3.0,1,0.3333333333333333,2,0.6666666666666666,4,1.3333333333333333,2,0.6666666666666666,1,0.3333333333333333,5,1.6666666666666667,25,8.333333333333334,3,0.10396158463385353,0.0728395061728395
Federico Pitteri,5,5.0,5,5.0,0,0.0,1,1.0,2,2.0,1,1.0,1,1.0,0,0.0,11,11.0,1,0.10638297872340426,0.13043478260869565
Federico Rafael Silva,5,5.0,0,0.0,1,1.0,1,1.0,2,2.0,1,1.0,1,1.0,0,0.0,7,7.0,1,0.09090909090909091,0.0136986301369863
Federico Soraide	,3,0.75,7,1.75,1,0.25,0,0.0,2,0.5,0,0.0,1,0.25,1,0.25,11,2.75,4,0.02040816326530612,0.03544358311800172
Federico SurianI,52,8.666666666666666,23,3.8333333333333335,2,0.3333333333333333,1,0.16666666666666666,11,1.8333333333333333,12,2.0,5,0.8333333333333334,6,1.0,78,13.0,6,0.1528409337998379,0.07286930853952416
Federico Suriani,0,0.0,5,5.0,3,3.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,8,8.0,1,0.06818181818181818,0.1111111111111111
Federico Tellas,10,2.5,7,1.75,3,0.75,1,0.25,9,2.25,2,0.5,1,0.25,2,0.5,21,5.25,4,0.07694310897435896,0.04678441621421643
Federico Teper,20,2.5,36,4.5,3,0.375,9,1.125,14,1.75,4,0.5,4,0.5,0,0.0,68,8.5,8,0.04973622422774965,0.10175063320944913
Federico Triberti,12,3.0,15,3.75,0,0.0,2,0.5,3,0.75,2,0.5,2,0.5,2,0.5,29,7.25,4,0.061776292674904504,0.06479012059369202
Federico Vallarino,7,7.0,4,4.0,1,1.0,1,1.0,4,4.0,0,0.0,3,3.0,1,1.0,13,13.0,1,0.11428571428571428,0.10869565217391304
Federico Vallejos Quintana,2,2.0,2,2.0,0,0.0,0,0.0,2,2.0,0,0.0,1,1.0,0,0.0,4,4.0,1,0.03508771929824561,0.03225806451612903
Federico Villalba,11,5.5,8,4.0,3,1.5,0,0.0,2,1.0,1,0.5,3,1.5,2,1.0,22,11.0,2,0.11473272490221643,0.07409948542024014
Felipe Alba,22,5.5,24,6.0,0,0.0,1,0.25,9,2.25,2,0.5,5,1.25,6,1.5,47,11.75,4,0.11978260869565217,0.1378161796445958
Felipe Arenas ,2,2.0,0,0.0,0,0.0,2,2.0,0,0.0,0,0.0,1,1.0,0,0.0,4,4.0,1,0.046511627906976744,0.046511627906976744
Felipe Blasco,6,3.0,6,3.0,3,1.5,1,0.5,6,3.0,2,1.0,0,0.0,0,0.0,16,8.0,2,0.11538461538461539,0.06910377358490566
Felipe Hernan Ercoli,3,1.0,7,2.3333333333333335,2,0.6666666666666666,0,0.0,2,0.6666666666666666,0,0.0,1,0.3333333333333333,1,0.3333333333333333,12,4.0,3,0.031135531135531136,0.04820679165063133
Felipe Maffe,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0.0
Felipe Manuel Cittadino,8,2.0,12,3.0,0,0.0,1,0.25,2,0.5,0,0.0,4,1.0,0,0.0,21,5.25,4,0.08388157894736842,0.080325311942959
Felipe Massa,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0,1,0.0,0.015625
Felipe Redondo,30,10.0,17,5.666666666666667,6,2.0,3,1.0,5,1.6666666666666667,8,2.6666666666666665,3,1.0,0,0.0,56,18.666666666666668,3,0.21538029871363204,0.1328870139398386
Felipe Stolowicz,29,14.5,6,3.0,2,1.0,4,2.0,1,0.5,7,3.5,3,1.5,2,1.0,41,20.5,2,0.2546875,0.10545839957604664
Felipe Tomas Nucera,7,7.0,12,12.0,2,2.0,0,0.0,3,3.0,1,1.0,1,1.0,2,2.0,21,21.0,1,0.13846153846153847,0.23529411764705882
Felipe Valenza ,28,9.333333333333334,17,5.666666666666667,7,2.3333333333333335,9,3.0,7,2.3333333333333335,2,0.6666666666666666,9,3.0,4,1.3333333333333333,61,20.333333333333332,3,0.22120967647643433,0.14859905710918245
Felix Scarafia,32,10.666666666666666,16,5.333333333333333,4,1.3333333333333333,6,2.0,1,0.3333333333333333,5,1.6666666666666667,7,2.3333333333333335,3,1.0,58,19.333333333333332,3,0.22769498261301538,0.1798012861842649
Fermin Arizu,45,11.25,13,3.25,3,0.75,4,1.0,9,2.25,4,1.0,12,3.0,9,2.25,65,16.25,4,0.19429590017825313,0.09172376336898397
Fernandez Cali Franco,2,0.5,9,2.25,0,0.0,3,0.75,9,2.25,0,0.0,1,0.25,0,0.0,14,3.5,4,0.012195121951219513,0.06075161051221242
Fernando Abraham Rosario,3,3.0,6,6.0,0,0.0,2,2.0,3,3.0,0,0.0,1,1.0,1,1.0,11,11.0,1,0.075,0.18604651162790697
Fernando Ariel Liseri,16,4.0,16,4.0,7,1.75,7,1.75,3,0.75,5,1.25,0,0.0,1,0.25,46,11.5,4,0.1030410773875735,0.11161381473321036
Fernando Gabriel Peri,12,4.0,33,11.0,1,0.3333333333333333,4,1.3333333333333333,5,1.6666666666666667,0,0.0,6,2.0,0,0.0,50,16.666666666666668,3,0.08419094133379847,0.23338081671415004
Fernando Gabriel Peri	,12,6.0,18,9.0,4,2.0,3,1.5,6,3.0,0,0.0,3,1.5,6,3.0,37,18.5,2,0.15459016393442623,0.236986986986987
Fernando Gómez Marcolin,3,1.5,5,2.5,1,0.5,2,1.0,2,1.0,1,0.5,0,0.0,0,0.0,11,5.5,2,0.04878048780487805,0.06648841354723707
Fernando Gómez Marcolin	,5,2.5,4,2.0,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0,0.0,9,4.5,2,0.13157894736842105,0.0625
Fernando Malgrande,8,1.6,16,3.2,2,0.4,4,0.8,11,2.2,2,0.4,1,0.2,0,0.0,30,6.0,5,0.05647840531561461,0.08889001754547973
Fernando landgraf,3,1.0,9,3.0,4,1.3333333333333333,1,0.3333333333333333,5,1.6666666666666667,0,0.0,1,0.3333333333333333,1,0.3333333333333333,17,5.666666666666667,3,0.05070433970689725,0.06299301329727293
Ferrante Ignacio,4,4.0,3,3.0,0,0.0,1,1.0,1,1.0,0,0.0,2,2.0,0,0.0,8,8.0,1,0.08888888888888889,0.1
Fiasche Yoel,22,7.333333333333333,26,8.666666666666666,2,0.6666666666666666,6,2.0,3,1.0,2,0.6666666666666666,7,2.3333333333333335,2,0.6666666666666666,56,18.666666666666668,3,0.11899129063308167,0.21625264078094267
Flores Garcia Emiliano,32,16.0,15,7.5,0,0.0,3,1.5,2,1.0,8,4.0,4,2.0,0,0.0,50,25.0,2,0.2936105476673428,0.18498023715415018
Francisco Amura,24,8.0,9,3.0,4,1.3333333333333333,4,1.3333333333333333,5,1.6666666666666667,3,1.0,4,1.3333333333333333,7,2.3333333333333335,41,13.666666666666666,3,0.24172008547008547,0.09742053374128845
Francisco Charadia,14,7.0,16,8.0,2,1.0,4,2.0,6,3.0,1,0.5,5,2.5,1,0.5,36,18.0,2,0.16881874701099953,0.2059064807219032
Francisco Denis,10,2.5,11,2.75,1,0.25,1,0.25,9,2.25,0,0.0,5,1.25,0,0.0,23,5.75,4,0.058548556918122135,0.07104281883693649
Francisco Djebiguzelian,18,3.6,10,2.0,2,0.4,3,0.6,7,1.4,4,0.8,3,0.6,0,0.0,33,6.6,5,0.07006478164490706,0.053937111827377836
Francisco Franco Milera,17,4.25,16,4.0,4,1.0,2,0.5,6,1.5,2,0.5,5,1.25,1,0.25,39,9.75,4,0.11304347826086958,0.09843686299431641
Francisco Garaycoechea,33,11.0,25,8.333333333333334,7,2.3333333333333335,7,2.3333333333333335,11,3.6666666666666665,3,1.0,8,2.6666666666666665,8,2.6666666666666665,72,24.0,3,0.20759125568035433,0.20251716247139587
Francisco Kats	,39,19.5,11,5.5,1,0.5,3,1.5,4,2.0,1,0.5,12,6.0,12,6.0,54,27.0,2,0.30901442307692306,0.12458521870286576
Francisco Manuel Forlizzi,2,1.0,7,3.5,0,0.0,1,0.5,1,0.5,0,0.0,1,0.5,0,0.0,10,5.0,2,0.016666666666666666,0.07133198106828939
Francisco Matías Mié Luraschi,6,1.2,11,2.2,3,0.6,0,0.0,6,1.2,0,0.0,3,0.6,0,0.0,20,4.0,5,0.03629629629629629,0.044000335176805766
Francisco Munyau,6,3.0,9,4.5,0,0.0,2,1.0,3,1.5,0,0.0,3,1.5,0,0.0,17,8.5,2,0.04526198439241918,0.10474716202270382
Francisco Porres,2,0.5,18,4.5,2,0.5,3,0.75,11,2.75,0,0.0,1,0.25,0,0.0,25,6.25,4,0.01938327373109982,0.1040958876687257
Francisco Ramos,18,4.5,8,2.0,2,0.5,4,1.0,9,2.25,1,0.25,7,1.75,1,0.25,32,8.0,4,0.09960705490366507,0.05706947892140673
Francisco Robledo Lopez,5,5.0,3,3.0,1,1.0,1,1.0,2,2.0,1,1.0,1,1.0,0,0.0,10,10.0,1,0.11538461538461539,0.06666666666666667
Francisco Rocchi Pellegrini,4,4.0,8,8.0,2,2.0,1,1.0,0,0.0,0,0.0,2,2.0,0,0.0,15,15.0,1,0.12244897959183673,0.15517241379310345
Francisco Rossi,0,0.0,8,8.0,1,1.0,1,1.0,3,3.0,0,0.0,0,0.0,0,0.0,10,10.0,1,0.02564102564102564,0.1875
Francisco Trozzoli	,15,7.5,4,2.0,0,0.0,0,0.0,2,1.0,2,1.0,4,2.0,1,0.5,19,9.5,2,0.09875541125541125,0.04362101313320826
Francisco Valentini,9,3.0,7,2.3333333333333335,1,0.3333333333333333,0,0.0,2,0.6666666666666666,1,0.3333333333333333,2,0.6666666666666666,2,0.6666666666666666,17,5.666666666666667,3,0.06682389937106918,0.04740118037990378
Francisco Verziera,10,2.0,7,1.4,2,0.4,2,0.4,1,0.2,0,0.0,5,1.0,0,0.0,21,4.2,5,0.05981262569284348,0.03830936001667709
Francisco de Lucas,9,3.0,14,4.666666666666667,2,0.6666666666666666,3,1.0,3,1.0,3,1.0,0,0.0,0,0.0,28,9.333333333333334,3,0.06613756613756613,0.13157858912575893
Francisco fabián vega,0,0.0,4,4.0,1,1.0,0,0.0,2,2.0,0,0.0,0,0.0,0,0.0,5,5.0,1,0.02702702702702703,0.1
Franco  Ramirez,4,1.3333333333333333,8,2.6666666666666665,2,0.6666666666666666,2,0.6666666666666666,5,1.6666666666666667,0,0.0,2,0.6666666666666666,0,0.0,16,5.333333333333333,3,0.049999999999999996,0.08259790891369838
Franco Alejandro Mestroni,0,0.0,2,2.0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,2,2.0,1,0.0,0.04878048780487805
Franco Augusto Muzzillo,8,2.6666666666666665,7,2.3333333333333335,0,0.0,1,0.3333333333333333,3,1.0,2,0.6666666666666666,1,0.3333333333333333,0,0.0,16,5.333333333333333,3,0.06825037707390648,0.057558759445551895
Franco Betteo,0,0.0,1,1.0,0,0.0,3,3.0,1,1.0,0,0.0,0,0.0,0,0.0,4,4.0,1,0.0,0.07692307692307693
Franco Buccieri,7,7.0,2,2.0,0,0.0,2,2.0,0,0.0,0,0.0,3,3.0,1,1.0,11,11.0,1,0.1590909090909091,0.07547169811320754
Franco Caballero Burgos,26,8.666666666666666,21,7.0,0,0.0,4,1.3333333333333333,2,0.6666666666666666,0,0.0,10,3.3333333333333335,6,2.0,51,17.0,3,0.1537590579710145,0.17121341290139247
Franco Caballero Burgos	,55,13.75,42,10.5,1,0.25,4,1.0,10,2.5,1,0.25,23,5.75,6,1.5,102,25.5,4,0.27036152253543555,0.25048024891774895
Franco De Pasquale,6,3.0,6,3.0,0,0.0,1,0.5,2,1.0,0,0.0,3,1.5,0,0.0,13,6.5,2,0.047619047619047616,0.058091853471842536
Franco Duarte Arauz,37,9.25,13,3.25,1,0.25,14,3.5,9,2.25,2,0.5,13,3.25,5,1.25,65,16.25,4,0.18776655018710103,0.15094227997332357
Franco Fonteiriz,19,6.333333333333333,20,6.666666666666667,7,2.3333333333333335,5,1.6666666666666667,2,0.6666666666666666,0,0.0,7,2.3333333333333335,5,1.6666666666666667,51,17.0,3,0.14448076713522937,0.1434255767524401
Franco Gabriel Sahuquillo,17,17.0,24,24.0,4,4.0,4,4.0,1,1.0,0,0.0,7,7.0,3,3.0,49,49.0,1,0.375,0.4745762711864407
