torneo,categoria,fecha_fixture,match_id,date,location,team,player,points,rebounds,assists,steals,fouls,triples,dobles,libres,status,score_global,eficiencia_ofensiva
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,210,2026-03-17T03:00:00.000Z,sin lugar,CRUZADOS BC,Gonzalo Omar García,0,2,0,0,3,0,0,0,ok,2,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,210,2026-03-17T03:00:00.000Z,sin lugar,CRUZADOS BC,Franco Garcia,3,3,3,3,2,0,1,1,ok,12,1.5
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,210,2026-03-17T03:00:00.000Z,sin lugar,CRUZADOS BC,Gonzalo grosso,1,2,0,0,0,0,0,1,ok,3,1.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,210,2026-03-17T03:00:00.000Z,sin lugar,CRUZADOS BC,Mathias Nicolás Di Trolio,2,3,0,0,1,0,1,0,ok,5,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,210,2026-03-17T03:00:00.000Z,sin lugar,CRUZADOS BC,Pablo Martin Lacanna,2,1,2,0,2,0,1,0,ok,5,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,210,2026-03-17T03:00:00.000Z,sin lugar,CRUZADOS BC,Tomas Sambucetti,14,3,3,2,3,3,2,1,ok,22,2.3333333333333335
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,210,2026-03-17T03:00:00.000Z,sin lugar,CRUZADOS BC,Franco Moreno,5,10,1,2,2,0,0,5,ok,18,1.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,210,2026-03-17T03:00:00.000Z,sin lugar,CRUZADOS BC,Juan Martín Nogueira,0,0,1,0,1,0,0,0,ok,1,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,210,2026-03-17T03:00:00.000Z,sin lugar,CRUZADOS BC,Matías Logarzo,2,1,0,1,2,0,1,0,ok,4,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,210,2026-03-17T03:00:00.000Z,sin lugar,CRUZADOS BC,"Xavier Lacanna, ,",12,6,0,0,1,4,0,0,ok,18,3.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,210,2026-03-17T03:00:00.000Z,sin lugar,CRUZADOS BC,Lucas Sergio Villalba,18,4,1,3,4,4,2,2,ok,26,2.25
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,210,2026-03-17T03:00:00.000Z,sin lugar,CRUZADOS BC,Pablo Villalba,2,2,0,0,3,0,1,0,ok,4,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,210,2026-03-17T03:00:00.000Z,sin lugar,BILLIKEN,Alfonzo Nahuel,8,2,0,0,1,2,1,0,ok,10,2.6666666666666665
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,210,2026-03-17T03:00:00.000Z,sin lugar,BILLIKEN,Barros Agustin,4,0,0,1,1,1,0,1,ok,5,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,210,2026-03-17T03:00:00.000Z,sin lugar,BILLIKEN,Calvo Emmanuel,5,2,1,2,2,1,1,0,ok,10,2.5
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,210,2026-03-17T03:00:00.000Z,sin lugar,BILLIKEN,Carlini Federico,2,7,1,0,1,0,0,2,ok,10,1.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,210,2026-03-17T03:00:00.000Z,sin lugar,BILLIKEN,Galeano Juan,2,1,0,0,0,0,1,0,ok,3,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,210,2026-03-17T03:00:00.000Z,sin lugar,BILLIKEN,Infante De La Rosa Juan,6,5,0,0,1,0,1,4,ok,11,1.2
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,210,2026-03-17T03:00:00.000Z,sin lugar,BILLIKEN,Leguizamon Ezequiel,0,3,1,0,0,0,0,0,ok,4,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,210,2026-03-17T03:00:00.000Z,sin lugar,BILLIKEN,Martitegui Santiago,5,4,1,4,2,0,1,3,ok,14,1.25
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,210,2026-03-17T03:00:00.000Z,sin lugar,BILLIKEN,Villalonga Vicente,2,4,0,1,4,0,1,0,ok,7,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,210,2026-03-17T03:00:00.000Z,sin lugar,BILLIKEN,Ibarra	Luciano,6,2,1,0,5,1,1,1,ok,9,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,210,2026-03-17T03:00:00.000Z,sin lugar,BILLIKEN,Gastón Daniel Panossian,4,2,1,2,1,0,1,2,ok,9,1.3333333333333333
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,211,sin fecha,sin lugar,JK PHILOSOPHY,Nicholas Sher,0,2,1,0,0,0,0,0,ok,3,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,211,sin fecha,sin lugar,JK PHILOSOPHY,Ramiro Iván Mizrahi,8,8,4,1,2,2,1,0,ok,21,2.6666666666666665
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,211,sin fecha,sin lugar,JK PHILOSOPHY,Maximiliano Sher,35,6,1,6,2,5,9,2,ok,48,2.1875
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,211,sin fecha,sin lugar,JK PHILOSOPHY,Federico Lichtmaier,7,9,1,4,0,0,3,1,ok,21,1.75
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,211,sin fecha,sin lugar,JK PHILOSOPHY,Leonel Belincow,0,1,1,0,2,0,0,0,ok,2,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,211,sin fecha,sin lugar,JK PHILOSOPHY,Jonatan Zitzer,4,11,5,1,2,0,2,0,ok,21,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,211,sin fecha,sin lugar,JK PHILOSOPHY,⁠Lucas Appiolaza,0,1,0,0,0,0,0,0,ok,1,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,211,sin fecha,sin lugar,JABALLERS,"ACOSTA, GONZALO",15,8,1,3,0,1,6,0,ok,27,2.142857142857143
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,211,sin fecha,sin lugar,JABALLERS,"AUGUSTO, FERNANDO",0,2,1,2,2,0,0,0,ok,5,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,211,sin fecha,sin lugar,JABALLERS,"DOMINGUEZ LOPEZ, IGNACIO",2,6,2,1,0,0,1,0,ok,11,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,211,sin fecha,sin lugar,JABALLERS,"MOSMANN, ERIC",7,4,0,0,1,1,2,0,ok,11,2.3333333333333335
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,211,sin fecha,sin lugar,JABALLERS,"PLEZ, ESTEBAN",5,5,2,0,1,0,2,1,ok,12,1.6666666666666667
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,211,sin fecha,sin lugar,JABALLERS,"JOSAMI, CAYETANO EMILIO",5,4,0,0,4,0,1,3,ok,9,1.25
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,211,sin fecha,sin lugar,JABALLERS,"PARMA ZEIDA, THOMAS",0,0,1,0,0,0,0,0,ok,1,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,211,sin fecha,sin lugar,JABALLERS,ZUBIETE ALAN	,10,1,0,1,1,2,2,0,ok,12,2.5
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,211,sin fecha,sin lugar,JABALLERS,ACOSTA LEANDRO	,6,5,1,1,2,2,0,0,ok,13,3.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,211,sin fecha,sin lugar,JABALLERS,Monteiro de Oliveira Hytalo,16,21,0,2,1,0,8,0,ok,39,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,213,2026-03-17T03:00:00.000Z,UGAB,VECCHIA SIGNORA,Santino Sironi,0,1,0,1,0,0,0,0,ok,2,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,213,2026-03-17T03:00:00.000Z,UGAB,VECCHIA SIGNORA,Thiago Ruiz Grasso,0,5,0,0,1,0,0,0,ok,5,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,213,2026-03-17T03:00:00.000Z,UGAB,VECCHIA SIGNORA,Ignacio Muñiz Fernandez,1,5,0,0,3,0,0,1,ok,6,1.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,213,2026-03-17T03:00:00.000Z,UGAB,VECCHIA SIGNORA,Tomas Mugnolo,0,1,0,1,1,0,0,0,ok,2,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,213,2026-03-17T03:00:00.000Z,UGAB,VECCHIA SIGNORA,Mateo Monetta,0,4,0,1,0,0,0,0,ok,5,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,213,2026-03-17T03:00:00.000Z,UGAB,VECCHIA SIGNORA,Juan Ignacio Contrera,0,5,0,0,1,0,0,0,ok,5,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,213,2026-03-17T03:00:00.000Z,UGAB,VECCHIA SIGNORA,Mateo Masegosa,4,5,0,3,1,1,0,1,ok,12,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,213,2026-03-17T03:00:00.000Z,UGAB,VECCHIA SIGNORA,Juan Cruz Guittard,0,4,0,0,1,0,0,0,ok,4,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,213,2026-03-17T03:00:00.000Z,UGAB,VECCHIA SIGNORA,Tomas Bautista Ruiz Grasso,13,4,0,2,3,1,5,0,ok,19,2.1666666666666665
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,213,2026-03-17T03:00:00.000Z,UGAB,VECCHIA SIGNORA,Juan Ruiz Grasso,17,4,0,1,2,1,7,0,ok,22,2.125
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,213,2026-03-17T03:00:00.000Z,UGAB,VECCHIA SIGNORA,Santiago Infante,21,5,1,7,1,2,3,9,ok,34,1.5
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,213,2026-03-17T03:00:00.000Z,UGAB,LA PAMPA BASKET,"TORRES, JOSHUA",8,7,0,4,2,1,2,1,ok,19,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,213,2026-03-17T03:00:00.000Z,UGAB,LA PAMPA BASKET,"GHILINO, QUIMEY",4,3,0,0,4,0,1,2,ok,7,1.3333333333333333
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,213,2026-03-17T03:00:00.000Z,UGAB,LA PAMPA BASKET,"KVITKO, AGUSTIN",5,2,0,0,3,1,1,0,ok,7,2.5
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,213,2026-03-17T03:00:00.000Z,UGAB,LA PAMPA BASKET,"MAC DOUGALL, FEDERICO",0,0,0,2,0,0,0,0,ok,2,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,213,2026-03-17T03:00:00.000Z,UGAB,LA PAMPA BASKET,ALEXIS NAHUEL ROJAS,4,7,0,3,0,0,2,0,ok,14,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,213,2026-03-17T03:00:00.000Z,UGAB,LA PAMPA BASKET,Santiago Rodriguez Gregori,9,5,0,0,1,0,4,1,ok,14,1.8
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,213,2026-03-17T03:00:00.000Z,UGAB,LA PAMPA BASKET,Ramiro Ivan Aspis,8,7,0,0,0,1,1,3,ok,15,1.6
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,213,2026-03-17T03:00:00.000Z,UGAB,LA PAMPA BASKET,"Panuccio, Tomás",4,15,2,0,2,0,1,2,ok,21,1.3333333333333333
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,213,2026-03-17T03:00:00.000Z,UGAB,LA PAMPA BASKET,Leonardo Sanfurgo,6,0,0,0,3,0,3,0,ok,6,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 3,213,2026-03-17T03:00:00.000Z,UGAB,LA PAMPA BASKET,"Vilella, Martin Ariel",0,4,1,0,4,0,0,0,ok,5,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,214,sin fecha,UGAB,FLAT WHITE WOLVES,Christian Rivero,0,1,0,0,0,0,0,0,ok,1,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,214,sin fecha,UGAB,FLAT WHITE WOLVES,Guido Villanueva,0,0,0,0,0,0,0,0,ok,0,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,214,sin fecha,UGAB,FLAT WHITE WOLVES,Tomas Ruiz,2,3,0,0,1,0,0,2,ok,5,1.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,214,sin fecha,UGAB,FLAT WHITE WOLVES,Luciano Polizzi,2,6,0,1,1,0,1,0,ok,9,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,214,sin fecha,UGAB,FLAT WHITE WOLVES,Rodrigo Albarracín,8,7,0,2,1,0,4,0,ok,17,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,214,sin fecha,UGAB,FLAT WHITE WOLVES,Santiago Secco,0,2,0,0,0,0,0,0,ok,2,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,214,sin fecha,UGAB,FLAT WHITE WOLVES,Franco  Ramirez,0,2,0,0,2,0,0,0,ok,2,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,214,sin fecha,UGAB,FLAT WHITE WOLVES,Juan Agustin Suarez Seifert,7,6,0,1,3,1,2,0,ok,14,2.3333333333333335
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,214,sin fecha,UGAB,FLAT WHITE WOLVES,Francisco Verziera,0,0,0,0,0,0,0,0,ok,0,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,214,sin fecha,UGAB,FLAT WHITE WOLVES,Lautaro Matías Olmedo,13,5,1,2,0,1,5,0,ok,21,2.1666666666666665
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,214,sin fecha,UGAB,FLAT WHITE WOLVES,Alejandro Carbonell ,3,6,0,0,3,1,0,0,ok,9,3.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,214,sin fecha,UGAB,LA PAMPA BASKET,"TORRES, JOSHUA",20,7,1,5,2,0,7,6,ok,33,1.5384615384615385
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,214,sin fecha,UGAB,LA PAMPA BASKET,"KVITKO, AGUSTIN",2,4,0,2,0,0,1,0,ok,8,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,214,sin fecha,UGAB,LA PAMPA BASKET,"MAC DOUGALL, FEDERICO",11,2,0,3,2,1,4,0,ok,16,2.2
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,214,sin fecha,UGAB,LA PAMPA BASKET,Santiago Rodriguez Gregori,9,10,0,1,3,2,1,1,ok,20,2.25
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,214,sin fecha,UGAB,LA PAMPA BASKET,"Panuccio, Tomás",4,12,0,2,2,0,1,2,ok,18,1.3333333333333333
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,214,sin fecha,UGAB,LA PAMPA BASKET,Joaquín Moreno,7,11,1,1,3,1,2,0,ok,20,2.3333333333333335
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,215,sin fecha,UGAB,BLACK SHISUS,Gaston Donato,0,4,0,0,3,0,0,0,ok,4,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,215,sin fecha,UGAB,BLACK SHISUS,Guido Bertinat,5,6,0,0,1,1,1,0,ok,11,2.5
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,215,sin fecha,UGAB,BLACK SHISUS,Carlos Elicabe,7,4,0,0,4,1,1,2,ok,11,1.75
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,215,sin fecha,UGAB,BLACK SHISUS,Gonzalo Alvarez,0,3,0,0,1,0,0,0,ok,3,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,215,sin fecha,UGAB,BLACK SHISUS,Ignacio Spotti,0,4,2,1,1,0,0,0,ok,7,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,215,sin fecha,UGAB,BLACK SHISUS,Claudio Pelliccioni,4,7,1,0,1,0,1,2,ok,12,1.3333333333333333
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,215,sin fecha,UGAB,BLACK SHISUS,Federico Bava,4,3,0,3,3,1,0,1,ok,10,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,215,sin fecha,UGAB,BLACK SHISUS,Rhys Samuel Logan,10,5,1,0,3,1,2,3,ok,16,1.6666666666666667
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,215,sin fecha,UGAB,BLACK SHISUS,Guillermo Alloco,10,2,2,1,3,1,2,3,ok,15,1.6666666666666667
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,215,sin fecha,UGAB,BLACK SHISUS,Luis Gonzalez,3,2,0,0,0,1,0,0,ok,5,3.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,215,sin fecha,UGAB,PAMPORDIA,Lucas Belotti,2,5,0,2,0,0,1,0,ok,9,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,215,sin fecha,UGAB,PAMPORDIA,Felipe Alba,11,10,0,0,2,2,1,3,ok,21,1.8333333333333333
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,215,sin fecha,UGAB,PAMPORDIA,Rotundo Juan Martin,0,1,0,0,4,0,0,0,ok,1,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,215,sin fecha,UGAB,PAMPORDIA,Valentín Roldán Mangas,13,6,0,2,3,2,2,3,ok,21,1.8571428571428572
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,215,sin fecha,UGAB,PAMPORDIA,Lucas Kobrinsky,14,7,2,3,2,1,3,5,ok,26,1.5555555555555556
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,215,sin fecha,UGAB,PAMPORDIA,Mateo Delaloye,0,2,0,0,1,0,0,0,ok,2,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,215,sin fecha,UGAB,PAMPORDIA,Nicolas Delaloye,0,4,0,0,2,0,0,0,ok,4,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,215,sin fecha,UGAB,PAMPORDIA,Di Tomaso Juan Ignacio,0,1,0,0,1,0,0,0,ok,1,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,215,sin fecha,UGAB,PAMPORDIA,Francisco Franco Milera,6,2,1,1,3,1,1,1,ok,10,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,216,2026-03-23T13:30:00.000Z,Pick,CRUZADOS BC,Franco Garcia,11,10,2,5,2,1,3,2,ok,28,1.8333333333333333
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,216,2026-03-23T13:30:00.000Z,Pick,CRUZADOS BC,Gonzalo grosso,6,2,1,0,2,2,0,0,ok,9,3.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,216,2026-03-23T13:30:00.000Z,Pick,CRUZADOS BC,Mathias Nicolás Di Trolio,2,0,0,1,2,0,1,0,ok,3,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,216,2026-03-23T13:30:00.000Z,Pick,CRUZADOS BC,Pablo Martin Lacanna,0,1,0,0,0,0,0,0,ok,1,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,216,2026-03-23T13:30:00.000Z,Pick,CRUZADOS BC,Tomas Sambucetti,15,3,1,3,1,3,2,2,ok,22,2.142857142857143
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,216,2026-03-23T13:30:00.000Z,Pick,CRUZADOS BC,Franco Moreno,3,9,0,0,2,0,1,1,ok,12,1.5
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,216,2026-03-23T13:30:00.000Z,Pick,CRUZADOS BC,Juan Martín Nogueira,0,2,0,0,0,0,0,0,ok,2,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,216,2026-03-23T13:30:00.000Z,Pick,CRUZADOS BC,"Xavier Lacanna, ,",7,8,0,2,1,1,2,0,ok,17,2.3333333333333335
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,216,2026-03-23T13:30:00.000Z,Pick,CRUZADOS BC,Lucas Sergio Villalba,4,4,4,1,0,0,0,4,ok,13,1.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,216,2026-03-23T13:30:00.000Z,Pick,CRUZADOS BC,Pablo Villalba,2,2,0,2,1,0,1,0,ok,6,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,216,2026-03-23T13:30:00.000Z,Pick,JABALLERS,"AUGUSTO, FERNANDO",0,3,0,1,1,0,0,0,ok,4,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,216,2026-03-23T13:30:00.000Z,Pick,JABALLERS,"CABEZAS SMITH, JHONATHAN",2,1,2,0,0,0,1,0,ok,5,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,216,2026-03-23T13:30:00.000Z,Pick,JABALLERS,"DOMINGUEZ LOPEZ, IGNACIO",0,0,0,0,2,0,0,0,ok,0,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,216,2026-03-23T13:30:00.000Z,Pick,JABALLERS,"MOSMANN, ERIC",1,4,0,1,0,0,0,1,ok,6,1.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,216,2026-03-23T13:30:00.000Z,Pick,JABALLERS,"PEREYRA FIGUEROA, LAUTARO",18,6,0,1,2,0,8,2,ok,25,1.8
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,216,2026-03-23T13:30:00.000Z,Pick,JABALLERS,"ROSOCHAKI, TADEO",0,2,0,1,1,0,0,0,ok,3,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,216,2026-03-23T13:30:00.000Z,Pick,JABALLERS,"JOSAMI, CAYETANO EMILIO",2,1,0,2,3,0,1,0,ok,5,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,216,2026-03-23T13:30:00.000Z,Pick,JABALLERS,ZUBIETE ALAN	,13,7,2,3,1,3,1,2,ok,25,2.1666666666666665
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,216,2026-03-23T13:30:00.000Z,Pick,JABALLERS,ACOSTA LEANDRO	,4,3,2,1,3,1,0,1,ok,10,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,216,2026-03-23T13:30:00.000Z,Pick,JABALLERS,Monteiro de Oliveira Hytalo,5,6,1,1,0,0,2,1,ok,13,1.6666666666666667
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,217,2026-03-23T15:00:00.000Z,ISEF,IBU 400,Marcos Scheidegger,4,2,0,0,2,0,2,0,ok,6,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,217,2026-03-23T15:00:00.000Z,ISEF,IBU 400,Mariano Troglio Vozza,8,6,0,2,1,1,1,3,ok,16,1.6
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,217,2026-03-23T15:00:00.000Z,ISEF,IBU 400,Emilio Almanza,2,4,0,0,1,0,1,0,ok,6,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,217,2026-03-23T15:00:00.000Z,ISEF,IBU 400,Emiliano Armengot,10,5,0,3,1,0,4,2,ok,18,1.6666666666666667
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,217,2026-03-23T15:00:00.000Z,ISEF,IBU 400,Agustín Jamele,0,0,0,2,0,0,0,0,ok,2,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,217,2026-03-23T15:00:00.000Z,ISEF,IBU 400,Denis Sarabia,8,3,0,2,4,2,1,0,ok,13,2.6666666666666665
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,217,2026-03-23T15:00:00.000Z,ISEF,IBU 400,Sergio Emanuel Heili,4,8,0,3,1,0,2,0,ok,15,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,217,2026-03-23T15:00:00.000Z,ISEF,IBU 400,Eloy Duckardt,3,6,0,1,0,1,0,0,ok,10,3.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,217,2026-03-23T15:00:00.000Z,ISEF,IBU 400,Jose Escalante,0,1,0,0,1,0,0,0,ok,1,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,217,2026-03-23T15:00:00.000Z,ISEF,IBU 400,Santiago Stanicio,12,1,1,1,2,2,2,2,ok,15,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,217,2026-03-23T15:00:00.000Z,ISEF,IBU 400,Nicolas Lanzilotta,0,3,3,1,0,0,0,0,ok,7,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,217,2026-03-23T15:00:00.000Z,ISEF,LA HUMAREDA,Santiago Álvarez,0,1,0,0,2,0,0,0,ok,1,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,217,2026-03-23T15:00:00.000Z,ISEF,LA HUMAREDA,Hernan Gallardo,0,5,0,0,0,0,0,0,ok,5,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,217,2026-03-23T15:00:00.000Z,ISEF,LA HUMAREDA,Lucas Oliver,2,2,1,0,0,0,0,2,ok,5,1.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,217,2026-03-23T15:00:00.000Z,ISEF,LA HUMAREDA,Sergio Malti,12,0,0,1,4,1,4,1,ok,13,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,217,2026-03-23T15:00:00.000Z,ISEF,LA HUMAREDA,Valentino Banfi,6,8,1,1,1,0,3,0,ok,16,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,217,2026-03-23T15:00:00.000Z,ISEF,LA HUMAREDA,Facundo Vera Ocampo,2,2,0,0,1,0,1,0,ok,4,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,217,2026-03-23T15:00:00.000Z,ISEF,LA HUMAREDA,Mariano Vasconcellos,8,2,0,0,1,0,4,0,ok,10,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,217,2026-03-23T15:00:00.000Z,ISEF,LA HUMAREDA,Gastón Ignacio Agis,5,2,0,1,3,1,1,0,ok,8,2.5
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,217,2026-03-23T15:00:00.000Z,ISEF,LA HUMAREDA,Nicolas Martínez,8,8,0,2,1,0,4,0,ok,18,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,217,2026-03-23T15:00:00.000Z,ISEF,LA HUMAREDA,Mateo Vazquez,2,6,0,1,1,0,1,0,ok,9,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,218,2026-03-23T16:30:00.000Z,SECOND CHANCE,UNION,Joaquin Cirigliano,0,8,2,3,4,0,0,0,ok,13,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,218,2026-03-23T16:30:00.000Z,SECOND CHANCE,UNION,Pablo Gabriel Avalos,4,4,2,4,1,0,1,2,ok,14,1.3333333333333333
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,218,2026-03-23T16:30:00.000Z,SECOND CHANCE,UNION,Marcos Maiorano,0,2,0,0,1,0,0,0,ok,2,0.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,218,2026-03-23T16:30:00.000Z,SECOND CHANCE,UNION,Lucas Feliciani,8,10,1,3,1,0,4,0,ok,22,2.0
TORNEO APERTURA 2026,PRIMERA D,Fecha 4,218,2026-03-23T16:30:00.000Z,SECOND CHANCE,UNION,Julian Fullone,21,7,5,5,4,1,8,2,ok,38,1.9090909090909092
